"telemetry_date","product_type","avg_disconnects","crash_rate","avg_temp_c","rows"
2025-11-25,Portable PA,0.091,0.0000,31.17,11
2024-12-18,Aviation Headsets,0.000,0.0000,34.13,3
2024-12-22,Portable PA,0.000,0.0000,32.46,5
2025-04-05,Speakers,0.167,0.0000,38.40,6
2025-02-22,Home Theater,0.333,0.0714,36.36,14
2024-02-22,Headphones,0.414,0.0000,31.35,163
2024-09-24,Earbuds,0.455,0.0000,32.34,22
2025-05-01,Aviation Headsets,0.000,0.0000,19.60,1
2025-05-23,Speakers,0.000,0.0000,27.74,5
2024-05-13,Aviation Headsets,0.000,0.0000,30.40,3
2024-01-23,Speakers,0.000,0.0000,37.90,1
2025-09-21,Headphones,0.361,0.0282,31.47,146
2025-05-13,Earbuds,0.286,0.0000,29.53,24
2025-05-15,Headphones,0.521,0.0253,32.26,159
2025-01-10,Portable PA,0.200,0.1667,33.23,6
2025-12-19,Aviation Headsets,0.000,0.0000,38.50,2
2025-02-17,Earbuds,0.133,0.0000,31.82,19
2025-07-11,Portable PA,0.000,0.0000,30.73,4
2024-04-16,Aviation Headsets,0.000,0.0000,24.50,1
2024-07-24,Headphones,0.387,0.0191,31.33,160
2025-02-27,Earbuds,0.333,0.0000,32.96,17
2024-10-18,Aviation Headsets,0.000,0.0000,27.00,1
2024-02-05,Home Theater,0.000,0.0000,32.83,12
2025-07-29,Portable PA,0.000,0.0000,33.22,5
2024-05-08,Earbuds,0.250,0.0000,28.14,23
2025-01-02,Home Theater,0.000,0.0000,31.10,12
2024-05-26,Home Theater,0.000,0.0000,33.09,7
2024-07-01,Headphones,0.393,0.0183,32.42,165
2024-03-13,Portable PA,0.400,0.0000,35.40,6
2025-07-11,Home Theater,0.286,0.1429,29.84,7
2025-04-21,Aviation Headsets,0.500,0.0000,28.67,3
2024-04-22,Aviation Headsets,0.000,0.0000,35.50,1
2024-07-09,Earbuds,0.211,0.0000,32.04,20
2024-08-11,Headphones,0.440,0.0058,32.21,174
2024-09-03,Earbuds,0.385,0.0667,31.37,15
2025-04-08,Headphones,0.407,0.0236,31.78,128
2024-07-20,Speakers,1.000,0.0000,40.40,3
2025-11-09,Earbuds,0.440,0.0000,31.45,26
2025-10-23,Aviation Headsets,,0.0000,17.60,1
2025-01-04,Home Theater,0.143,0.0000,34.23,8
2024-10-27,Speakers,0.000,0.0000,31.27,3
2025-06-07,Speakers,0.333,0.0000,33.13,3
2025-11-19,Aviation Headsets,,0.0000,24.80,1
2025-12-03,Portable PA,0.250,0.0000,37.13,4
2025-01-15,Aviation Headsets,0.000,0.0000,34.08,4
2024-02-12,Headphones,0.446,0.0000,32.26,152
2024-05-01,Home Theater,0.000,0.0000,37.28,9
2025-09-10,Earbuds,0.600,0.0000,35.38,12
2025-04-09,Earbuds,0.250,0.0000,34.61,21
2025-06-21,Headphones,0.469,0.0164,32.66,185
2025-09-10,Home Theater,0.111,0.0000,34.93,10
2025-02-07,Earbuds,0.481,0.0645,30.55,31
2024-03-17,Earbuds,0.615,0.0000,33.84,29
2024-01-03,Home Theater,0.167,0.0000,31.23,7
2024-09-09,Speakers,0.250,0.0000,33.66,5
2024-06-29,Headphones,0.346,0.0000,32.12,173
2024-04-06,Home Theater,0.333,0.0000,32.02,9
2025-04-07,Speakers,0.800,0.0000,28.90,7
2024-04-19,Portable PA,0.200,0.0000,31.60,7
2024-07-20,Headphones,0.503,0.0116,31.39,176
2024-05-15,Headphones,0.404,0.0260,31.61,156
2024-04-25,Home Theater,0.286,0.0000,34.13,7
2024-01-24,Headphones,0.415,0.0058,31.71,174
2025-06-26,Speakers,0.000,0.0000,31.50,3
2025-05-02,Aviation Headsets,0.500,0.0000,30.63,3
2024-03-14,Headphones,0.473,0.0138,31.62,147
2025-04-13,Aviation Headsets,0.000,0.0000,28.40,1
2024-08-04,Home Theater,0.000,0.0000,34.47,6
2025-06-20,Headphones,0.484,0.0172,31.88,178
2024-04-01,Speakers,0.000,0.0000,36.47,3
2024-02-04,Home Theater,0.000,0.0000,33.05,12
2025-09-03,Headphones,0.377,0.0059,30.19,173
2024-06-22,Portable PA,0.000,0.0000,30.12,5
2024-12-03,Portable PA,0.444,0.0000,36.90,9
2024-10-17,Earbuds,0.150,0.0952,34.45,21
2024-03-24,Headphones,0.478,0.0195,30.89,157
2024-09-06,Speakers,0.500,0.0000,31.93,4
2025-05-25,Headphones,0.442,0.0128,32.06,157
2024-01-28,Portable PA,0.000,0.0000,27.84,5
2025-12-03,Earbuds,0.571,0.0000,27.99,16
2024-12-27,Speakers,0.167,0.0000,37.45,6
2025-01-19,Speakers,0.667,0.0000,37.23,4
2025-12-13,Aviation Headsets,0.000,0.0000,32.53,3
2024-06-27,Earbuds,0.400,0.0000,30.50,16
2024-06-06,Headphones,0.507,0.0067,32.16,150
2024-06-14,Speakers,0.333,0.0000,35.80,3
2025-07-19,Earbuds,0.545,0.0000,32.22,14
2025-02-21,Headphones,0.461,0.0065,32.93,157
2024-09-21,Home Theater,0.154,0.0000,35.13,13
2024-08-28,Headphones,0.497,0.0180,31.33,169
2025-02-11,Earbuds,0.714,0.0000,32.16,19
2024-12-17,Home Theater,0.000,0.0000,28.45,13
2025-06-06,Speakers,,0.0000,35.75,2
2025-03-20,Home Theater,0.000,0.0000,32.36,5
2024-01-13,Headphones,0.417,0.0170,32.35,180
2024-10-02,Portable PA,0.500,0.0000,32.42,6
2024-01-08,Headphones,0.333,0.0120,31.84,171
2024-06-18,Home Theater,0.154,0.0667,29.77,15
2025-05-06,Headphones,0.431,0.0161,31.28,190
2024-01-22,Headphones,0.565,0.0058,31.98,175
2025-05-16,Earbuds,0.412,0.0000,28.33,19
2024-10-24,Portable PA,0.250,0.0000,33.76,5
2024-06-15,Speakers,0.500,0.0000,36.70,5
2024-07-19,Home Theater,0.200,0.0000,32.90,6
2024-07-14,Speakers,0.400,0.0000,29.16,5
2025-12-24,Portable PA,0.143,0.0000,33.78,8
2024-06-07,Headphones,0.516,0.0116,31.71,176
2024-06-28,Home Theater,0.000,0.0000,34.99,9
2024-09-06,Headphones,0.436,0.0299,31.48,170
2025-12-26,Portable PA,0.500,0.0000,31.35,4
2025-06-24,Home Theater,0.167,0.0000,34.42,13
2024-12-03,Earbuds,0.556,0.0000,32.46,20
2024-04-16,Headphones,0.400,0.0132,32.26,156
2024-07-16,Speakers,0.500,0.0000,33.24,12
2024-01-21,Portable PA,0.143,0.0000,29.19,9
2024-12-13,Headphones,0.387,0.0507,31.56,138
2024-07-24,Home Theater,0.125,0.0000,34.68,9
2024-10-05,Portable PA,0.000,0.0000,30.85,4
2024-07-27,Aviation Headsets,0.500,0.0000,28.67,3
2024-10-29,Headphones,0.474,0.0053,31.94,196
2025-09-04,Aviation Headsets,0.000,0.0000,41.80,2
2025-01-09,Headphones,0.411,0.0110,33.05,184
2025-04-27,Headphones,0.535,0.0063,32.09,158
2025-02-03,Aviation Headsets,0.750,0.0000,35.80,5
2025-01-26,Earbuds,0.478,0.0400,35.32,25
2024-02-10,Home Theater,0.231,0.0000,31.74,14
2024-06-06,Earbuds,0.409,0.0000,31.71,24
2025-01-04,Earbuds,0.167,0.0000,33.31,23
2025-04-27,Earbuds,0.421,0.0000,31.13,21
2025-01-17,Portable PA,0.000,0.0000,30.23,8
2025-07-02,Speakers,0.143,0.0000,32.17,7
2025-11-01,Headphones,0.436,0.0370,32.44,164
2024-05-05,Headphones,0.444,0.0066,31.29,154
2025-10-13,Speakers,0.200,0.0000,32.55,6
2024-11-14,Aviation Headsets,1.000,0.0000,41.10,1
2024-10-05,Headphones,0.399,0.0113,31.88,178
2024-02-12,Earbuds,0.556,0.0000,33.36,19
2024-08-10,Headphones,0.500,0.0138,32.03,148
2024-10-07,Home Theater,0.200,0.0000,29.43,11
2024-08-12,Portable PA,0.000,0.0000,27.87,3
2024-09-20,Headphones,0.515,0.0140,31.97,148
2024-05-21,Headphones,0.356,0.0414,31.57,148
2025-02-13,Portable PA,0.200,0.0000,34.03,10
2024-05-09,Portable PA,0.000,0.2500,33.23,4
2024-11-26,Speakers,0.500,0.0000,31.84,7
2025-03-13,Aviation Headsets,0.333,0.0000,30.40,3
2024-02-29,Aviation Headsets,0.000,0.0000,37.80,2
2025-05-15,Earbuds,0.588,0.0500,32.60,20
2024-04-13,Headphones,0.401,0.0117,31.94,172
2025-09-06,Portable PA,0.000,0.0000,36.15,2
2025-02-07,Home Theater,0.333,0.0000,34.21,7
2024-03-21,Home Theater,0.091,0.0000,33.17,13
2025-11-11,Aviation Headsets,0.500,0.0000,32.05,2
2025-08-10,Earbuds,0.357,0.0000,36.22,17
2024-09-10,Home Theater,0.000,0.0000,27.36,10
2025-12-14,Home Theater,0.143,0.0000,29.94,7
2024-10-17,Speakers,0.429,0.0000,36.31,7
2024-06-27,Home Theater,0.500,0.0833,30.96,13
2025-02-23,Aviation Headsets,1.000,0.0000,33.05,2
2025-09-12,Speakers,1.667,0.0000,30.54,5
2024-06-10,Headphones,0.455,0.0000,31.63,158
2024-05-17,Headphones,0.350,0.0201,32.53,151
2025-07-07,Aviation Headsets,0.000,0.5000,34.95,2
2024-09-25,Speakers,1.000,0.0000,36.13,4
2024-08-08,Home Theater,0.143,0.1111,29.61,9
2025-05-05,Aviation Headsets,0.000,0.0000,40.70,1
2025-07-19,Headphones,0.434,0.0136,31.16,148
2024-03-09,Home Theater,0.167,0.0000,34.18,12
2024-03-02,Earbuds,0.364,0.0000,31.72,23
2025-07-09,Headphones,0.444,0.0314,32.98,160
2024-01-16,Speakers,0.143,0.0000,29.16,7
2024-05-14,Headphones,0.392,0.0115,32.15,176
2025-06-11,Speakers,0.400,0.0000,27.93,6
2025-03-24,Home Theater,0.000,0.0000,32.19,9
2024-08-28,Home Theater,0.000,0.0000,31.03,8
2025-08-30,Portable PA,0.333,0.0000,28.95,4
2024-06-04,Headphones,0.434,0.0333,32.02,154
2024-10-04,Aviation Headsets,0.250,0.0000,33.48,4
2024-02-08,Portable PA,0.000,0.0000,33.55,2
2024-04-03,Home Theater,0.250,0.0000,30.87,9
2025-06-23,Speakers,1.500,0.0000,37.20,2
2024-09-25,Aviation Headsets,0.000,0.0000,34.60,1
2025-10-18,Aviation Headsets,0.000,0.0000,31.10,4
2025-04-16,Earbuds,0.542,0.0400,34.87,25
2024-11-08,Earbuds,0.385,0.0000,30.42,14
2024-08-14,Headphones,0.401,0.0114,32.95,178
2024-06-11,Headphones,0.456,0.0060,32.36,169
2025-07-02,Aviation Headsets,0.000,0.0000,35.35,2
2024-09-10,Earbuds,0.375,0.0000,34.06,17
2024-05-16,Aviation Headsets,0.000,0.0000,36.40,1
2024-04-13,Earbuds,0.333,0.0000,34.04,20
2025-12-15,Earbuds,0.400,0.0000,32.69,21
2024-08-04,Headphones,0.463,0.0063,32.59,160
2025-03-13,Portable PA,0.000,0.0000,29.99,7
2025-05-02,Home Theater,0.250,0.0000,26.79,9
2025-07-23,Portable PA,0.000,0.0000,32.05,4
2025-12-17,Speakers,0.500,0.0000,33.81,7
2025-04-29,Earbuds,0.529,0.0000,32.68,19
2025-04-03,Aviation Headsets,0.500,0.0000,36.85,2
2024-09-03,Speakers,0.200,0.0000,35.68,6
2025-09-28,Earbuds,0.500,0.0000,32.94,22
2025-06-28,Speakers,0.200,0.0000,30.32,5
2025-07-16,Earbuds,0.154,0.0000,32.81,14
2025-09-29,Aviation Headsets,0.500,0.0000,32.48,4
2025-11-17,Home Theater,0.200,0.0000,29.00,10
2025-11-13,Home Theater,0.133,0.0000,33.49,15
2025-06-09,Home Theater,0.250,0.0000,32.09,8
2025-12-18,Aviation Headsets,0.200,0.0000,31.24,5
2025-01-07,Portable PA,0.000,0.0000,35.38,4
2024-03-10,Portable PA,0.286,0.1000,30.73,10
2025-04-25,Aviation Headsets,0.000,0.0000,21.95,2
2024-04-03,Speakers,0.667,0.0000,31.90,7
2025-06-23,Headphones,0.472,0.0068,32.32,152
2025-08-15,Speakers,0.714,0.0000,31.30,7
2025-05-18,Portable PA,0.000,0.0000,30.50,3
2024-03-13,Home Theater,0.000,0.0000,29.78,11
2024-02-04,Speakers,1.000,0.0000,28.70,3
2025-10-08,Home Theater,0.500,0.0000,35.77,6
2025-05-20,Aviation Headsets,0.000,0.0000,25.24,5
2025-01-09,Portable PA,0.200,0.0000,31.31,9
2025-10-30,Speakers,0.000,0.0000,32.35,6
2024-05-09,Headphones,0.472,0.0222,33.13,140
2025-09-30,Aviation Headsets,0.250,0.0000,33.80,4
2024-10-25,Home Theater,0.000,0.0000,30.36,8
2025-08-27,Portable PA,0.000,0.0000,33.47,6
2025-09-28,Aviation Headsets,0.000,0.0000,33.20,3
2024-10-06,Headphones,0.388,0.0149,31.75,137
2024-09-08,Aviation Headsets,0.000,0.0000,27.30,2
2024-07-12,Portable PA,0.000,0.0000,29.47,7
2024-08-26,Home Theater,0.273,0.0000,28.01,11
2025-08-01,Portable PA,0.000,0.0000,36.71,8
2025-05-21,Headphones,0.486,0.0153,33.04,197
2024-09-22,Portable PA,0.200,0.0000,33.02,5
2025-04-05,Aviation Headsets,0.000,0.0000,34.33,3
2024-01-05,Aviation Headsets,0.000,0.0000,26.50,1
2024-10-13,Earbuds,0.286,0.0000,29.25,25
2025-06-24,Portable PA,0.500,0.0000,32.13,7
2024-12-18,Earbuds,0.333,0.0385,30.19,28
2024-08-29,Aviation Headsets,0.000,0.0000,30.03,3
2024-11-18,Home Theater,0.250,0.0000,33.93,12
2025-01-31,Portable PA,0.000,0.0000,28.15,6
2024-02-12,Speakers,0.000,0.0000,34.63,3
2024-07-12,Aviation Headsets,0.333,0.0000,31.65,4
2024-10-10,Earbuds,0.400,0.0625,31.95,16
2024-02-21,Home Theater,0.267,0.0000,30.73,16
2025-08-05,Aviation Headsets,0.000,0.0000,43.20,1
2025-06-30,Earbuds,0.300,0.0400,34.63,26
2025-12-19,Earbuds,0.421,0.0000,34.43,19
2024-03-28,Earbuds,0.238,0.0000,30.61,21
2024-06-06,Home Theater,0.167,0.0000,30.31,12
2024-03-19,Earbuds,0.316,0.0000,32.18,21
2024-01-24,Speakers,0.167,0.1667,29.66,7
2025-04-14,Speakers,0.500,0.0000,29.25,4
2024-11-04,Earbuds,0.263,0.0000,33.71,22
2024-05-22,Home Theater,0.000,0.0909,33.15,12
2024-01-31,Speakers,0.667,0.0000,27.47,6
2024-05-08,Portable PA,0.333,0.0000,26.73,3
2024-04-07,Home Theater,0.100,0.0000,31.02,10
2025-05-23,Portable PA,0.400,0.0000,34.44,5
2025-06-01,Earbuds,0.421,0.0000,33.39,20
2024-10-31,Portable PA,1.000,0.0000,24.15,2
2025-09-09,Portable PA,0.400,0.0000,32.47,6
2025-01-21,Speakers,0.000,0.0000,27.10,4
2024-03-05,Earbuds,0.517,0.0000,31.56,33
2025-10-18,Earbuds,0.389,0.0455,29.45,22
2024-11-06,Aviation Headsets,0.500,0.0000,35.17,3
2025-07-08,Home Theater,0.111,0.0000,32.27,10
2024-09-06,Aviation Headsets,0.000,0.0000,25.47,3
2025-08-03,Portable PA,0.111,0.0000,28.72,11
2024-08-25,Portable PA,0.667,0.0000,36.13,3
2025-07-01,Headphones,0.378,0.0126,30.90,159
2025-02-19,Speakers,0.800,0.0000,31.96,5
2025-05-08,Home Theater,0.400,0.0000,32.44,5
2024-03-06,Portable PA,0.000,0.0000,30.60,2
2024-08-06,Speakers,0.000,0.0000,35.67,3
2025-12-06,Speakers,0.750,0.0000,28.68,4
2025-12-14,Earbuds,0.350,0.0000,33.55,22
2025-09-08,Portable PA,0.286,0.0000,30.11,7
2024-02-05,Portable PA,0.500,0.0000,35.00,3
2025-08-22,Earbuds,0.429,0.0000,34.29,17
2024-10-03,Portable PA,1.000,0.0000,30.20,1
2025-04-01,Speakers,0.333,0.2500,35.73,4
2025-12-07,Portable PA,0.000,0.0000,37.65,6
2025-06-25,Portable PA,0.571,0.1250,31.70,8
2025-01-15,Home Theater,0.600,0.0000,28.70,5
2024-11-28,Speakers,2.000,0.0000,34.95,2
2024-07-11,Speakers,0.500,0.0000,33.68,4
2025-07-03,Speakers,0.500,0.0000,34.18,6
2025-01-31,Speakers,0.000,0.0000,48.60,1
2024-10-28,Earbuds,0.368,0.0000,29.65,19
2024-09-12,Speakers,0.750,0.0000,32.33,4
2025-05-03,Portable PA,0.125,0.0000,31.34,9
2025-02-06,Aviation Headsets,0.000,0.0000,36.80,2
2024-07-29,Speakers,0.250,0.0000,35.00,5
2025-12-07,Speakers,0.000,0.0000,31.67,3
2024-01-30,Headphones,0.411,0.0197,32.65,155
2024-01-18,Aviation Headsets,0.000,0.0000,25.95,2
2025-05-08,Portable PA,0.000,0.0000,37.73,4
2024-11-01,Home Theater,0.143,0.0000,30.83,15
2025-03-25,Earbuds,0.611,0.1667,29.56,18
2025-07-31,Aviation Headsets,,0.0000,30.20,1
2024-10-22,Portable PA,0.500,0.5000,31.20,2
2025-02-16,Headphones,0.500,0.0174,32.17,173
2024-11-10,Speakers,0.333,0.0000,32.67,3
2024-11-06,Portable PA,0.375,0.1250,31.88,8
2025-01-16,Home Theater,0.133,0.0000,34.01,15
2025-01-08,Home Theater,0.222,0.0000,35.00,9
2024-05-13,Headphones,0.469,0.0301,32.15,174
2025-09-07,Aviation Headsets,0.000,0.0000,29.00,1
2025-08-25,Earbuds,0.476,0.0000,32.23,23
2025-08-13,Speakers,1.000,0.0000,32.30,1
2025-11-16,Earbuds,0.600,0.0455,34.49,23
2024-11-02,Headphones,0.457,0.0053,31.85,191
2024-08-04,Aviation Headsets,0.250,0.0000,32.33,4
2024-10-23,Earbuds,0.429,0.0000,32.03,23
2025-01-30,Aviation Headsets,0.000,0.0000,32.20,6
2024-03-05,Aviation Headsets,0.000,0.0000,27.00,1
2025-09-17,Speakers,0.000,0.0000,29.25,4
2024-07-06,Home Theater,0.000,0.0000,26.85,8
2024-09-27,Earbuds,0.400,0.0000,30.82,13
2025-06-04,Aviation Headsets,0.000,0.0000,30.93,6
2024-03-16,Speakers,0.500,0.2500,31.93,4
2025-06-12,Speakers,1.000,0.0000,27.10,2
2024-11-29,Home Theater,0.200,0.0000,30.97,13
2025-09-23,Portable PA,0.000,0.0000,37.68,6
2025-12-02,Earbuds,0.474,0.0000,33.40,22
2025-01-17,Speakers,0.500,0.0000,31.66,5
2025-09-30,Speakers,0.500,0.0000,31.70,3
2025-03-18,Earbuds,0.333,0.0588,33.39,17
2024-08-31,Home Theater,0.125,0.0000,32.13,8
2025-08-20,Earbuds,0.167,0.0000,33.56,19
2025-05-25,Aviation Headsets,0.333,0.2500,33.50,4
2024-07-01,Aviation Headsets,0.250,0.0000,32.42,5
2025-07-13,Home Theater,0.000,0.0000,33.80,2
2024-04-29,Headphones,0.425,0.0117,31.14,174
2024-03-10,Earbuds,0.227,0.0000,34.85,22
2025-04-18,Headphones,0.350,0.0120,32.53,170
2025-11-04,Speakers,0.667,0.0000,32.85,4
2024-12-27,Home Theater,0.000,0.0000,32.77,12
2025-04-20,Home Theater,0.000,0.0833,33.21,12
2025-08-01,Speakers,0.143,0.0000,31.96,8
2024-03-24,Aviation Headsets,0.333,0.0000,31.20,3
2025-07-27,Portable PA,0.500,0.0000,24.45,2
2024-01-05,Headphones,0.364,0.0000,31.88,153
2024-05-25,Portable PA,0.333,0.0000,32.19,7
2024-02-09,Speakers,0.222,0.0000,35.27,9
2025-05-11,Home Theater,0.000,0.0000,29.55,6
2024-01-08,Speakers,0.000,0.0000,33.20,5
2025-07-29,Aviation Headsets,0.000,0.0000,33.20,1
2025-08-20,Portable PA,0.000,0.0000,30.93,8
2025-12-01,Portable PA,0.000,0.0000,32.70,2
2024-03-06,Earbuds,0.292,0.0000,30.62,26
2024-03-16,Portable PA,0.091,0.0000,33.34,11
2025-04-25,Headphones,0.511,0.0144,31.74,145
2025-10-23,Speakers,0.000,0.0000,39.15,2
2024-04-15,Speakers,0.500,0.0000,33.50,5
2024-10-09,Earbuds,0.182,0.0455,33.00,22
2024-07-11,Aviation Headsets,0.000,0.0000,30.45,2
2024-01-23,Headphones,0.368,0.0133,31.29,152
2024-12-28,Speakers,0.500,0.0000,32.08,6
2024-09-23,Portable PA,0.000,0.1250,35.01,8
2024-07-22,Earbuds,0.261,0.0417,33.06,24
2024-12-27,Earbuds,0.235,0.0000,32.85,19
2024-07-24,Speakers,0.333,0.0000,27.23,3
2025-12-10,Portable PA,0.250,0.0000,33.02,6
2024-08-08,Earbuds,0.400,0.0526,33.86,19
2024-11-25,Portable PA,0.200,0.0000,34.94,5
2025-01-03,Aviation Headsets,0.000,0.0000,33.57,3
2025-04-01,Headphones,0.442,0.0057,32.07,179
2024-02-04,Portable PA,0.500,0.0000,34.28,4
2025-07-01,Earbuds,0.294,0.0500,30.71,20
2024-07-10,Home Theater,0.100,0.0000,32.17,10
2025-03-07,Aviation Headsets,0.000,0.0000,34.15,4
2025-01-22,Headphones,0.474,0.0192,31.95,157
2024-06-17,Speakers,0.000,0.0000,38.90,3
2024-11-10,Earbuds,0.550,0.0000,30.04,22
2024-09-22,Speakers,1.333,0.0000,28.43,3
2024-09-09,Earbuds,0.286,0.0000,27.80,15
2024-03-19,Headphones,0.480,0.0178,31.78,170
2025-07-09,Home Theater,0.000,0.0000,29.87,9
2025-04-30,Aviation Headsets,0.000,0.0000,41.00,2
2024-09-14,Portable PA,0.250,0.0000,31.62,6
2025-08-27,Earbuds,0.421,0.0500,31.99,21
2024-06-28,Headphones,0.344,0.0000,33.47,144
2024-02-22,Home Theater,0.286,0.0000,33.06,7
2025-11-16,Headphones,0.382,0.0299,32.76,168
2024-02-23,Portable PA,0.000,0.0000,26.86,7
2024-10-16,Headphones,0.429,0.0068,32.51,150
2024-02-24,Speakers,0.000,0.0000,31.28,4
2024-09-05,Earbuds,0.650,0.0000,30.34,22
2024-01-25,Portable PA,0.083,0.0000,30.91,12
2024-10-04,Headphones,0.304,0.0189,31.47,165
2024-12-30,Earbuds,0.375,0.0000,33.28,19
2024-04-14,Aviation Headsets,0.200,0.0000,28.62,5
2024-11-21,Headphones,0.465,0.0117,32.06,174
2025-06-19,Portable PA,0.000,0.0000,35.67,3
2025-12-14,Portable PA,0.333,0.0000,39.20,3
2025-06-19,Home Theater,0.100,0.0000,34.68,11
2024-12-10,Speakers,0.200,0.0000,31.18,6
2024-10-12,Home Theater,0.100,0.0000,32.02,10
2024-01-03,Aviation Headsets,0.000,0.0000,35.30,1
2024-06-19,Aviation Headsets,,0.0000,39.40,1
2025-08-08,Speakers,0.143,0.0000,32.40,7
2024-09-13,Home Theater,0.143,0.0000,30.76,7
2024-03-06,Aviation Headsets,0.000,0.0000,30.50,1
2025-02-13,Speakers,0.800,0.0000,33.42,5
2025-05-18,Earbuds,0.208,0.0000,29.64,27
2024-09-04,Speakers,0.333,0.1429,29.29,7
2025-11-09,Portable PA,0.000,0.0000,33.10,2
2025-06-27,Home Theater,0.000,0.0000,31.32,11
2025-06-20,Portable PA,0.200,0.0000,34.50,6
2024-12-07,Earbuds,0.350,0.0000,30.16,20
2025-11-25,Headphones,0.360,0.0064,31.76,160
2025-07-04,Earbuds,0.536,0.0370,33.58,29
2024-07-26,Earbuds,0.176,0.0526,32.54,19
2024-12-14,Headphones,0.445,0.0000,30.99,159
2024-03-23,Portable PA,0.222,0.0000,30.73,10
2024-12-15,Earbuds,0.467,0.0000,30.42,18
2024-09-14,Headphones,0.427,0.0138,31.31,146
2025-08-02,Home Theater,0.143,0.1667,32.70,7
2024-01-02,Portable PA,0.400,0.0000,26.38,5
2024-03-23,Aviation Headsets,0.000,0.0000,32.10,4
2025-02-08,Portable PA,0.250,0.0000,38.46,5
2025-01-17,Earbuds,0.650,0.0000,32.75,21
2025-11-02,Portable PA,0.143,0.0000,31.20,7
2024-03-12,Home Theater,0.000,0.1667,30.68,6
2025-01-14,Home Theater,0.063,0.0000,33.40,17
2024-01-23,Aviation Headsets,0.000,0.0000,27.13,3
2024-03-02,Home Theater,0.154,0.0000,31.49,14
2025-09-02,Speakers,0.250,0.0000,32.28,5
2025-03-25,Headphones,0.436,0.0128,31.93,158
2024-05-08,Headphones,0.400,0.0141,31.75,145
2025-05-12,Speakers,0.375,0.0000,32.52,10
2025-06-02,Headphones,0.469,0.0000,31.71,159
2025-06-15,Headphones,0.355,0.0060,32.69,170
2025-12-08,Speakers,0.625,0.1250,27.33,8
2025-03-16,Portable PA,0.000,0.0000,28.57,6
2024-01-27,Aviation Headsets,0.667,0.0000,30.83,3
2025-10-04,Portable PA,0.429,0.0000,29.19,8
2024-10-16,Aviation Headsets,0.000,0.0000,39.38,4
2024-12-06,Speakers,0.400,0.0000,34.92,5
2024-08-15,Speakers,0.667,0.0000,30.10,7
2024-08-22,Earbuds,0.286,0.0000,32.04,23
2024-02-29,Portable PA,0.000,0.0000,29.42,5
2025-04-14,Aviation Headsets,0.500,0.0000,47.45,2
2024-04-16,Earbuds,0.273,0.0000,33.16,12
2024-08-16,Home Theater,0.200,0.0000,28.07,7
2025-06-24,Earbuds,0.533,0.0000,31.11,18
2025-11-23,Headphones,0.408,0.0060,31.86,170
2025-07-10,Headphones,0.511,0.0270,32.18,149
2024-07-24,Earbuds,0.143,0.0000,32.34,14
2025-05-07,Headphones,0.511,0.0066,32.16,153
2024-12-11,Aviation Headsets,0.000,0.0000,30.28,4
2024-01-06,Speakers,0.000,0.0000,33.40,3
2024-03-11,Aviation Headsets,1.000,0.0000,32.70,1
2025-01-16,Earbuds,0.389,0.0000,33.29,20
2024-10-14,Portable PA,0.250,0.0000,36.73,9
2024-12-19,Aviation Headsets,0.000,0.0000,34.40,1
2025-04-15,Headphones,0.465,0.0056,31.33,181
2024-02-25,Portable PA,0.000,0.0000,31.25,2
2025-09-09,Speakers,0.000,0.0000,29.60,2
2025-01-29,Speakers,0.400,0.0000,30.70,5
2025-05-29,Home Theater,0.000,0.0000,34.18,9
2025-07-30,Aviation Headsets,0.000,0.0000,34.60,1
2024-09-26,Portable PA,0.500,0.0000,30.15,2
2025-02-22,Portable PA,0.000,0.0000,29.03,4
2024-03-25,Aviation Headsets,0.000,0.0000,36.20,3
2024-01-13,Portable PA,0.333,0.0000,21.63,3
2025-12-15,Home Theater,0.364,0.0000,31.26,12
2025-10-25,Headphones,0.391,0.0064,31.61,159
2025-07-21,Speakers,0.000,0.0000,30.32,6
2024-06-09,Headphones,0.379,0.0276,32.07,148
2024-02-16,Home Theater,0.200,0.0000,27.60,10
2025-12-12,Speakers,0.143,0.0000,31.54,9
2025-04-03,Earbuds,0.762,0.0000,30.73,22
2024-04-27,Speakers,0.750,0.0000,31.72,5
2024-06-01,Aviation Headsets,0.333,0.0000,39.10,3
2025-08-15,Earbuds,0.125,0.0000,31.53,19
2025-09-01,Aviation Headsets,0.000,0.0000,28.07,3
2025-02-18,Speakers,0.000,0.0000,34.30,2
2024-09-28,Aviation Headsets,0.000,0.3333,30.55,4
2025-03-29,Earbuds,0.273,0.0833,34.08,12
2025-11-16,Home Theater,0.111,0.1111,33.53,9
2024-10-23,Portable PA,0.167,0.0000,33.83,7
2024-04-25,Aviation Headsets,0.500,0.0000,31.30,4
2025-07-10,Portable PA,0.000,0.0000,30.36,10
2025-05-01,Home Theater,0.375,0.0000,29.34,8
2025-07-20,Earbuds,0.333,0.0000,31.18,29
2024-11-16,Speakers,0.000,0.0000,29.73,3
2024-11-30,Speakers,0.500,0.0000,32.83,3
2025-02-21,Speakers,0.125,0.0000,33.60,8
2024-12-09,Speakers,0.333,0.0000,30.87,3
2024-07-05,Portable PA,0.143,0.0000,33.59,7
2024-09-24,Aviation Headsets,0.000,0.0000,28.90,2
2024-05-26,Aviation Headsets,0.000,0.0000,31.65,4
2025-08-07,Home Theater,0.200,0.0000,30.22,6
