"mfg_id","date","factory_id","product_id","units_produced","scrap_units","downtime_hours","shift"
MFG-621624155,"2024-06-25",WH-014,PRD-96511,545.0,31,"6.66",A
MFG-257628641,"2025-05-27",WH-013,PRD-74799,692.0,22,"0.11 hrs",C
MFG-886634319,"2024-06-29",WH-002,PRD-97153,726.0,22,"0.38 hrs",A
MFG-144639155,"2025-05-02",WH-006,PRD-82845,685.0,2,"0.75 hrs",C
MFG-958976074,"2025-04-07",WH-005,PRD-35112,1072.0,22,"0.14",A
MFG-364299516,"2025-06-06",WH-006,PRD-40007,618.0,27,"0.65",A
MFG-646320422,"2024-08-29",WH-002,PRD-84085,1227.0,11,"0.1 hrs",A
MFG-703428961,"2024-05-11",WH-002,PRD-15229,1215.0,7,"0.37",C
MFG-274344017,"2025-06-22",WH-006,PRD-64040,771.0,28,"0.04",B
MFG-905793916,"2024-11-04",WH-013,PRD-62923,1056.0,28,"4.37",A
MFG-542887252,"2025-07-13",WH-002,PRD-61876,860.0,37,"0.84",B
MFG-961940989,"2025-09-16",WH-002,PRD-71348,673.0,27,"1.47",B
MFG-979570185,"2024-07-17",WH-002,PRD-79822,1173.0,54,"0.74",B
MFG-266685383,"2024-07-09",WH-005,PRD-21114,804.0,43,"1.25",C
MFG-647481805,"2024-09-11",WH-005,PRD-97153,681.0,21,"1.32",A
MFG-867139253,"2025-10-07",WH-002,PRD-25906,801.0,47,"2.47",A
MFG-952201025,"2025-11-08",WH-014,PRD-49117,759.0,39,"0.84",
MFG-911650596,"2025-03-05",WH-013,PRD-15229,1227.0,16,"0.55",C
MFG-537130394,"2024-04-06",WH-006,PRD-25129,892.0,30,"0.63 hrs",B
MFG-457434795,"2024-07-19",WH-006,PRD-74799,1297.0,11,"0.85",B
MFG-698925179,"2024-05-21",WH-013,PRD-23104,603.0,3,"0.8",A
MFG-974678379,"2024-10-02",WH-006,PRD-49117,1622.0,6,"0.19",B
MFG-123643956,"2024-08-10",WH-006,PRD-81066,785.0,4,"3.36",B
MFG-895292565,"2024-04-26",WH-006,PRD-65518,901.0,30,"1.96",A
MFG-160971221,"2024-11-12",WH-005,PRD-63354,1054.0,28,"0.51",C
MFG-407260683,"2025-10-14",WH-002,PRD-62923,509.0,12,"1.35",B
MFG-139256345,"2024-09-25",WH-014,PRD-15229,811.0,28,"1.83",B
MFG-229669227,"2024-05-19",WH-014,PRD-67912,738.0,32,"0.33",A
MFG-793861667,"2024-04-05",WH-014,PRD-44237,987.0,50,"0.75",B
MFG-826700864,"2024-08-20",WH-006,PRD-71348,908.0,14,"1.77",C
MFG-830082460,"2025-02-02",WH-006,PRD-89457,1371.0,42,"0.8",B
MFG-554401673,"2024-06-21",WH-013,PRD-12757,1259.0,33,"0.89",A
MFG-824499879,"2025-03-10",WH-013,PRD-99353,1027.0,20,"0.76",A
MFG-607575556,"2025-09-23",WH-014,PRD-10074,531.0,5,"2.08",A
MFG-104397522,"2024-06-11",WH-005,PRD-41385,969.0,57,"1.53",B
MFG-633249368,"2024-02-01",WH-002,PRD-61876,1052.0,57,"0.14",A
MFG-820743318,"2025-03-13",WH-014,PRD-25906,,46,"1.06",A
MFG-674113839,"2025-11-08",WH-005,PRD-64040,797.0,20,"0.29",B
MFG-157971721,"2024-11-15",WH-005,PRD-59672,879.0,33,"0.43",B
MFG-952983152,"2024-11-04",WH-002,PRD-44237,,8,"0.89",C
MFG-873570327,"2024-11-10",WH-014,PRD-44237,,17,"0.66",C
MFG-205662711,"2024-07-30",WH-002,PRD-81511,975.0,40,"1.58",A
MFG-878731256,"2024-06-23",WH-005,PRD-17100,921.0,39,"0.1",A
MFG-184803080,"2025-12-16",WH-006,PRD-38080,,10,"1.62",C
MFG-183429018,"2025-04-19",WH-013,PRD-30635,788.0,14,"1.32",A
MFG-652182326,"2024-12-22",WH-005,PRD-68008,636.0,4,"3.8",B
MFG-725591703,"2024-04-15",WH-005,PRD-40982,832.0,13,"0.18",B
MFG-348816421,"2024-07-21",WH-005,PRD-67912,1494.0,80,"0.68",C
MFG-694101486,"2024-01-22",WH-005,PRD-40784,877.0,6,"0.48",C
MFG-903473318,"2024-01-19",WH-005,PRD-40784,993.0,37,"0.63",B
MFG-610452577,"2025-05-03",WH-014,PRD-41385,1402.0,50,"0.8",A
MFG-367087419,"2025-08-27",WH-002,PRD-44237,849.0,30,"1.96",A
MFG-153402546,"2025-09-30",WH-002,PRD-63354,652.0,8,"1.55",B
MFG-935830852,"2024-02-21",WH-005,PRD-64040,932.0,23,"0.87",C
MFG-188848069,"2025-07-10",WH-013,PRD-39154,1138.0,36,"1.72",B
MFG-131596820,"2024-04-12",WH-005,PRD-59672,607.0,34,"0.96",C
MFG-628270961,"2025-03-14",WH-005,PRD-90120,692.0,38,"3.44",C
MFG-584092183,"2025-06-15",WH-014,PRD-42018,455.0,16,"1.6",A
MFG-856779121,"2025-02-11",WH-006,PRD-59672,939.0,23,"1.76",B
MFG-834310191,"2024-03-28",WH-002,PRD-81511,1261.0,50,"0.63",A
MFG-834377748,"2025-06-06",WH-014,PRD-19171,,20,"1.07",C
MFG-665094841,"2024-02-20",WH-006,PRD-98555,1596.0,56,"1.69",B
MFG-199263459,"2024-07-03",WH-013,PRD-81066,1134.0,30,"0.46",C
MFG-331089168,"2025-10-18",WH-013,PRD-81511,1053.0,10,"0.3",A
MFG-586525047,"2024-11-20",WH-006,PRD-79822,706.0,5,"0.41 hrs",B
MFG-910744489,"2025-01-09",WH-014,PRD-79329,823.0,28,"2.1",C
MFG-427335708,"2024-01-13",WH-013,PRD-42018,877.0,4,"0.4",A
MFG-104101567,"2024-06-13",WH-002,PRD-15229,762.0,17,"0.97",C
MFG-844404341,"2025-06-01",WH-006,PRD-10425,1189.0,8,"1.37",A
MFG-605474120,"2024-05-02",WH-002,PRD-12757,406.0,16,"0.1 hrs",A
MFG-759656320,"2025-01-07",WH-013,PRD-12757,891.0,16,"2.42",C
MFG-218628317,"2024-06-11",WH-005,PRD-65724,1219.0,39,"0.71",C
MFG-965468492,"2024-07-01",WH-013,PRD-38080,592.0,2,"1.32",C
MFG-897890767,"2025-04-11",WH-013,PRD-66155,803.0,19,"0.22",A
MFG-141079563,"2025-01-17",WH-006,PRD-38080,1324.0,64,"0.88",
MFG-133086781,"2025-09-19",WH-006,PRD-61876,866.0,46,"0.05",B
MFG-597648439,"2025-02-20",WH-002,PRD-62923,1164.0,49,"0.69",
MFG-839896404,"2024-02-18",WH-005,PRD-82845,1024.0,34,"0.48",B
MFG-932801293,"2025-03-30",WH-014,PRD-23104,662.0,30,"0.47",A
MFG-690349510,"2024-04-11",WH-013,PRD-65461,1147.0,17,"0.25",A
MFG-708892071,"2024-10-04",WH-005,PRD-10221,948.0,3,"1.03",B
MFG-991955098,"2024-11-04",WH-002,PRD-68008,963.0,14,"0.07",B
MFG-707673161,"2025-02-18",WH-006,PRD-89457,1064.0,19,"1.79 hrs",B
MFG-827134005,"2025-09-30",WH-005,PRD-82845,642.0,3,"0.29",B
MFG-153485952,"2025-01-29",WH-006,PRD-90120,851.0,14,"3.03",A
MFG-659259288,"2025-02-09",WH-005,PRD-44237,744.0,35,"0.59",A
MFG-721944638,"2025-01-29",WH-014,PRD-93130,1034.0,45,"0.05",C
MFG-354675778,"2025-06-17",WH-002,PRD-84085,692.0,33,"0.86",C
MFG-363351627,"2024-08-25",WH-006,PRD-68082,383.0,22,"3.07",A
MFG-805356692,"2024-11-25",WH-005,PRD-23104,779.0,34,"0.74",A
MFG-923558568,"2025-02-20",WH-013,PRD-40982,643.0,11,"0.24",C
MFG-954085519,"2025-09-30",WH-005,PRD-84085,893.0,15,"1.15 hrs",A
MFG-794362748,"2025-03-11",WH-014,PRD-65461,964.0,53,"1.21",A
MFG-204459547,"2024-07-26",WH-006,PRD-61876,1149.0,33,"1.12",A
MFG-849002425,"2024-09-08",WH-014,PRD-97153,829.0,36,"1.33",A
MFG-197930513,"2024-09-04",WH-013,PRD-40007,955.0,12,"0.43",B
MFG-608126853,"2024-11-10",WH-013,PRD-74799,1276.0,75,"0.11 hrs",C
MFG-764023379,"2025-07-15",WH-002,PRD-38080,818.0,41,"1.17",B
MFG-801331009,"2025-08-25",WH-013,PRD-68008,1421.0,36,"0.33",C
MFG-813795830,"2024-11-17",WH-002,PRD-99353,643.0,36,"0.08",B
MFG-109367652,"2025-10-31",WH-002,PRD-84085,709.0,21,"0.47",B
MFG-132027116,"2025-03-27",WH-014,PRD-12757,1300.0,12,"0.83",A
MFG-392992603,"2024-01-30",WH-006,PRD-82845,,20,"1.03",A
MFG-423470040,"2025-06-24",WH-005,PRD-90120,1387.0,30,"0.23",B
MFG-306913523,"2025-07-02",WH-005,PRD-65724,1079.0,36,"1.04",B
MFG-460111008,"2024-04-08",WH-014,PRD-61876,831.0,5,"0.45",A
MFG-360767714,"2025-01-06",WH-006,PRD-65461,884.0,34,"1.43",B
MFG-497523237,"2024-06-18",WH-014,PRD-40007,994.0,41,"0.77",C
MFG-379499085,"2024-03-21",WH-002,PRD-35112,1078.0,38,"0.23",C
MFG-808589799,"2025-09-16",WH-002,PRD-68008,821.0,38,"1.03",B
MFG-704534454,"2024-04-18",WH-006,PRD-89457,1289.0,32,"0.29",B
MFG-611103200,"2024-01-20",WH-002,PRD-24371,824.0,11,"0.25 hrs",B
MFG-964572814,"2024-05-13",WH-014,PRD-39154,1372.0,45,"2.33 hrs",C
MFG-943394973,"2025-01-03",WH-002,PRD-15229,635.0,12,"0.72",B
MFG-157290102,"2025-03-05",WH-006,PRD-99353,842.0,25,"1.08 hrs",B
MFG-823351584,"2024-01-18",WH-002,PRD-59672,594.0,20,"5.46",A
MFG-186521001,"2024-08-30",WH-006,PRD-44237,340.0,8,"0.26",B
MFG-267655837,"2024-05-29",WH-006,PRD-65461,1318.0,64,"0.42",
MFG-825740727,"2024-11-13",WH-006,PRD-41385,832.0,25,"1.17",A
MFG-948844173,"2024-03-14",WH-005,PRD-97153,1395.0,60,"0.08",C
MFG-224358515,"2025-08-09",WH-006,PRD-10074,1284.0,37,"2.33",B
MFG-774593330,"2024-03-04",WH-013,PRD-76469,1008.0,33,"1.54",B
MFG-780013584,"2025-10-24",WH-002,PRD-17100,,26,"0.8",B
MFG-184047411,"2024-08-23",WH-013,PRD-64040,971.0,46,"0.44",B
MFG-460061930,"2024-01-13",WH-013,PRD-35112,858.0,32,"0.31",B
MFG-573725913,"2024-01-05",WH-002,PRD-10221,705.0,31,"0.05",A
MFG-498209249,"2025-10-25",WH-013,PRD-63354,922.0,50,"0.1",C
MFG-380188516,"2024-03-22",WH-014,PRD-82845,670.0,6,"0.37",B
MFG-651032572,"2024-02-18",WH-006,PRD-62923,704.0,31,"0.97",A
MFG-499124744,"2025-06-25",WH-005,PRD-41385,848.0,6,"0.1",
MFG-856568415,"2025-06-10",WH-005,PRD-84085,1259.0,35,"0.07",A
MFG-663648820,"2024-05-29",WH-006,PRD-39154,923.0,3,"0.23",B
MFG-402564324,"2024-03-04",WH-013,PRD-10074,659.0,36,"1.39",B
MFG-122772037,"2024-03-19",WH-014,PRD-44237,1036.0,10,"0.27",A
MFG-915176709,"2024-11-02",WH-005,PRD-47606,950.0,24,"0.52 hrs",B
MFG-133835525,"2025-09-18",WH-013,PRD-10221,971.0,40,"2.28",B
MFG-993186295,"2025-03-10",WH-005,PRD-98555,1101.0,31,"2.18",B
MFG-781329199,"2025-12-01",WH-006,PRD-65518,1168.0,49,"2.79",B
MFG-109116639,"2025-04-11",WH-014,PRD-99353,666.0,21,"0.53",A
MFG-316872535,"2024-01-09",WH-013,PRD-59672,581.0,5,"0.62",A
MFG-542708320,"2025-04-24",WH-006,PRD-64040,,51,"1.9",B
MFG-497975329,"2024-07-05",WH-014,PRD-67912,574.0,5,"0.03",B
MFG-293435613,"2024-07-06",WH-006,PRD-59672,644.0,36,"0.46",C
MFG-592544870,"2024-05-11",WH-006,PRD-62923,954.0,39,"0.27",
MFG-104149673,"2024-07-02",WH-013,PRD-49117,961.0,32,"1.55",A
MFG-644950803,"2024-11-03",WH-013,PRD-24371,1180.0,59,"2.24",B
MFG-741170591,"2024-04-17",WH-002,PRD-82845,662.0,34,"0.01",C
MFG-815023856,"2025-04-27",WH-013,PRD-42527,428.0,17,"0.54",B
MFG-552641573,"2024-10-18",WH-005,PRD-94080,882.0,29,"2.0 hrs",C
MFG-404307566,"2024-04-13",WH-014,PRD-65461,787.0,6,"0.2",A
MFG-383250354,"2024-05-08",WH-013,PRD-79329,1352.0,37,"0.37",A
MFG-150007329,"2024-11-15",WH-005,PRD-40784,475.0,25,"1.06",B
MFG-880409997,"2024-01-15",WH-006,PRD-89457,885.0,44,"0.17",B
MFG-320199973,"2025-01-13",WH-014,PRD-10074,1134.0,57,"1.27",A
MFG-607745938,"2024-06-27",WH-013,PRD-94080,1003.0,22,"0.05",B
MFG-233490367,"2024-02-25",WH-013,PRD-12757,1026.0,29,"0.7",C
MFG-251428611,"2024-10-22",WH-005,PRD-17100,820.0,15,"1.58",A
MFG-159438665,"2024-07-06",WH-002,PRD-79822,597.0,23,"1.31",C
MFG-602731944,"2024-09-18",WH-014,PRD-66155,824.0,32,"2.49",C
MFG-187545183,"2025-05-05",WH-005,PRD-38080,874.0,20,"2.0",A
MFG-778017671,"2025-04-24",WH-005,PRD-71348,0.0,0,"0.14",A
MFG-596285945,"2025-05-25",WH-002,PRD-24371,775.0,10,"1.98",A
MFG-435338958,"2025-02-02",WH-002,PRD-42527,809.0,27,"1.34 hrs",B
MFG-688238447,"2024-10-15",WH-005,PRD-38080,689.0,12,"0.15",A
MFG-834837794,"2024-07-17",WH-013,PRD-65518,854.0,30,"0.25",B
MFG-514895533,"2024-03-29",WH-014,PRD-10221,881.0,4,"0.77",B
MFG-857277856,"2025-03-17",WH-006,PRD-59672,904.0,33,"1.57",B
MFG-985280733,"2025-07-31",WH-002,PRD-79329,555.0,13,"0.68",C
MFG-585934246,"2024-04-20",WH-006,PRD-10425,1201.0,10,"0.05 hrs",A
MFG-405559721,"2025-12-28",WH-005,PRD-76469,956.0,8,"0.75",A
MFG-480506443,"2024-12-12",WH-006,PRD-65518,737.0,37,"0.05 hrs",C
MFG-936999875,"2025-12-12",WH-005,PRD-94080,756.0,17,"0.49",B
MFG-333435591,"2025-05-06",WH-002,PRD-82845,648.0,35,"0.29",A
MFG-215698648,"2024-12-07",WH-006,PRD-40982,934.0,18,"0.28",C
MFG-631419869,"2024-07-29",WH-014,PRD-91351,676.0,14,"0.12",B
MFG-365293765,"2025-07-30",WH-002,PRD-39154,831.0,34,"2.55",B
MFG-492263988,"2025-07-05",WH-014,PRD-10221,865.0,41,"0.18",B
MFG-987258024,"2025-08-29",WH-014,PRD-19171,995.0,52,"0.09",B
MFG-219128066,"2024-11-05",WH-005,PRD-30635,949.0,30,"2.07",C
MFG-182822168,"2024-09-15",WH-013,PRD-17100,995.0,12,"0.19",C
MFG-844187892,"2024-04-08",WH-002,PRD-25906,1033.0,35,"0.31 hrs",A
MFG-485633410,"2025-02-10",WH-005,PRD-67912,550.0,4,"0.3",A
MFG-674425111,"2025-09-26",WH-013,PRD-41385,574.0,10,"1.52",C
MFG-596837835,"2025-06-09",WH-014,PRD-91351,1163.0,3,"0.35",A
MFG-323389156,"2025-09-21",WH-013,PRD-93130,848.0,33,"0.06",B
MFG-934550125,"2025-05-24",WH-013,PRD-49117,1218.0,42,"0.46",C
MFG-577318764,"2024-11-20",WH-005,PRD-42527,662.0,18,"0.48",B
MFG-225489098,"2025-06-06",WH-005,PRD-61876,813.0,30,"0.57 hrs",A
MFG-151991766,"2024-04-18",WH-013,PRD-10425,1172.0,48,"4.51",C
MFG-299137637,"2024-02-21",WH-014,PRD-40007,527.0,21,"0.69",B
MFG-297814968,"2024-05-02",WH-014,PRD-47606,1282.0,45,"0.67",C
MFG-315600945,"2025-05-27",WH-014,PRD-79822,1189.0,55,"1.25",C
MFG-883417986,"2024-03-04",WH-005,PRD-76469,765.0,6,"0.44",B
MFG-643933911,"2024-07-24",WH-005,PRD-64040,1106.0,59,"0.23",A
MFG-964504885,"2024-08-22",WH-013,PRD-64040,617.0,11,"2.56",C
MFG-827495250,"2025-05-24",WH-005,PRD-44237,876.0,17,"0.21",A
MFG-830232360,"2025-06-05",WH-005,PRD-62923,905.0,47,"0.07",C
MFG-489632855,"2025-12-23",WH-013,PRD-44237,681.0,22,"0.05",A
MFG-757290772,"2024-11-21",WH-005,PRD-68082,463.0,22,"0.99",C
MFG-490544835,"2025-05-13",WH-005,PRD-19171,1129.0,37,"0.23",A
MFG-815445245,"2025-03-09",WH-002,PRD-47606,817.0,17,"1.18",A
MFG-400942388,"2025-01-14",WH-013,PRD-65724,669.0,14,"0.33",C
MFG-596406896,"2025-09-21",WH-013,PRD-96511,870.0,9,"0.13",
MFG-117275400,"2025-10-04",WH-005,PRD-97153,705.0,26,"0.79",C
MFG-609172430,"2025-05-03",WH-013,PRD-65518,938.0,35,"2.52",B
MFG-379368826,"2024-11-09",WH-005,PRD-97153,1380.0,42,"0.78",A
MFG-242749591,"2024-12-04",WH-002,PRD-19171,830.0,32,"1.97",C
MFG-277124961,"2025-03-14",WH-002,PRD-21114,1184.0,22,"0.53",B
MFG-394992788,"2025-09-22",WH-002,PRD-90120,643.0,34,"1.66 hrs",A
MFG-497551053,"2025-08-17",WH-014,PRD-10425,1020.0,47,"0.36",C
MFG-914154677,"2025-10-05",WH-002,PRD-39154,698.0,36,"0.05 hrs",C
MFG-508591241,"2025-02-21",WH-002,PRD-97153,907.0,7,"0.86 hrs",A
MFG-260224162,"2025-09-05",WH-005,PRD-79822,984.0,13,"1.04",A
MFG-684049042,"2024-02-29",WH-006,PRD-24371,998.0,35,"1.69",B
MFG-702167488,"2024-04-24",WH-013,PRD-21114,657.0,13,"0.27",B
MFG-736270002,"2024-03-06",WH-013,PRD-96511,1074.0,21,"0.43",C
MFG-183047652,"2024-12-29",WH-014,PRD-39154,1055.0,22,"2.03",C
MFG-748563960,"2025-01-26",WH-005,PRD-65518,1157.0,44,"0.5",A
MFG-429050610,"2024-01-04",WH-002,PRD-40784,522.0,18,"0.13 hrs",A
MFG-262286960,"2024-07-08",WH-005,PRD-35112,374.0,20,"0.12",C
MFG-763880782,"2024-08-04",WH-014,PRD-84085,833.0,8,"0.38",A
MFG-981621167,"2025-02-22",WH-005,PRD-90120,1281.0,17,"1.63",C
MFG-410502620,"2024-12-08",WH-013,PRD-17100,154.0,8,"0.37",C
MFG-870515752,"2024-04-25",WH-005,PRD-44237,1202.0,24,"0.24",B
MFG-351188110,"2025-07-20",WH-006,PRD-91351,784.0,22,"0.43",A
MFG-687773732,"2024-12-28",WH-002,PRD-40982,1368.0,20,"0.67",A
MFG-874351008,"2024-01-09",WH-006,PRD-96511,866.0,22,"0.49",C
MFG-800396169,"2025-03-11",WH-014,PRD-47606,845.0,35,"0.81",B
MFG-582913976,"2025-07-14",WH-005,PRD-66155,674.0,4,"1.16",B
MFG-730520338,"2025-08-26",WH-006,PRD-71348,927.0,44,"0.13",C
MFG-830915230,"2025-06-17",WH-005,PRD-64040,1236.0,15,"0.05",C
MFG-137442497,"2024-03-21",WH-013,PRD-62923,898.0,30,"1.4",
MFG-783281178,"2025-01-28",WH-014,PRD-40784,1211.0,23,"0.57",B
MFG-465588043,"2025-10-04",WH-002,PRD-59672,1257.0,63,"0.63",A
MFG-366158285,"2025-04-10",WH-002,PRD-89457,942.0,42,"0.7",A
MFG-247030158,"2024-05-11",WH-005,PRD-23104,797.0,11,"0.34",A
MFG-267268758,"2025-12-19",WH-013,PRD-59672,1056.0,58,"1.77",A
MFG-647805125,"2025-09-10",WH-014,PRD-42018,682.0,3,"2.17",C
MFG-278272541,"2025-02-20",WH-006,PRD-74799,1269.0,42,"0.38",A
MFG-705601559,"2024-08-28",WH-013,PRD-81511,1016.0,26,"0.12 hrs",B
MFG-692463002,"2024-09-11",WH-002,PRD-38080,505.0,11,"0.17",A
MFG-909689751,"2025-12-09",WH-005,PRD-93130,805.0,16,"0.83",B
MFG-851651601,"2024-07-28",WH-014,PRD-44237,735.0,21,"0.31",B
MFG-269420554,"2024-01-08",WH-005,PRD-81511,369.0,14,"0.29",C
MFG-844304685,"2025-08-14",WH-006,PRD-25129,496.0,2,"0.86",A
MFG-900255578,"2024-09-13",WH-006,PRD-25129,1522.0,55,"0.02 hrs",A
MFG-990599710,"2024-03-22",WH-013,PRD-99353,1372.0,80,"0.22",B
MFG-782623747,"2025-09-30",WH-006,PRD-93130,596.0,30,"1.17",A
MFG-227801737,"2024-12-07",WH-005,PRD-47606,851.0,41,"0.04",A
MFG-896267008,"2025-06-26",WH-006,PRD-64040,932.0,55,"0.73",A
MFG-874758351,"2024-01-04",WH-013,PRD-90120,604.0,10,"0.06",A
MFG-808652561,"2025-05-17",WH-005,PRD-40982,668.0,27,"0.55",B
MFG-166234906,"2025-06-21",WH-014,PRD-79329,645.0,28,"0.54",C
MFG-790818308,"2024-04-07",WH-013,PRD-97153,509.0,16,"2.06",A
MFG-368800122,"2025-03-08",WH-006,PRD-65518,601.0,23,"1.05",A
MFG-634856509,"2024-12-13",WH-014,PRD-82845,1059.0,38,"0.31",A
MFG-925268440,"2025-12-08",WH-002,PRD-79329,943.0,42,"0.14",B
MFG-911672730,"2024-01-26",WH-013,PRD-81511,670.0,26,"1.01",B
MFG-768451893,"2024-03-25",WH-006,PRD-89457,1157.0,52,"0.41",A
MFG-653686185,"2025-09-13",WH-002,PRD-40007,1061.0,27,"0.69",B
MFG-862881106,"2025-02-16",WH-006,PRD-47606,1064.0,49,"0.42 hrs",A
MFG-975357304,"2025-03-13",WH-013,PRD-66155,969.0,22,"0.11",B
MFG-424311694,"2025-10-03",WH-014,PRD-49117,1098.0,43,"1.22 hrs",A
MFG-832092924,"2025-12-23",WH-014,PRD-10221,1026.0,3,"0.6",A
MFG-563441304,"2025-08-27",WH-014,PRD-25906,680.0,21,"1.56",C
MFG-203162842,"2024-02-24",WH-013,PRD-42527,938.0,43,"3.14",A
MFG-771926316,"2024-06-16",WH-005,PRD-98555,1022.0,8,"0.68",A
MFG-796690653,"2024-09-17",WH-005,PRD-44237,631.0,27,"0.74",C
MFG-172691976,"2024-05-09",WH-014,PRD-42527,743.0,15,"1.82",A
MFG-668036887,"2025-10-28",WH-006,PRD-40784,837.0,38,"0.02",B
MFG-198446733,"2024-06-08",WH-006,PRD-24371,632.0,31,"1.1",
MFG-507621316,"2024-12-03",WH-005,PRD-40784,705.0,35,"1.26",A
MFG-390683778,"2024-03-25",WH-006,PRD-95180,912.0,54,"6.85",B
MFG-209132544,"2024-07-04",WH-014,PRD-79822,943.0,14,"0.41",A
MFG-996037086,"2024-12-31",WH-006,PRD-23104,786.0,15,"0.12",A
MFG-608720721,"2025-03-20",WH-005,PRD-63354,1193.0,36,"0.11",A
MFG-440135500,"2024-11-12",WH-013,PRD-90120,977.0,58,"0.87",C
MFG-397053137,"2024-08-16",WH-014,PRD-62923,928.0,25,"2.7",
MFG-890972407,"2025-02-19",WH-013,PRD-65518,553.0,16,"0.15",A
MFG-391355399,"2025-04-08",WH-013,PRD-65518,577.0,23,"3.7",A
MFG-181388014,"2025-03-04",WH-006,PRD-15229,854.0,50,"0.7",B
MFG-313774844,"2024-12-28",WH-005,PRD-44237,662.0,24,"0.26",B
MFG-730915893,"2024-10-20",WH-014,PRD-40784,787.0,7,"1.02 hrs",B
MFG-742373231,"2025-03-22",WH-005,PRD-81511,1139.0,31,"0.51",B
MFG-433666917,"2025-04-24",WH-002,PRD-65518,1016.0,18,"2.51",C
MFG-392838008,"2025-10-13",WH-014,PRD-95180,1328.0,9,"2.84",B
MFG-247770909,"2025-08-22",WH-014,PRD-44237,1011.0,47,"2.3",A
MFG-256993541,"2024-12-19",WH-014,PRD-10425,765.0,43,"3.95",C
MFG-903744611,"2024-09-08",WH-013,PRD-95180,923.0,46,"0.81",A
MFG-230825089,"2025-02-16",WH-002,PRD-63354,846.0,27,"0.26",B
MFG-923839843,"2025-11-15",WH-006,PRD-42527,1131.0,63,"0.2",B
MFG-439158372,"2024-01-04",WH-005,PRD-38080,1321.0,56,"3.94",C
MFG-976680668,"2025-03-22",WH-005,PRD-44237,832.0,9,"0.85",
MFG-370892446,"2024-03-21",WH-013,PRD-89457,749.0,33,"1.32",B
MFG-382128939,"2024-07-30",WH-005,PRD-94080,875.0,36,"0.35",C
MFG-442987225,"2025-07-24",WH-006,PRD-94080,808.0,20,"1.05",B
MFG-153073430,"2024-09-15",WH-005,PRD-59672,844.0,26,"0.03",A
MFG-430140005,"2024-11-19",WH-006,PRD-40784,1335.0,57,"1.32",B
MFG-200904496,"2025-07-24",WH-006,PRD-64040,969.0,34,"0.37",C
MFG-482347650,"2024-12-27",WH-006,PRD-49117,1134.0,42,"1.18",B
MFG-879168555,"2024-04-25",WH-014,PRD-95180,1037.0,60,"1.32",B
MFG-533063948,"2024-03-28",WH-013,PRD-91351,1259.0,42,"0.27",C
MFG-495395135,"2025-01-29",WH-013,PRD-96511,917.0,48,"1.04",A
MFG-386136951,"2024-08-28",WH-002,PRD-81066,974.0,51,"0.54",C
MFG-493540045,"2025-12-10",WH-006,PRD-61876,1189.0,51,"0.25",A
MFG-621884243,"2024-08-20",WH-002,PRD-79822,884.0,22,"1.06",C
MFG-607190510,"2025-10-31",WH-014,PRD-98555,1224.0,24,"0.81",
MFG-753777264,"2025-01-11",WH-006,PRD-10221,966.0,49,"6.13",B
MFG-515175236,"2025-10-12",WH-014,PRD-98555,475.0,15,"2.03",A
MFG-785763614,"2024-06-12",WH-006,PRD-95180,840.0,18,"2.75",A
MFG-368488605,"2025-03-08",WH-014,PRD-61876,783.0,44,"0.9",B
MFG-690590298,"2024-05-16",WH-006,PRD-35112,794.0,43,"1.36",A
MFG-149646082,"2024-07-26",WH-005,PRD-74799,402.0,11,"0.19",
MFG-835627148,"2025-05-17",WH-006,PRD-99353,972.0,17,"0.98",B
MFG-528143944,"2025-02-21",WH-014,PRD-62923,1350.0,42,"0.94",A
MFG-616326008,"2024-03-21",WH-013,PRD-81066,672.0,3,"0.76 hrs",C
MFG-305314602,"2024-12-05",WH-006,PRD-10074,935.0,52,"0.29",A
MFG-915465531,"2024-12-08",WH-013,PRD-21114,1135.0,6,"0.1",A
MFG-885242388,"2024-10-16",WH-002,PRD-61876,1214.0,48,"0.43",
MFG-507256925,"2025-07-12",WH-002,PRD-94080,1301.0,35,"0.33",B
MFG-937743056,"2024-03-04",WH-002,PRD-65461,867.0,50,"3.25",A
MFG-978705280,"2024-11-03",WH-006,PRD-65461,770.0,44,"0.81",B
MFG-401780743,"2024-03-12",WH-013,PRD-49117,969.0,30,"1.22",A
MFG-608147451,"2025-08-04",WH-005,PRD-40982,1245.0,69,"0.38",A
MFG-740977245,"2025-05-09",WH-006,PRD-10425,970.0,25,"0.74",C
MFG-985521394,"2024-02-09",WH-002,PRD-40982,782.0,33,"0.47",A
MFG-591575372,"2025-02-06",WH-002,PRD-30635,1005.0,3,"0.91",A
MFG-709203449,"2025-08-26",WH-002,PRD-30635,485.0,6,"1.17",B
MFG-366567202,"2025-04-06",WH-006,PRD-89457,1071.0,40,"0.2",A
MFG-300334323,"2025-03-10",WH-005,PRD-76469,977.0,6,"0.16",B
MFG-567359876,"2025-01-18",WH-014,PRD-81511,1179.0,43,"1.18",A
MFG-441146749,"2025-10-16",WH-013,PRD-24371,766.0,42,"0.14",B
MFG-984291633,"2024-07-24",WH-002,PRD-89457,1366.0,60,"1.59",A
MFG-126076780,"2024-04-18",WH-005,PRD-12757,1270.0,40,"0.87",C
MFG-589127345,"2025-08-31",WH-013,PRD-71348,810.0,47,"0.39",C
