"snapshot_id","snapshot_date","warehouse_id","product_id","on_hand_qty","reserved_qty","in_transit_qty","reorder_point"
INV-604466000,"2024-04-28",WH-001,PRD-81066,467,,135,
INV-713048911,"2025-04-19",WH-004,PRD-91351,418,113.0,140,200.0
INV-167504618,"2024-04-03",WH-002,PRD-41385,455,55.0,216,300.0
INV-237778469,"2025-11-04",WH-001,PRD-79822,670,203.0,4,300.0
INV-657368325,"2024-02-28",WH-009,PRD-65461,729,49.0,126,250.0
INV-888068010,"2025-11-08",WH-006,PRD-40784,277,84.0,104,350.0
INV-126759486,"2025-06-10",WH-012,PRD-65518,345,73.0,155,300.0
INV-691513679,"2024-03-02",WH-010,PRD-67912,494,108.0,58,
INV-253523772,"2024-08-22",WH-015,PRD-59672,338,76.0,4,300.0
INV-201560918,"2024-07-25",WH-001,PRD-63354,629,75.0,98,200.0
INV-700578060,"2025-03-23",WH-007,PRD-10221,308,,155,200.0
INV-863122073,"2025-08-13",WH-005,PRD-84085,350,83.0,131,200.0
INV-914399957,"05/29/2025",WH-016,PRD-89457,331,65.0,130,
INV-379531940,"2025-03-05",WH-001,PRD-65518,732,212.0,77,200.0
INV-259390884,"2025-01-01",WH-001,PRD-30635,302,,77,300.0
INV-904758066,"2025-03-20",WH-007,PRD-82845,536,78.0,147,200.0
INV-674412197,"2024-03-04",WH-009,PRD-59672,394,133.0,157,250.0
INV-120632701,"2025-02-19",WH-007,PRD-49117,503,93.0,120,300.0
INV-556854577,"2024-11-06",WH-004,PRD-40784,637,65.0,157,
INV-749114868,"2024-07-03",WH-016,PRD-10074,270,61.0,212,350.0
INV-529704793,"2024-11-14",WH-008,PRD-10074,62,,131,
INV-516568914,"2024-03-31",WH-013,PRD-39154,418,63.0,71,300.0
INV-261352988,"2024-01-23",WH-015,PRD-66155,518,142.0,52,350.0
INV-631733180,"2025-10-26",WH-011,PRD-42018,176,50.0,161,200.0
INV-137993247,"2025-12-22",WH-012,PRD-99353,287,48.0,0,200.0
INV-136266976,"2025-09-13",WH-016,PRD-82845,454,125.0,95,200.0
INV-868067433,"2024-05-02",WH-008,PRD-30635,246,26.0,235,350.0
INV-391809449,"2025-11-01",WH-007,PRD-47606,527,84.0,81,250.0
INV-317948941,"2025-02-10",WH-016,PRD-10074,461,127.0,93,350.0
INV-358476850,"2025-08-18",WH-010,PRD-81511,122,40.0,71,300.0
INV-584680900,"2024-04-23",WH-010,PRD-97153,872,,62,200.0
INV-613713112,"2024-08-03",WH-009,PRD-93130,131,19.0,120,250.0
INV-991145479,"2024-12-22",WH-002,PRD-63354,213,51.0,37,
INV-689828177,"2025-05-06",WH-009,PRD-21114,460,31.0,122,
INV-553419824,"2025-01-03",WH-007,PRD-12757,458,143.0,49,250.0
INV-818340844,"2024-07-19",WH-012,PRD-84085,187,18.0,118,250.0
INV-278090363,"2025-10-31",WH-009,PRD-10425,466,141.0,58,350.0
INV-689740393,"2025-08-05",WH-005,PRD-97153,536,118.0,113,250.0
INV-926197739,"2025-05-22",WH-001,PRD-98555,311,106.0,56,250.0
INV-932289446,"2025-05-29",WH-003,PRD-24371,620,86.0,96,200.0
INV-502330794,"01/05/2025",WH-003,PRD-39154,419,45.0,155,
INV-113070434,"2025-11-11",WH-016,PRD-44237,627,36.0,132,350.0
INV-225691310,"2024-08-29",WH-010,PRD-39154,322,47.0,174,
INV-485838111,"2025-07-23",WH-001,PRD-21114,435,83.0,55,
INV-283604009,"2024-09-27",WH-016,PRD-44237,482,58.0,202,300.0
INV-839551291,"2024-09-09",WH-009,PRD-38080,351,18.0,140,250.0
INV-550998040,"2025-08-11",WH-008,PRD-10425,356,71.0,15,350.0
INV-358847949,"2025-05-01",WH-009,PRD-89457,365,21.0,127,250.0
INV-762333060,"2024-07-21",WH-001,PRD-81511,318,41.0,98,300.0
INV-195298357,"2025-05-30",WH-001,PRD-25906,905,205.0,162,250.0
INV-565529791,"2024-12-01",WH-014,PRD-89457,209,38.0,184,
INV-804538386,"2024-02-21",WH-010,PRD-17100,403,104.0,150,200.0
INV-126775585,"2024-06-04",WH-011,PRD-10425,744,227.0,68,
INV-313034386,"2024-08-27",WH-004,PRD-68008,448,151.0,100,300.0
INV-452351711,"07/02/2025",WH-002,PRD-99353,412,131.0,87,200.0
INV-506507973,"2025-01-30",WH-012,PRD-65461,716,,155,300.0
INV-878563330,"10/13/2025",WH-013,PRD-95180,397,84.0,136,250.0
INV-221558213,"2024-10-20",WH-015,PRD-63354,0,0.0,70,250.0
INV-253458246,"2024-03-15",WH-011,PRD-89457,522,96.0,165,200.0
INV-100278265,"2024-01-31",WH-006,PRD-49117,630,182.0,93,
INV-795301758,"2025-08-30",WH-008,PRD-95180,349,56.0,126,350.0
INV-992312385,"2025-12-20",WH-014,PRD-21114,595,61.0,135,250.0
INV-491618223,"2024-07-27",WH-005,PRD-49117,446,119.0,154,
INV-937532336,"2025-03-06",WH-002,PRD-35112,505,147.0,128,300.0
INV-324576968,"2025-10-06",WH-002,PRD-89457,-336,0.0,95,250.0
INV-778985770,"08/15/2025",WH-005,PRD-93130,235,77.0,123,200.0
INV-299653516,"2024-10-20",WH-003,PRD-25906,395,75.0,31,
INV-548376987,"06/29/2025",WH-013,PRD-79822,221,37.0,84,350.0
INV-647963948,"2024-09-06",WH-011,PRD-25129,388,72.0,98,350.0
INV-421147068,"2024-02-01",WH-011,PRD-82845,631,93.0,182,250.0
INV-692634285,"2024-10-02",WH-014,PRD-44237,552,117.0,137,200.0
INV-896293414,"2024-07-12",WH-014,PRD-10221,510,36.0,146,200.0
INV-463435302,"2024-06-06",WH-002,PRD-40982,482,,160,350.0
INV-320616704,"2024-01-27",WH-003,PRD-62923,299,87.0,179,350.0
INV-180894522,"2024-04-03",WH-004,PRD-30635,216,67.0,68,350.0
INV-765699377,"2025-07-05",WH-006,PRD-10425,710,104.0,126,200.0
INV-824220894,"2024-10-18",WH-007,PRD-23104,313,49.0,32,350.0
INV-692496776,"2025-11-02",WH-006,PRD-42527,568,42.0,104,300.0
INV-316376425,"2024-03-31",WH-015,PRD-15229,645,116.0,110,300.0
INV-917150235,"2025-10-12",WH-001,PRD-79329,202,27.0,253,
INV-727252831,"2024-09-23",WH-016,PRD-82845,447,26.0,81,350.0
INV-289258109,"2025-09-27",WH-009,PRD-63354,349,105.0,98,
INV-696960662,"2024-07-22",WH-010,PRD-35112,152,8.0,148,
INV-826806734,"2025-08-16",WH-001,PRD-25129,250,32.0,142,350.0
INV-748498741,"2024-04-09",WH-016,PRD-59672,273,74.0,90,250.0
INV-466802745,"2025-06-18",WH-001,PRD-82845,281,49.0,36,250.0
INV-205395161,"2025-05-09",WH-002,PRD-39154,550,83.0,183,200.0
INV-982655540,"2025-10-10",WH-008,PRD-79329,549,,155,250.0
INV-321532420,"2025-10-11",WH-011,PRD-76469,485,46.0,122,350.0
INV-589864107,"2024-12-19",WH-003,PRD-25906,568,43.0,119,350.0
INV-608220675,"12/14/2025",WH-006,PRD-10425,216,63.0,151,250.0
INV-694782460,"2025-05-23",WH-009,PRD-81511,533,118.0,207,300.0
INV-781021800,"2024-11-30",WH-014,PRD-71348,460,159.0,77,
INV-892244756,"2025-02-25",WH-015,PRD-35112,333,,80,200.0
INV-438089493,"2024-08-30",WH-006,PRD-25129,328,63.0,181,200.0
INV-231786784,"2025-03-08",WH-001,PRD-84085,246,81.0,94,
INV-150715560,"2025-06-02",WH-015,PRD-82845,888,247.0,226,300.0
INV-202233919,"01/23/2025",WH-013,PRD-12757,439,29.0,75,200.0
INV-101622288,"2025-01-24",WH-008,PRD-95180,440,127.0,153,200.0
INV-526964440,"2024-03-22",WH-011,PRD-47606,306,68.0,0,200.0
INV-419244087,"07/23/2025",WH-010,PRD-76469,331,96.0,50,
INV-332094892,"2025-09-28",WH-014,PRD-19171,308,105.0,97,200.0
INV-457935079,"2024-06-14",WH-002,PRD-79329,554,39.0,44,300.0
INV-266502265,"2024-09-07",WH-001,PRD-49117,490,152.0,59,
INV-490257616,"2025-07-29",WH-005,PRD-68082,436,127.0,128,
INV-583869458,"2025-10-17",WH-009,PRD-10074,387,66.0,151,350.0
INV-241563283,"2024-01-24",WH-001,PRD-97153,721,,174,
INV-426448290,"2025-12-11",WH-005,PRD-79329,501,150.0,173,300.0
INV-414426717,"2025-11-11",WH-010,PRD-10074,212,36.0,111,250.0
INV-170638651,"2025-08-05",WH-015,PRD-98555,79,14.0,40,200.0
INV-107608230,"2024-04-06",WH-002,PRD-40982,521,41.0,64,300.0
INV-197057571,"06/02/2025",WH-014,PRD-67912,336,97.0,0,
INV-545070634,"2025-04-20",WH-014,PRD-40982,218,,103,300.0
INV-108929584,"2025-06-24",WH-014,PRD-40784,39,,195,200.0
INV-533379200,"2024-12-13",WH-006,PRD-93130,441,137.0,121,300.0
INV-668919072,"2025-08-20",WH-003,PRD-40007,305,60.0,191,300.0
INV-300703913,"2025-01-18",WH-001,PRD-47606,204,51.0,52,200.0
INV-684696931,"2025-05-04",WH-014,PRD-47606,500,149.0,124,250.0
INV-562746114,"12/12/2024",WH-016,PRD-65724,444,65.0,5,200.0
INV-906291119,"2025-01-29",WH-005,PRD-15229,958,65.0,227,200.0
INV-546111441,"2025-07-27",WH-006,PRD-98555,495,93.0,114,250.0
INV-141392087,"2024-10-30",WH-003,PRD-42018,533,155.0,163,350.0
INV-538986971,"2025-06-12",WH-006,PRD-93130,358,107.0,123,300.0
INV-307039936,"2025-07-15",WH-004,PRD-65518,196,14.0,108,250.0
INV-952528653,"01/11/2025",WH-003,PRD-42527,185,58.0,182,
INV-371130399,"2024-03-16",WH-004,PRD-97153,570,181.0,8,200.0
INV-470564769,"2024-04-09",WH-011,PRD-23104,629,35.0,104,
INV-237191044,"2025-07-02",WH-016,PRD-81511,260,18.0,117,350.0
INV-280235547,"2024-07-30",WH-006,PRD-81066,562,167.0,51,250.0
INV-994367170,"2025-03-23",WH-008,PRD-35112,238,64.0,52,250.0
INV-988449769,"2024-07-22",WH-006,PRD-97153,569,150.0,174,350.0
INV-753977479,"2024-04-24",WH-003,PRD-63354,272,53.0,129,200.0
INV-231071394,"2025-06-15",WH-013,PRD-81066,458,36.0,128,250.0
INV-699754078,"2025-07-24",WH-006,PRD-93130,552,148.0,115,300.0
INV-359669637,"2025-10-28",WH-010,PRD-84085,0,0.0,142,350.0
INV-460426023,"2025-12-13",WH-010,PRD-71348,413,,177,350.0
INV-710795631,"2024-01-20",WH-011,PRD-65724,365,45.0,179,350.0
INV-930649985,"2024-10-01",WH-004,PRD-67912,376,21.0,152,300.0
INV-767282971,"2024-09-12",WH-008,PRD-10425,564,30.0,120,200.0
INV-456036445,"2025-09-23",WH-010,PRD-42018,700,,39,300.0
INV-333869473,"2025-06-12",WH-004,PRD-68082,450,123.0,95,350.0
INV-738913523,"2024-11-20",WH-012,PRD-89457,210,32.0,86,200.0
INV-743495484,"2024-01-27",WH-003,PRD-94080,526,111.0,168,
INV-842663745,"2025-04-21",WH-013,PRD-42527,193,61.0,134,
INV-306447497,"2025-10-15",WH-009,PRD-93130,249,23.0,98,350.0
INV-532056998,"2025-09-19",WH-003,PRD-62923,669,79.0,127,
INV-983710518,"2024-09-07",WH-001,PRD-68008,381,129.0,105,
INV-914101885,"2025-02-06",WH-011,PRD-93130,212,31.0,86,250.0
INV-428531099,"2024-02-02",WH-002,PRD-19171,662,,0,200.0
INV-840101391,"2025-12-27",WH-015,PRD-35112,106,19.0,87,200.0
INV-443868732,"2024-04-29",WH-009,PRD-65518,295,27.0,76,200.0
INV-286647361,"2024-01-08",WH-010,PRD-41385,516,178.0,211,200.0
INV-362098341,"2024-02-16",WH-012,PRD-79329,361,114.0,46,300.0
INV-627598111,"2025-06-10",WH-010,PRD-19171,424,72.0,118,300.0
INV-283569168,"2024-01-12",WH-012,PRD-41385,271,82.0,132,300.0
INV-636010786,"2025-08-01",WH-004,PRD-35112,528,93.0,14,350.0
INV-773945994,"2025-02-01",WH-014,PRD-39154,629,154.0,186,350.0
INV-119269995,"2025-03-10",WH-005,PRD-68008,704,58.0,141,200.0
INV-744436269,"2025-08-19",WH-005,PRD-12757,737,164.0,83,350.0
INV-432017285,"2024-06-02",WH-016,PRD-81511,389,20.0,142,
INV-853307629,"2025-12-25",WH-002,PRD-47606,846,223.0,89,250.0
INV-332889568,"2024-05-21",WH-015,PRD-65724,486,126.0,95,250.0
INV-424430894,"2025-03-02",WH-013,PRD-65518,501,54.0,5,250.0
INV-780842497,"2025-03-31",WH-016,PRD-68008,353,,219,
INV-542904435,"2024-04-25",WH-013,PRD-98555,-520,0.0,161,350.0
INV-316991375,"2024-05-10",WH-005,PRD-79329,313,90.0,53,350.0
INV-127870600,"2025-06-22",WH-008,PRD-68082,441,74.0,107,250.0
INV-679007702,"2024-11-04",WH-015,PRD-40784,646,156.0,154,200.0
INV-434457419,"2025-10-04",WH-003,PRD-84085,401,42.0,126,300.0
INV-805571151,"2025-01-19",WH-011,PRD-40784,508,57.0,129,350.0
INV-261035095,"2024-10-30",WH-002,PRD-76469,419,116.0,134,350.0
INV-858291384,"2024-09-22",WH-009,PRD-41385,707,182.0,111,250.0
INV-825933094,"2024-05-16",WH-005,PRD-19171,310,38.0,151,250.0
INV-330068766,"2024-01-15",WH-004,PRD-23104,282,89.0,39,200.0
INV-678314978,"2025-05-18",WH-011,PRD-10074,418,100.0,143,200.0
INV-293474008,"2024-05-29",WH-014,PRD-10221,257,87.0,143,200.0
INV-756995615,"2025-09-22",WH-005,PRD-10074,357,36.0,180,250.0
INV-158605075,"2024-05-19",WH-009,PRD-47606,671,206.0,150,
INV-500515949,"2025-09-04",WH-003,PRD-71348,380,57.0,50,300.0
INV-721450626,"2024-09-30",WH-010,PRD-81511,207,29.0,120,300.0
INV-501442356,"2025-08-25",WH-001,PRD-40784,348,27.0,130,350.0
INV-123334729,"2024-08-30",WH-012,PRD-71348,466,128.0,221,200.0
INV-864611118,"2025-01-19",WH-007,PRD-42527,478,32.0,131,350.0
INV-334542491,"2024-11-25",WH-007,PRD-97153,713,173.0,159,300.0
INV-326608722,"2025-07-02",WH-004,PRD-44237,499,25.0,163,350.0
INV-879013184,"2024-02-04",WH-004,PRD-62923,569,38.0,57,200.0
INV-815799558,"2025-12-21",WH-005,PRD-49117,342,85.0,128,250.0
INV-721398678,"2024-02-11",WH-013,PRD-24371,585,100.0,142,300.0
INV-428940649,"2025-10-11",WH-004,PRD-82845,445,62.0,95,
INV-684248235,"2025-07-07",WH-010,PRD-42527,369,45.0,21,200.0
INV-161932878,"2025-10-26",WH-004,PRD-61876,134,25.0,75,350.0
INV-598513337,"2024-06-08",WH-008,PRD-68082,311,37.0,113,
INV-598903820,"2024-09-29",WH-010,PRD-84085,108,9.0,107,300.0
INV-827303764,"2025-05-18",WH-007,PRD-79822,598,62.0,26,350.0
INV-184698939,"2024-10-31",WH-012,PRD-66155,439,127.0,0,
INV-734077432,"2024-03-07",WH-004,PRD-71348,697,134.0,55,350.0
INV-785364969,"2025-11-14",WH-004,PRD-12757,254,62.0,137,350.0
INV-310886143,"2025-12-04",WH-016,PRD-95180,395,86.0,100,
INV-313903462,"2025-11-04",WH-012,PRD-59672,704,208.0,132,200.0
INV-957531507,"2024-02-18",WH-012,PRD-99353,603,142.0,4,200.0
INV-309331866,"2024-11-28",WH-014,PRD-65724,522,154.0,132,250.0
INV-793145606,"2024-02-24",WH-016,PRD-35112,564,187.0,137,300.0
INV-451202772,"2024-11-01",WH-004,PRD-44237,682,88.0,121,
INV-451841757,"2025-11-29",WH-007,PRD-90120,331,102.0,99,250.0
INV-129731584,"2025-09-23",WH-004,PRD-82845,372,,26,
INV-587257974,"2024-08-07",WH-012,PRD-91351,470,66.0,216,
INV-382454766,"2024-02-20",WH-011,PRD-95180,537,95.0,11,
INV-396808631,"2024-03-01",WH-008,PRD-81511,-267,0.0,47,200.0
INV-153449419,"2024-10-04",WH-011,PRD-17100,147,32.0,147,350.0
INV-715670289,"2025-07-17",WH-012,PRD-98555,483,38.0,113,
INV-695904056,"2025-06-07",WH-004,PRD-81511,769,241.0,151,300.0
INV-649450273,"2024-07-04",WH-011,PRD-97153,497,42.0,80,
INV-985215236,"2025-08-22",WH-010,PRD-65518,184,44.0,108,250.0
INV-318250248,"08/31/2024",WH-009,PRD-10221,443,46.0,105,
INV-331507594,"2024-03-31",WH-013,PRD-65518,419,102.0,0,250.0
INV-789367643,"2024-06-11",WH-001,PRD-71348,116,8.0,145,300.0
INV-660342979,"2024-07-20",WH-013,PRD-19171,497,118.0,147,300.0
INV-683977254,"2024-02-18",WH-016,PRD-35112,482,64.0,71,350.0
INV-176299479,"2024-03-25",WH-013,PRD-40007,264,52.0,58,250.0
INV-559976130,"2025-12-26",WH-010,PRD-10074,377,29.0,164,250.0
INV-975581421,"2024-11-20",WH-001,PRD-41385,332,106.0,144,250.0
INV-487637406,"2025-07-26",WH-003,PRD-25129,366,93.0,117,200.0
INV-158661009,"2024-10-01",WH-002,PRD-81511,505,,128,250.0
INV-194518033,"2025-06-24",WH-015,PRD-74799,289,86.0,73,
INV-451809695,"2025-12-16",WH-002,PRD-19171,279,81.0,56,350.0
INV-197155071,"2025-08-14",WH-005,PRD-30635,365,53.0,128,300.0
INV-472830140,"2024-11-15",WH-007,PRD-42018,-460,0.0,131,350.0
INV-583535140,"2025-07-12",WH-001,PRD-39154,398,104.0,149,350.0
INV-935729929,"2025-01-17",WH-006,PRD-42018,489,35.0,75,300.0
INV-772809569,"2025-03-26",WH-003,PRD-42018,480,107.0,152,300.0
INV-547870276,"2024-05-08",WH-011,PRD-19171,287,51.0,162,350.0
INV-279321260,"2025-08-01",WH-012,PRD-10074,138,37.0,110,
INV-939305983,"2025-04-26",WH-004,PRD-94080,261,57.0,30,300.0
INV-502572665,"2024-08-14",WH-004,PRD-30635,116,31.0,55,
INV-873055797,"2024-02-19",WH-015,PRD-89457,461,57.0,184,
INV-144824013,"06/17/2024",WH-005,PRD-40784,374,24.0,57,350.0
INV-315106075,"2025-07-31",WH-003,PRD-91351,763,235.0,136,200.0
INV-493743528,"2024-02-20",WH-013,PRD-59672,425,104.0,67,300.0
INV-421702855,"2025-07-11",WH-003,PRD-47606,462,27.0,63,200.0
INV-469972995,"2025-05-23",WH-010,PRD-25129,669,216.0,155,
INV-430105365,"2025-05-18",WH-014,PRD-89457,618,,128,250.0
INV-831509333,"2025-11-09",WH-008,PRD-74799,369,123.0,136,250.0
INV-596978992,"2024-07-19",WH-001,PRD-59672,-442,0.0,118,250.0
INV-613143228,"2024-11-06",WH-011,PRD-65461,-253,0.0,124,250.0
INV-654002406,"2024-12-21",WH-011,PRD-49117,328,38.0,95,250.0
INV-195728959,"2025-03-11",WH-010,PRD-67912,487,47.0,138,200.0
INV-134112689,"2024-09-23",WH-012,PRD-82845,578,199.0,158,250.0
INV-549047926,"2025-05-23",WH-015,PRD-10074,400,66.0,114,300.0
INV-773308999,"2024-01-29",WH-016,PRD-64040,319,59.0,108,200.0
INV-719906894,"2025-07-15",WH-002,PRD-68082,781,218.0,93,250.0
INV-623284511,"2025-03-05",WH-010,PRD-67912,620,129.0,120,350.0
INV-436135654,"2025-03-09",WH-005,PRD-90120,0,0.0,110,200.0
INV-105687985,"2025-04-08",WH-016,PRD-63354,695,226.0,30,300.0
INV-920151186,"2025-09-13",WH-011,PRD-10074,419,40.0,150,250.0
INV-219043727,"2025-11-06",WH-015,PRD-59672,497,,206,250.0
INV-621662426,"2024-09-20",WH-009,PRD-49117,426,140.0,81,250.0
INV-487018450,"2025-06-21",WH-006,PRD-96511,132,21.0,36,300.0
INV-221649064,"2024-10-07",WH-008,PRD-40007,539,56.0,85,200.0
INV-735085207,"2025-03-03",WH-007,PRD-42527,595,199.0,155,250.0
INV-990485871,"2024-09-13",WH-011,PRD-10425,268,15.0,149,
INV-124652602,"2024-04-15",WH-002,PRD-81511,746,76.0,183,200.0
INV-113146885,"2024-08-28",WH-013,PRD-59672,395,54.0,103,
INV-818736247,"2025-02-15",WH-014,PRD-21114,437,90.0,93,250.0
INV-802693308,"2024-12-25",WH-012,PRD-25906,135,24.0,191,
INV-913461045,"2024-06-20",WH-004,PRD-42527,413,105.0,147,250.0
INV-660640438,"2025-11-11",WH-015,PRD-76469,241,73.0,95,300.0
INV-407050106,"2024-08-19",WH-007,PRD-96511,486,151.0,0,200.0
INV-196171578,"2025-10-20",WH-004,PRD-96511,531,180.0,14,350.0
INV-846197277,"2025-10-06",WH-013,PRD-68008,201,38.0,43,350.0
INV-146748202,"2024-08-16",WH-011,PRD-89457,717,248.0,137,200.0
INV-295187708,"2025-03-12",WH-011,PRD-44237,422,34.0,230,250.0
INV-408563460,"2024-03-09",WH-007,PRD-74799,483,97.0,144,
INV-928725760,"2024-04-01",WH-009,PRD-74799,255,84.0,133,250.0
INV-978561462,"2025-07-29",WH-010,PRD-76469,555,166.0,95,200.0
INV-851603208,"2024-04-16",WH-005,PRD-42527,332,17.0,74,350.0
INV-215631617,"2025-03-10",WH-001,PRD-93130,699,96.0,154,300.0
INV-506361461,"2025-06-02",WH-007,PRD-93130,295,45.0,66,250.0
INV-825862097,"2024-07-08",WH-016,PRD-40007,237,40.0,95,
INV-896445554,"2024-11-28",WH-011,PRD-98555,592,140.0,239,300.0
INV-501510338,"2024-01-21",WH-012,PRD-94080,286,81.0,108,250.0
INV-450406364,"2024-11-21",WH-005,PRD-76469,519,123.0,96,
INV-921329228,"2024-09-19",WH-005,PRD-97153,590,187.0,185,
INV-502360029,"2025-06-10",WH-002,PRD-47606,490,114.0,52,
INV-449580063,"2025-05-14",WH-001,PRD-94080,338,44.0,136,250.0
INV-243280032,"2025-01-24",WH-015,PRD-10221,698,179.0,86,
INV-798887191,"2025-02-15",WH-015,PRD-10425,374,99.0,148,250.0
INV-576630066,"2024-02-22",WH-007,PRD-99353,397,69.0,84,200.0
INV-657969826,"2024-07-31",WH-012,PRD-65724,388,76.0,119,300.0
INV-941566034,"2025-05-29",WH-006,PRD-66155,759,86.0,146,300.0
INV-149346280,"2025-06-13",WH-011,PRD-84085,520,88.0,53,
INV-676629422,"2025-03-14",WH-006,PRD-96511,291,45.0,112,200.0
INV-932653650,"2024-05-10",WH-009,PRD-42527,270,88.0,59,350.0
INV-790137064,"2025-12-01",WH-011,PRD-49117,401,130.0,100,250.0
INV-140051147,"2024-01-25",WH-010,PRD-89457,280,88.0,81,250.0
INV-602733431,"2024-06-07",WH-001,PRD-99353,627,32.0,62,250.0
INV-234693099,"2025-11-14",WH-016,PRD-95180,614,82.0,111,350.0
INV-659516496,"2025-01-22",WH-012,PRD-97153,465,57.0,206,250.0
INV-210177797,"2024-10-07",WH-007,PRD-98555,445,60.0,138,350.0
INV-539326322,"2024-06-04",WH-006,PRD-64040,97,26.0,194,350.0
INV-769209475,"2025-04-21",WH-014,PRD-49117,274,78.0,123,200.0
INV-213886649,"2025-10-15",WH-002,PRD-25906,454,138.0,78,350.0
INV-105316330,"2025-07-25",WH-007,PRD-47606,299,91.0,112,
INV-574728275,"2024-12-04",WH-006,PRD-98555,447,,194,200.0
INV-579939194,"2025-09-23",WH-008,PRD-17100,238,47.0,246,200.0
INV-231253255,"2025-01-07",WH-015,PRD-81066,723,174.0,8,
INV-198043750,"2024-01-08",WH-001,PRD-30635,603,40.0,72,300.0
INV-480879793,"2025-04-27",WH-003,PRD-44237,585,33.0,21,200.0
INV-557674880,"2024-07-26",WH-015,PRD-24371,668,42.0,164,350.0
INV-781937435,"2024-11-03",WH-009,PRD-99353,330,66.0,0,200.0
INV-133011079,"2024-04-09",WH-011,PRD-81511,650,213.0,81,300.0
INV-896551541,"2024-01-04",WH-012,PRD-82845,233,47.0,141,350.0
INV-829980968,"2024-09-27",WH-012,PRD-96511,301,24.0,101,200.0
INV-586714195,"2025-09-15",WH-001,PRD-35112,486,107.0,155,300.0
INV-945810505,"2024-05-04",WH-003,PRD-49117,394,23.0,145,200.0
INV-711795371,"2025-06-30",WH-015,PRD-42018,586,145.0,154,200.0
INV-895842555,"2025-11-10",WH-008,PRD-99353,359,102.0,176,300.0
INV-714245983,"2025-08-17",WH-011,PRD-62923,325,91.0,154,250.0
INV-280264644,"2025-05-21",WH-001,PRD-42527,323,53.0,108,250.0
INV-872444742,"2025-12-15",WH-005,PRD-40982,409,111.0,57,300.0
INV-549664017,"2025-04-07",WH-003,PRD-40784,321,36.0,131,250.0
INV-745176205,"2025-08-15",WH-002,PRD-99353,434,136.0,95,300.0
INV-127872111,"2025-07-15",WH-008,PRD-91351,755,105.0,72,
INV-249849232,"2025-03-21",WH-012,PRD-39154,450,150.0,130,300.0
INV-673460118,"2025-01-03",WH-010,PRD-23104,334,44.0,115,350.0
INV-316762070,"2024-10-13",WH-007,PRD-12757,475,37.0,53,200.0
INV-934556725,"2025-03-17",WH-015,PRD-35112,438,133.0,211,250.0
INV-605383714,"2024-05-16",WH-012,PRD-96511,524,178.0,147,
INV-387819311,"2024-01-26",WH-015,PRD-47606,426,25.0,42,350.0
INV-939678681,"2025-09-05",WH-012,PRD-65518,303,44.0,82,250.0
INV-633598720,"2025-05-18",WH-001,PRD-82845,263,41.0,45,200.0
INV-366855632,"07/18/2025",WH-013,PRD-82845,264,84.0,245,
INV-134957011,"2025-08-03",WH-004,PRD-94080,481,107.0,91,300.0
INV-680084984,"2024-05-14",WH-003,PRD-95180,372,66.0,106,300.0
INV-449027562,"2024-04-10",WH-015,PRD-64040,352,120.0,88,
INV-124763923,"2024-10-08",WH-012,PRD-84085,278,92.0,155,
INV-241551016,"2025-12-23",WH-006,PRD-97153,380,62.0,101,
INV-497675170,"2024-03-20",WH-010,PRD-68008,459,134.0,158,250.0
INV-959882048,"2024-02-11",WH-004,PRD-23104,368,106.0,66,300.0
INV-315868877,"01/19/2025",WH-004,PRD-42018,226,65.0,197,200.0
INV-355393335,"2025-12-23",WH-011,PRD-47606,367,19.0,186,
INV-119614382,"2025-11-23",WH-008,PRD-12757,-323,0.0,87,300.0
INV-884112780,"2024-02-29",WH-015,PRD-10425,436,66.0,108,300.0
INV-613007419,"2025-07-28",WH-008,PRD-90120,493,139.0,63,350.0
INV-378342107,"2025-04-29",WH-006,PRD-76469,36,11.0,155,350.0
INV-919890320,"2024-03-28",WH-013,PRD-63354,411,116.0,78,
INV-892591573,"2025-06-05",WH-013,PRD-62923,-501,0.0,79,250.0
INV-372227950,"2024-09-01",WH-008,PRD-47606,705,245.0,113,300.0
INV-333983377,"2024-11-08",WH-014,PRD-93130,260,90.0,97,200.0
INV-836810443,"2024-08-02",WH-006,PRD-62923,394,90.0,104,200.0
INV-549372463,"2024-03-28",WH-003,PRD-24371,209,37.0,137,250.0
INV-628004447,"2024-11-13",WH-005,PRD-94080,337,44.0,0,300.0
INV-418049256,"2024-04-29",WH-016,PRD-10221,460,61.0,111,300.0
INV-305313944,"2025-04-03",WH-014,PRD-62923,398,55.0,114,250.0
INV-457747394,"06/08/2024",WH-015,PRD-42527,743,200.0,120,
INV-172472307,"01/28/2025",WH-004,PRD-98555,449,43.0,72,200.0
INV-382043324,"2024-03-16",WH-010,PRD-19171,492,123.0,156,200.0
INV-214140554,"09/21/2025",WH-003,PRD-76469,314,94.0,61,200.0
INV-605525367,"2024-05-03",WH-015,PRD-15229,607,,143,300.0
INV-407898208,"2025-09-29",WH-009,PRD-19171,397,124.0,170,300.0
INV-369685079,"09/20/2025",WH-009,PRD-66155,357,118.0,119,200.0
INV-388540488,"2025-12-29",WH-013,PRD-12757,508,64.0,75,200.0
INV-646625504,"2024-02-13",WH-014,PRD-15229,616,122.0,69,250.0
INV-285595391,"2025-11-25",WH-016,PRD-19171,697,166.0,131,300.0
INV-818610471,"2025-04-04",WH-003,PRD-71348,520,167.0,106,200.0
