"claim_id","claim_date","order_id","device_id","issue_type","severity","warranty_approved","replacement_ship_days","notes","order_id_clean","device_id_clean","claim_dt","is_order_prefix_bad"
CLM-521105410,"2025-03-08",ORD-3129530,DEV-1802138863,Software,high,1.0,5.0,customer reports intermittent issue,ORD-3129530,dev-1802138863,2025-03-08 00:00:00.000,0
CLM-117474137,"2024-12-16",ORD-9489180,DEV-7927691408,Sound Distortion,high,1.0,3.0,customer reports intermittent issue,ORD-9489180,dev-7927691408,2024-12-16 00:00:00.000,0
CLM-999916258,"2024-01-30",ORD-2884638,DEV-3720073604,Physical Damage,high,1.0,2.0,repeat failure,ORD-2884638,dev-3720073604,2024-01-30 00:00:00.000,0
CLM-421504190,"2025-07-15",ORD-6213866,DEV-8572921555,Battery,med,0.0,,repeat failure,ORD-6213866,dev-8572921555,2025-07-15 00:00:00.000,0
CLM-421598948,"2025-04-07",ORD-8643931,DEV-7830404337,Software,high,1.0,5.0,customer reports intermittent issue,ORD-8643931,dev-7830404337,2025-04-07 00:00:00.000,0
CLM-495015370,"2024-04-29",ORD-2793024,DEV-8306085746,,med,0.0,3.0,needs firmware,ORD-2793024,dev-8306085746,2024-04-29 00:00:00.000,0
CLM-886707236,"2025-03-08",ORD-2811558,,Overheating,high,1.0,5.0,customer reports intermittent issue,ORD-2811558,,2025-03-08 00:00:00.000,0
CLM-711308891,"2025-09-20",ORD-6460383,DEV-2448747875,Connectivity,med,1.0,3.0,,ORD-6460383,dev-2448747875,2025-09-20 00:00:00.000,0
CLM-230377716,"2024-10-11",ORD-8798507,DEV-1404533615,Sound Distortion,critical,1.0,2.0,repeat failure,ORD-8798507,dev-1404533615,2024-10-11 00:00:00.000,0
CLM-217505429,"2024-07-12",ORD-5744249,DEV-5395820506,Battery,med,1.0,5.0,,ORD-5744249,dev-5395820506,2024-07-12 00:00:00.000,0
CLM-925667846,"2025-04-21",ORD-9206062,DEV-7591151625,Physical Damage,high,0.0,3.0,,ORD-9206062,dev-7591151625,2025-04-21 00:00:00.000,0
CLM-639626057,"2025-12-21",ORD-3262487,DEV-5580757516,Software,high,1.0,7.0,repeat failure,ORD-3262487,dev-5580757516,2025-12-21 00:00:00.000,0
CLM-775913732,"2025-09-24",ORD-8787743,DEV-3939425814,Sound Distortion,high,1.0,7.0,no fault found,ORD-8787743,dev-3939425814,2025-09-24 00:00:00.000,0
CLM-870777128,"2025-06-01",ORD-4294393,DEV-4524655168,Battery,med,1.0,5.0,no fault found,ORD-4294393,dev-4524655168,2025-06-01 00:00:00.000,0
CLM-346109651,"2025-09-21",ORD-1073360,DEV-3303432783,Software,critical,0.0,5.0,no fault found,ORD-1073360,dev-3303432783,2025-09-21 00:00:00.000,0
CLM-486293487,"2025-12-27",ORD-7344645,DEV-2931363838,Sound Distortion,high,1.0,2.0,needs firmware,ORD-7344645,dev-2931363838,2025-12-27 00:00:00.000,0
CLM-230162153,"2025-04-16",ORD-4947495,DEV-1123748717,Battery,,0.0,,no fault found,ORD-4947495,dev-1123748717,2025-04-16 00:00:00.000,0
CLM-215269479,"2025-06-17",ORD-1142938,DEV-4681306928,Connectivity,low,1.0,7.0,no fault found,ORD-1142938,dev-4681306928,2025-06-17 00:00:00.000,0
CLM-648092324,"2024-07-14",ORD-2988976,DEV-1022915804,Mic issues,high,1.0,7.0,customer reports intermittent issue,ORD-2988976,dev-1022915804,2024-07-14 00:00:00.000,0
CLM-347671414,"2024-09-20",ORD-9317123,DEV-7580546067,Sound Distortion,high,1.0,5.0,customer reports intermittent issue,ORD-9317123,dev-7580546067,2024-09-20 00:00:00.000,0
CLM-483849541,"2025-06-12",ORD-4001521,,Software,med,0.0,7.0,customer reports intermittent issue,ORD-4001521,,2025-06-12 00:00:00.000,0
CLM-731736623,"01/22/2025",ORD-9536440,DEV-7716366421,Battery,critical,1.0,3.0,needs firmware,ORD-9536440,dev-7716366421,2025-01-22 00:00:00.000,0
CLM-273159024,"2025-08-31",ORD-8207842,DEV-6313982190,Connectivity,low,1.0,3.0,no fault found,ORD-8207842,dev-6313982190,2025-08-31 00:00:00.000,0
CLM-751027990,"2024-10-28",ORD-1342057,DEV-3035145025,Connectivity,critical,0.0,3.0,needs firmware,ORD-1342057,dev-3035145025,2024-10-28 00:00:00.000,0
CLM-265690341,"2024-12-27",ORD-3734098,DEV-7901852206,Physical Damage,high,1.0,5.0,customer reports intermittent issue,ORD-3734098,dev-7901852206,2024-12-27 00:00:00.000,0
CLM-755893286,"2024-07-21",ORD-8224158,DEV-3976119389,Physical Damage,med,0.0,5.0,,ORD-8224158,dev-3976119389,2024-07-21 00:00:00.000,0
CLM-468282380,"2024-10-26",ORD-1211216,DEV-3920231598,Battery,,1.0,2.0,needs firmware,ORD-1211216,dev-3920231598,2024-10-26 00:00:00.000,0
CLM-810916641,"2025-11-13",ORD-7788210,DEV-1996391337,Connectivity,low,1.0,5.0,repeat failure,ORD-7788210,dev-1996391337,2025-11-13 00:00:00.000,0
CLM-929286400,"2025-02-04",ORD-9475175,DEV-3027671630,Connectivity,low,1.0,3.0,customer reports intermittent issue,ORD-9475175,dev-3027671630,2025-02-04 00:00:00.000,0
CLM-246075580,"2025-02-11",ORD-8357677,DEV-3328544359,Connectivity,med,1.0,2.0,,ORD-8357677,dev-3328544359,2025-02-11 00:00:00.000,0
CLM-455764324,"2025-04-07",ORD-3586248,DEV-7763189846,Mic issues,low,1.0,3.0,no fault found,ORD-3586248,dev-7763189846,2025-04-07 00:00:00.000,0
CLM-541650044,"2025-07-10",ORD-8525223,DEV-5683289310,Physical Damage,med,1.0,5.0,repeat failure,ORD-8525223,dev-5683289310,2025-07-10 00:00:00.000,0
CLM-307902164,"2024-05-27",ORD-7664668,DEV-9114346734,Connectivity,med,1.0,7.0,needs firmware,ORD-7664668,dev-9114346734,2024-05-27 00:00:00.000,0
CLM-167701434,"2024-08-10",ORD-8510554,DEV-7846537992,Connectivity,high,1.0,5.0,,ORD-8510554,dev-7846537992,2024-08-10 00:00:00.000,0
CLM-990676819,"2024-08-07",ORD-2271126,DEV-8299763883,Software,low,0.0,3.0,,ORD-2271126,dev-8299763883,2024-08-07 00:00:00.000,0
CLM-281930960,"2025-12-11",ORD-9834970,DEV-7121326227,Software,med,0.0,3.0,customer reports intermittent issue,ORD-9834970,dev-7121326227,2025-12-11 00:00:00.000,0
CLM-356645197,"2025-06-22",ORD-8429053,DEV-5546954745,Overheating,low,1.0,3.0,no fault found,ORD-8429053,dev-5546954745,2025-06-22 00:00:00.000,0
CLM-290849197,"2024-03-25",ORD-6710436,DEV-6918052508,Connectivity,med,1.0,3.0,customer reports intermittent issue,ORD-6710436,dev-6918052508,2024-03-25 00:00:00.000,0
CLM-112609836,"2024-06-30",ORD-5117465,DEV-2869146971,Battery,med,,5.0,customer reports intermittent issue,ORD-5117465,dev-2869146971,2024-06-30 00:00:00.000,0
CLM-701771022,"2025-06-17",ORD-4116701,DEV-6492204301,Connectivity,med,1.0,5.0,repeat failure,ORD-4116701,dev-6492204301,2025-06-17 00:00:00.000,0
CLM-173974953,"2025-03-09",ORD-4849207,DEV-4424240437,Software,low,1.0,7.0,repeat failure,ORD-4849207,dev-4424240437,2025-03-09 00:00:00.000,0
CLM-138261003,"2024-08-18",ORD-4613739,DEV-1094095635,Connectivity,low,1.0,2.0,needs firmware,ORD-4613739,dev-1094095635,2024-08-18 00:00:00.000,0
CLM-523367587,"2024-12-28",ORD-9850755,DEV-5364428089,Physical Damage,low,1.0,,no fault found,ORD-9850755,dev-5364428089,2024-12-28 00:00:00.000,0
CLM-703607429,"08/11/2025",ORD-8568915,DEV-1631908562,Connectivity,low,0.0,7.0,customer reports intermittent issue,ORD-8568915,dev-1631908562,2025-08-11 00:00:00.000,0
CLM-937410353,"2024-06-18",ORD-5829365,DEV-2873433195,Connectivity,low,0.0,7.0,no fault found,ORD-5829365,dev-2873433195,2024-06-18 00:00:00.000,0
CLM-781001493,"2025-03-28",ORD-6409564,DEV-7863147808,Sound Distortion,med,1.0,10.0,repeat failure,ORD-6409564,dev-7863147808,2025-03-28 00:00:00.000,0
CLM-584006391,"2025-04-26",ORD-1755777,DEV-3569898451,Connectivity,med,1.0,,needs firmware,ORD-1755777,dev-3569898451,2025-04-26 00:00:00.000,0
CLM-520474085,"05/20/2024",ORD-2934402,DEV-1447593460,Software,med,1.0,3.0,needs firmware,ORD-2934402,dev-1447593460,2024-05-20 00:00:00.000,0
CLM-272308190,"2025-08-18",ORD-5303554,DEV-3418778312,Connectivity,high,1.0,5.0,customer reports intermittent issue,ORD-5303554,dev-3418778312,2025-08-18 00:00:00.000,0
CLM-757051030,"2024-09-05",ORD-5080546,DEV-2041877786,Battery,low,0.0,10.0,needs firmware,ORD-5080546,dev-2041877786,2024-09-05 00:00:00.000,0
CLM-377828796,"2025-10-13",ORD-2762356,DEV-1004929437,Connectivity,critical,1.0,,no fault found,ORD-2762356,dev-1004929437,2025-10-13 00:00:00.000,0
CLM-612188607,"2024-07-21",ORD-4295115,DEV-1790778002,Connectivity,low,1.0,7.0,customer reports intermittent issue,ORD-4295115,dev-1790778002,2024-07-21 00:00:00.000,0
CLM-810596064,"2025-11-15",ORD-1785594,DEV-1322041058,Overheating,low,1.0,,no fault found,ORD-1785594,dev-1322041058,2025-11-15 00:00:00.000,0
CLM-462002114,"2025-09-06",ORD-3710964,DEV-3348481420,Physical Damage,low,,,customer reports intermittent issue,ORD-3710964,dev-3348481420,2025-09-06 00:00:00.000,0
CLM-693716776,"2025-11-10",ORD-7335446,DEV-1865545138,Mic issues,low,1.0,3.0,,ORD-7335446,dev-1865545138,2025-11-10 00:00:00.000,0
CLM-857966402,"2025-08-27",ORD-3314672,DEV-1496847270,Battery,low,1.0,5.0,repeat failure,ORD-3314672,dev-1496847270,2025-08-27 00:00:00.000,0
CLM-199902530,"12/13/2025",ORD-6442073,DEV-3221542218,Battery,med,0.0,5.0,customer reports intermittent issue,ORD-6442073,dev-3221542218,2025-12-13 00:00:00.000,0
CLM-470259215,"2025-03-26",ORD-9417063,DEV-6234250623,Mic issues,high,1.0,5.0,customer reports intermittent issue,ORD-9417063,dev-6234250623,2025-03-26 00:00:00.000,0
CLM-745511117,"2025-10-27",ORD-3317840,DEV-4387345874,Connectivity,med,1.0,3.0,needs firmware,ORD-3317840,dev-4387345874,2025-10-27 00:00:00.000,0
CLM-194690478,"2024-03-20",ORD-3990178,DEV-7932967557,Sound Distortion,,1.0,10.0,customer reports intermittent issue,ORD-3990178,dev-7932967557,2024-03-20 00:00:00.000,0
CLM-998543223,"2024-09-20",ORD-1410094,DEV-3566470822,Connectivity,low,1.0,3.0,,ORD-1410094,dev-3566470822,2024-09-20 00:00:00.000,0
CLM-325720180,"2025-06-30",ORD-8530904,DEV-1512310302,Sound Distortion,med,1.0,5.0,,ORD-8530904,dev-1512310302,2025-06-30 00:00:00.000,0
CLM-776822886,"2024-03-02",ORD-3000764,DEV-5628146210,Connectivity,med,1.0,2.0,no fault found,ORD-3000764,dev-5628146210,2024-03-02 00:00:00.000,0
CLM-338430005,"2024-09-12",ORD-5771167,DEV-8750072993,Physical Damage,low,1.0,7.0,customer reports intermittent issue,ORD-5771167,dev-8750072993,2024-09-12 00:00:00.000,0
CLM-241162891,"2024-12-16",ORD-4160698,DEV-9634729829,Software,high,1.0,,no fault found,ORD-4160698,dev-9634729829,2024-12-16 00:00:00.000,0
CLM-228618327,"2025-03-02",ORD-6931328,DEV-2074303796,Sound Distortion,med,1.0,7.0,needs firmware,ORD-6931328,dev-2074303796,2025-03-02 00:00:00.000,0
CLM-148441041,"2025-05-22",ORD-1959840,DEV-2504309148,Mic issues,med,1.0,7.0,repeat failure,ORD-1959840,dev-2504309148,2025-05-22 00:00:00.000,0
CLM-804087612,"2024-04-13",ORD-9335141,DEV-8994942649,Software,low,1.0,5.0,customer reports intermittent issue,ORD-9335141,dev-8994942649,2024-04-13 00:00:00.000,0
CLM-218084761,"2025-05-12",ORD-2551589,DEV-5357630689,Battery,med,1.0,10.0,needs firmware,ORD-2551589,dev-5357630689,2025-05-12 00:00:00.000,0
CLM-983343961,"06/10/2025",ORD-7250446,DEV-1940545990,Sound Distortion,med,0.0,3.0,customer reports intermittent issue,ORD-7250446,dev-1940545990,2025-06-10 00:00:00.000,0
CLM-617762521,"2025-01-01",ORD-1955954,DEV-5575251119,Connectivity,med,,7.0,needs firmware,ORD-1955954,dev-5575251119,2025-01-01 00:00:00.000,0
CLM-429116104,"2024-04-11",ORD-3030170,DEV-8037135964,Overheating,low,1.0,3.0,no fault found,ORD-3030170,dev-8037135964,2024-04-11 00:00:00.000,0
CLM-290638310,"2024-10-15",ORD-9709954,DEV-5027209584,Sound Distortion,,1.0,3.0,needs firmware,ORD-9709954,dev-5027209584,2024-10-15 00:00:00.000,0
CLM-136289581,"2025-07-21",OR-3933386,DEV-4898225364,Overheating,low,1.0,7.0,customer reports intermittent issue,OR-3933386,dev-4898225364,2025-07-21 00:00:00.000,1
CLM-137077713,"2024-11-29",ORD-2423232,DEV-1496754718,Overheating,low,1.0,2.0,,ORD-2423232,dev-1496754718,2024-11-29 00:00:00.000,0
CLM-422186021,"2025-05-21",ORD-3684586,DEV-5681954288,Physical Damage,critical,1.0,7.0,needs firmware,ORD-3684586,dev-5681954288,2025-05-21 00:00:00.000,0
CLM-124305271,"2024-12-29",ORD-4924494,DEV-4870158326,Physical Damage,low,1.0,2.0,repeat failure,ORD-4924494,dev-4870158326,2024-12-29 00:00:00.000,0
CLM-602636821,"2024-04-04",OR-9309109,DEV-9356917452,Software,high,1.0,,no fault found,OR-9309109,dev-9356917452,2024-04-04 00:00:00.000,1
CLM-533821269,"2025-03-07",ORD-3500175,DEV-9715288789,Sound Distortion,critical,1.0,7.0,customer reports intermittent issue,ORD-3500175,dev-9715288789,2025-03-07 00:00:00.000,0
CLM-816876792,"2024-01-21",ORD-2557516,DEV-8611525889,Software,low,1.0,,customer reports intermittent issue,ORD-2557516,dev-8611525889,2024-01-21 00:00:00.000,0
CLM-381142745,"2024-08-24",ORD-5424460,DEV-1282449336,Battery,high,1.0,7.0,,ORD-5424460,dev-1282449336,2024-08-24 00:00:00.000,0
CLM-986475990,"2024-01-18",ORD-7960362,DEV-8038199310,Overheating,high,1.0,7.0,,ORD-7960362,dev-8038199310,2024-01-18 00:00:00.000,0
CLM-997142881,"2024-04-30",ORD-9431234,DEV-1598933886,Connectivity,low,1.0,,no fault found,ORD-9431234,dev-1598933886,2024-04-30 00:00:00.000,0
CLM-822805324,"2025-11-06",ORD-7074551,DEV-2864076475,Connectivity,high,1.0,7.0,,ORD-7074551,dev-2864076475,2025-11-06 00:00:00.000,0
CLM-124628327,"2024-05-28",ORD-9555252,DEV-4111693618,Battery,low,1.0,3.0,,ORD-9555252,dev-4111693618,2024-05-28 00:00:00.000,0
CLM-902511014,"2025-02-09",ORD-9394874,DEV-4194750455,Connectivity,low,1.0,3.0,no fault found,ORD-9394874,dev-4194750455,2025-02-09 00:00:00.000,0
CLM-884186508,"2025-09-26",ORD-7772469,DEV-8932718217,Software,med,0.0,5.0,no fault found,ORD-7772469,dev-8932718217,2025-09-26 00:00:00.000,0
CLM-689145865,"2025-07-04",ORD-7365704,DEV-6495107389,Software,low,1.0,5.0,,ORD-7365704,dev-6495107389,2025-07-04 00:00:00.000,0
CLM-202288810,"2025-10-20",ORD-2857107,DEV-6031624191,Software,med,0.0,3.0,customer reports intermittent issue,ORD-2857107,dev-6031624191,2025-10-20 00:00:00.000,0
CLM-507959946,"2025-10-30",ORD-5296086,DEV-8076542649,Software,high,1.0,,no fault found,ORD-5296086,dev-8076542649,2025-10-30 00:00:00.000,0
CLM-399114858,"2024-03-07",ORD-5184955,DEV-7558947754,Software,low,1.0,7.0,no fault found,ORD-5184955,dev-7558947754,2024-03-07 00:00:00.000,0
CLM-336704501,"2025-11-07",ORD-8812404,DEV-5660184267,Software,high,1.0,7.0,customer reports intermittent issue,ORD-8812404,dev-5660184267,2025-11-07 00:00:00.000,0
CLM-403656588,"2024-08-13",ORD-1132416,DEV-9260595964,Battery,high,1.0,5.0,no fault found,ORD-1132416,dev-9260595964,2024-08-13 00:00:00.000,0
CLM-275418538,"2024-06-26",ORD-9255053,DEV-4085436868,Software,med,1.0,2.0,needs firmware,ORD-9255053,dev-4085436868,2024-06-26 00:00:00.000,0
CLM-135663614,"2024-07-21",ORD-9736343,DEV-1143753342,Battery,low,1.0,,customer reports intermittent issue,ORD-9736343,dev-1143753342,2024-07-21 00:00:00.000,0
CLM-751912385,"2025-10-22",ORD-6032806,DEV-4916180385,Battery,low,1.0,3.0,customer reports intermittent issue,ORD-6032806,dev-4916180385,2025-10-22 00:00:00.000,0
CLM-275525433,"2024-08-27",OR-4041655,DEV-7013871768,Overheating,low,1.0,3.0,customer reports intermittent issue,OR-4041655,dev-7013871768,2024-08-27 00:00:00.000,1
CLM-871194112,"2025-02-23",ORD-1583775,DEV-3584703554,Mic issues,low,1.0,7.0,customer reports intermittent issue,ORD-1583775,dev-3584703554,2025-02-23 00:00:00.000,0
CLM-962649702,"2025-03-18",ORD-8678428,,Overheating,low,1.0,5.0,repeat failure,ORD-8678428,,2025-03-18 00:00:00.000,0
CLM-370435306,"2024-05-31",ORD-4526537,DEV-1538444222,Sound Distortion,high,1.0,5.0,,ORD-4526537,dev-1538444222,2024-05-31 00:00:00.000,0
CLM-956409158,"2024-05-02",ORD-2241228,DEV-1056962991,Sound Distortion,low,1.0,5.0,repeat failure,ORD-2241228,dev-1056962991,2024-05-02 00:00:00.000,0
CLM-613994260,"2024-09-13",ORD-2078702,DEV-8194515431,Sound Distortion,low,1.0,3.0,customer reports intermittent issue,ORD-2078702,dev-8194515431,2024-09-13 00:00:00.000,0
CLM-440310043,"2024-09-07",ORD-6694142,DEV-2218792081,Connectivity,med,1.0,3.0,,ORD-6694142,dev-2218792081,2024-09-07 00:00:00.000,0
CLM-518582428,"2024-03-22",ORD-4019353,DEV-2864126807,Overheating,med,1.0,7.0,no fault found,ORD-4019353,dev-2864126807,2024-03-22 00:00:00.000,0
CLM-250395983,"2025-08-08",ORD-6501961,DEV-7903545002,Sound Distortion,med,1.0,,no fault found,ORD-6501961,dev-7903545002,2025-08-08 00:00:00.000,0
CLM-536716377,"2025-05-26",ORD-5123059,DEV-4560282045,Connectivity,med,1.0,2.0,repeat failure,ORD-5123059,dev-4560282045,2025-05-26 00:00:00.000,0
CLM-860336065,"2024-03-27",ORD-2465342,DEV-1003109894,Mic issues,med,1.0,2.0,no fault found,ORD-2465342,dev-1003109894,2024-03-27 00:00:00.000,0
CLM-304066609,"2024-08-20",ORD-8265610,,Physical Damage,high,1.0,5.0,customer reports intermittent issue,ORD-8265610,,2024-08-20 00:00:00.000,0
CLM-359122542,"2024-10-31",ORD-7759049,DEV-5697874488,Battery,med,1.0,5.0,needs firmware,ORD-7759049,dev-5697874488,2024-10-31 00:00:00.000,0
CLM-616272917,"2024-09-30",ORD-9829632,DEV-3251746711,Battery,,1.0,2.0,needs firmware,ORD-9829632,dev-3251746711,2024-09-30 00:00:00.000,0
CLM-854723158,"11/28/2024",ORD-2649061,DEV-9906355316,Battery,high,1.0,3.0,no fault found,ORD-2649061,dev-9906355316,2024-11-28 00:00:00.000,0
CLM-997212303,"2024-08-04",ORD-5671477,DEV-8187722614,Software,low,1.0,3.0,no fault found,ORD-5671477,dev-8187722614,2024-08-04 00:00:00.000,0
CLM-531797959,"2024-03-30",ORD-7954558,DEV-2279085185,Physical Damage,med,1.0,5.0,repeat failure,ORD-7954558,dev-2279085185,2024-03-30 00:00:00.000,0
CLM-602190428,"2024-06-21",ORD-1351788,DEV-1299929639,,high,1.0,5.0,repeat failure,ORD-1351788,dev-1299929639,2024-06-21 00:00:00.000,0
CLM-906903368,"2024-03-31",OR-7454440,DEV-4007365278,Physical Damage,low,1.0,7.0,,OR-7454440,dev-4007365278,2024-03-31 00:00:00.000,1
CLM-974846332,"2024-04-03",ORD-3250186,DEV-1597255360,Software,med,1.0,3.0,no fault found,ORD-3250186,dev-1597255360,2024-04-03 00:00:00.000,0
CLM-740108142,"2025-01-04",ORD-3147450,DEV-9200258622,Software,med,1.0,,customer reports intermittent issue,ORD-3147450,dev-9200258622,2025-01-04 00:00:00.000,0
CLM-585991402,"10/01/2025",OR-5445374,DEV-6888854983,Physical Damage,low,0.0,5.0,,OR-5445374,dev-6888854983,2025-10-01 00:00:00.000,1
CLM-700962672,"2024-10-24",ORD-2894087,DEV-1017220472,Sound Distortion,high,1.0,10.0,repeat failure,ORD-2894087,dev-1017220472,2024-10-24 00:00:00.000,0
CLM-346275878,"2025-06-27",ORD-5665936,DEV-4524655168,Physical Damage,med,1.0,7.0,customer reports intermittent issue,ORD-5665936,dev-4524655168,2025-06-27 00:00:00.000,0
CLM-629089824,"2025-05-13",ORD-5755463,DEV-5705491685,Battery,low,0.0,7.0,customer reports intermittent issue,ORD-5755463,dev-5705491685,2025-05-13 00:00:00.000,0
CLM-878469364,"2025-05-06",ORD-9703270,DEV-5952735505,Sound Distortion,low,1.0,5.0,customer reports intermittent issue,ORD-9703270,dev-5952735505,2025-05-06 00:00:00.000,0
CLM-154042175,"2024-05-22",ORD-8411131,DEV-6597934134,Software,low,1.0,10.0,,ORD-8411131,dev-6597934134,2024-05-22 00:00:00.000,0
CLM-222776875,"2025-06-08",ORD-6918153,DEV-3123830957,,med,1.0,5.0,repeat failure,ORD-6918153,dev-3123830957,2025-06-08 00:00:00.000,0
CLM-503017467,"2024-03-11",ORD-8149775,DEV-9297445856,Software,med,0.0,5.0,,ORD-8149775,dev-9297445856,2024-03-11 00:00:00.000,0
CLM-319465914,"2025-10-26",ORD-1022103,DEV-2164542322,Software,high,1.0,5.0,,ORD-1022103,dev-2164542322,2025-10-26 00:00:00.000,0
CLM-126334240,"2024-02-23",ORD-8891176,DEV-4037123089,Connectivity,low,1.0,7.0,customer reports intermittent issue,ORD-8891176,dev-4037123089,2024-02-23 00:00:00.000,0
CLM-430912371,"2025-06-08",ORD-9337279,DEV-2820711364,Overheating,high,1.0,2.0,customer reports intermittent issue,ORD-9337279,dev-2820711364,2025-06-08 00:00:00.000,0
CLM-146804182,"2025-04-25",ORD-5190415,DEV-4254862837,Software,med,1.0,3.0,,ORD-5190415,dev-4254862837,2025-04-25 00:00:00.000,0
CLM-627891406,"10/02/2024",ORD-4147112,DEV-5117758404,Software,med,1.0,2.0,no fault found,ORD-4147112,dev-5117758404,2024-10-02 00:00:00.000,0
CLM-221582858,"2024-06-07",ORD-4767717,DEV-7602479109,,high,1.0,3.0,customer reports intermittent issue,ORD-4767717,dev-7602479109,2024-06-07 00:00:00.000,0
CLM-693519465,"2025-04-17",ORD-8185524,DEV-3783752814,Sound Distortion,critical,1.0,,customer reports intermittent issue,ORD-8185524,dev-3783752814,2025-04-17 00:00:00.000,0
CLM-337277232,"2025-02-01",ORD-1038541,DEV-5484140663,Battery,high,1.0,3.0,customer reports intermittent issue,ORD-1038541,dev-5484140663,2025-02-01 00:00:00.000,0
CLM-811468206,"2025-11-07",ORD-9246839,DEV-4717950116,Connectivity,med,0.0,3.0,customer reports intermittent issue,ORD-9246839,dev-4717950116,2025-11-07 00:00:00.000,0
CLM-964193656,"2024-10-03",ORD-6614335,DEV-5978162882,Battery,med,1.0,10.0,repeat failure,ORD-6614335,dev-5978162882,2024-10-03 00:00:00.000,0
CLM-975706488,"2024-08-08",ORD-5549753,DEV-7524339177,Software,low,0.0,3.0,customer reports intermittent issue,ORD-5549753,dev-7524339177,2024-08-08 00:00:00.000,0
CLM-779948853,"2025-05-28",ORD-5668604,DEV-5137524575,Physical Damage,low,1.0,5.0,customer reports intermittent issue,ORD-5668604,dev-5137524575,2025-05-28 00:00:00.000,0
CLM-569263349,"2024-03-25",ORD-6292321,DEV-3099158759,Physical Damage,low,1.0,5.0,no fault found,ORD-6292321,dev-3099158759,2024-03-25 00:00:00.000,0
CLM-282532864,"2025-01-08",ORD-2486449,DEV-9426013959,Overheating,low,0.0,10.0,no fault found,ORD-2486449,dev-9426013959,2025-01-08 00:00:00.000,0
CLM-871079952,"2024-10-10",ORD-7824021,DEV-5788746934,,low,1.0,10.0,customer reports intermittent issue,ORD-7824021,dev-5788746934,2024-10-10 00:00:00.000,0
CLM-188035566,"2024-11-25",ORD-8950778,DEV-3733094067,Software,med,1.0,5.0,customer reports intermittent issue,ORD-8950778,dev-3733094067,2024-11-25 00:00:00.000,0
CLM-489049341,"2024-01-14",ORD-1792919,DEV-1961163542,,low,1.0,2.0,customer reports intermittent issue,ORD-1792919,dev-1961163542,2024-01-14 00:00:00.000,0
CLM-764126449,"2025-03-10",ORD-5851845,DEV-1352609182,Sound Distortion,high,1.0,,,ORD-5851845,dev-1352609182,2025-03-10 00:00:00.000,0
CLM-357849470,"2025-12-21",ORD-2761424,DEV-4131652865,Battery,high,1.0,2.0,,ORD-2761424,dev-4131652865,2025-12-21 00:00:00.000,0
CLM-124387029,"2024-03-04",ORD-5961231,DEV-6915177571,Physical Damage,med,1.0,,no fault found,ORD-5961231,dev-6915177571,2024-03-04 00:00:00.000,0
CLM-235060565,"2025-09-27",ORD-5074317,DEV-3171809954,Software,med,1.0,5.0,customer reports intermittent issue,ORD-5074317,dev-3171809954,2025-09-27 00:00:00.000,0
CLM-492492969,"2025-12-18",ORD-4595900,DEV-9809744381,Connectivity,low,1.0,3.0,,ORD-4595900,dev-9809744381,2025-12-18 00:00:00.000,0
CLM-794435437,"2024-02-17",ORD-6694142,DEV-4337345484,Physical Damage,critical,0.0,10.0,customer reports intermittent issue,ORD-6694142,dev-4337345484,2024-02-17 00:00:00.000,0
CLM-516930149,"2025-03-13",ORD-8446259,DEV-5645352504,Software,,1.0,5.0,no fault found,ORD-8446259,dev-5645352504,2025-03-13 00:00:00.000,0
CLM-171871900,"10/06/2024",ORD-8626595,,Connectivity,med,0.0,5.0,no fault found,ORD-8626595,,2024-10-06 00:00:00.000,0
CLM-463321628,"2024-05-13",ORD-5923065,DEV-3546317206,Connectivity,med,1.0,3.0,no fault found,ORD-5923065,dev-3546317206,2024-05-13 00:00:00.000,0
CLM-786879921,"2025-06-03",ORD-3833857,,Connectivity,med,1.0,5.0,needs firmware,ORD-3833857,,2025-06-03 00:00:00.000,0
CLM-282840269,"2025-04-23",ORD-5515271,DEV-9578561596,Battery,low,1.0,2.0,repeat failure,ORD-5515271,dev-9578561596,2025-04-23 00:00:00.000,0
CLM-267312012,"2025-10-29",ORD-5063117,DEV-3973756409,Physical Damage,low,1.0,5.0,no fault found,ORD-5063117,dev-3973756409,2025-10-29 00:00:00.000,0
CLM-916680211,"09/14/2025",ORD-2242591,DEV-3071449429,Connectivity,low,0.0,10.0,customer reports intermittent issue,ORD-2242591,dev-3071449429,2025-09-14 00:00:00.000,0
CLM-440298709,"2024-07-09",ORD-5755911,DEV-5810034727,Sound Distortion,high,1.0,5.0,,ORD-5755911,dev-5810034727,2024-07-09 00:00:00.000,0
CLM-675153452,"2025-08-20",ORD-6577327,,Overheating,med,1.0,7.0,customer reports intermittent issue,ORD-6577327,,2025-08-20 00:00:00.000,0
CLM-495697078,"2025-10-25",ORD-5143750,DEV-8737543763,Physical Damage,high,0.0,5.0,,ORD-5143750,dev-8737543763,2025-10-25 00:00:00.000,0
CLM-521238913,"2025-06-26",ORD-6862603,DEV-9668490829,Software,med,1.0,5.0,customer reports intermittent issue,ORD-6862603,dev-9668490829,2025-06-26 00:00:00.000,0
CLM-872363151,"2024-08-16",ORD-8760485,DEV-9576673728,Software,,1.0,3.0,,ORD-8760485,dev-9576673728,2024-08-16 00:00:00.000,0
