update_id,device_id,update_ts,from_version,to_version,update_status,error_code
FWU-397288083,DEV-3632506192,2024-09-09 04:28:47,1.1.2,1.0.3,success,
FWU-378741993,DEV-8622075739,2025-09-03 08:01:04,,1.0.3,success,
FWU-747695400,DEV-6747047502,2025-02-16 22:48:10,2.0.0,1.0.8,success,
FWU-784536255,DEV-8133898714,2025-09-20 08:51:36,,1.1.2,success,
FWU-891154952,DEV-2577673505,2024-01-24 11:17:37,1.0.3,2.0.0,failed,
FWU-786918495,DEV-9824076491,07/10/2024 12:19,1.1.0,1.0.3,failed,E_TIMEOUT
FWU-689221207,DEV-9339205305,2024-06-26 21:34:39,1.0.8,1.0.3,success,
FWU-900695768,DEV-5803920361,2024-01-25 21:33:07,2.0.0,1.0.8,success,
FWU-165579213,DEV-9880581242,06/18/2024 22:37,1.1.2,1.1.0,success,
FWU-761345481,DEV-8426623021,2024-05-13 17:42:03,1.0.3,1.1.0,success,
FWU-842312302,DEV-7621386871,2024-06-25 16:11:17,1.0.8,1.0.3,success,
FWU-684725545,DEV-3500201717,2024-03-15 00:14:26,2.0.0,1.0.8,success,
FWU-925312295,DEV-9799988651,2024-03-19 17:19:09,1.0.8,1.1.0,success,
FWU-961697777,DEV-2828846847,2024-07-15 09:35:33,1.0.3,1.1.2,success,
FWU-427021627,DEV-3453500806,2024-12-08 18:55:12,2.0.0,1.1.2,success,
FWU-931818170,DEV-3559304524,04/20/2025 05:11,1.0.3,1.0.8,success,
FWU-736232982,,2025-03-12 04:11:21,2.0.0,2.0.0,success,
FWU-824060907,DEV-5158932325,2024-09-20 14:49:52,1.0.8,1.0.8,success,
FWU-521812930,DEV-9967589097,2024-01-07 03:30:12,1.1.0,1.0.8,success,
FWU-929051939,DEV-2634698294,2024-11-03 02:55:11,1.1.0,1.1.2,success,
FWU-543396210,DEV-7500223923,2024-04-05 13:53:46,1.0.3,1.1.2,success,
FWU-473175905,DEV-9298285671,2025-01-16 05:16:39,1.0.8,2.0.1,success,
FWU-994377227,DEV-7304486773,2024-11-25 02:07:59,2.0.0,1.1.0,,
FWU-507958865,DEV-5306783007,2025-05-31 07:57:06,1.1.2,1.0.3,success,
FWU-886549476,DEV-7761828774,2024-10-03 18:09:13,1.1.0,1.0.3,success,
FWU-341686332,DEV-4244182191,2025-07-04 09:57:04,1.0.8,2.0.1,success,
FWU-998991843,DEV-6321251544,2024-03-20 22:43:10,1.0.3,1.1.0,success,
FWU-818159102,DEV-4924345366,2024-11-25 02:10:34,1.0.8,1.0.3,success,
FWU-718822015,DEV-7013876615,2024-12-10 04:46:48,1.0.3,1.0.3,success,
FWU-228584487,DEV-3515878959,2024-06-21 22:30:19,1.0.3,1.1.2,success,
FWU-617048080,DEV-3431955284,2025-04-08 13:16:32,,2.0.0,success,
FWU-223790384,DEV-9664602501,2024-03-30 11:17:11,1.0.8,2.0.0,success,
FWU-147854050,DEV-6180633090,2025-03-10 10:36:50,1.0.3,1.0.3,failed,
FWU-139257578,DEV-5137524575,2025-04-27 14:34:39,1.0.3,2.0.0,success,
FWU-767509825,DEV-5062737215,2024-01-18 11:12:54,,2.0.1,success,
FWU-722168220,DEV-4862498392,07/14/2024 23:13,1.0.3,1.0.8,success,
FWU-876111468,DEV-4761577540,2024-06-18 10:02:17,1.0.8,2.0.0,success,
FWU-807780228,DEV-5090882170,2025-12-03 10:28:47,2.0.0,1.1.0,success,
FWU-968290641,DEV-3284394289,09/19/2024 08:01,1.1.0,1.0.3,success,
FWU-373928831,DEV-3598804887,2024-07-09 02:20:54,1.1.0,1.1.2,success,
FWU-879797540,DEV-1349078087,2024-06-07 08:04:59,1.1.2,1.1.2,success,
FWU-173619386,DEV-9441106275,12/12/2025 23:43,2.0.0,2.0.1,success,
FWU-408282119,DEV-8493135871,2025-07-20 05:37:27,1.0.8,2.0.1,success,
FWU-895702731,DEV-2373009289,2025-11-30 10:25:51,1.0.3,1.1.2,success,
FWU-477299739,DEV-9555146959,2025-10-16 15:55:09,2.0.0,1.1.2,success,
FWU-302407676,DEV-2448757826,2024-02-06 23:51:27,1.0.3,1.0.8,success,
FWU-122944402,DEV-8557855131,2024-01-13 06:20:29,1.0.3,2.0.1,success,
FWU-276970634,DEV-3210645019,2025-03-28 06:09:20,1.0.8,2.0.1,success,
FWU-823363743,DEV-2443650520,2025-07-24 02:10:11,2.0.0,2.0.0,success,
FWU-237718959,DEV-4280159652,2024-10-19 20:32:31,2.0.0,1.0.8,failed,E_STORAGE
FWU-369865730,DEV-9562653602,2025-07-31 16:01:20,1.1.2,1.0.8,success,
FWU-563910020,DEV-1463059034,2024-08-22 22:14:47,1.0.3,1.0.3,success,
FWU-601140202,DEV-9145477883,2024-08-28 10:41:06,1.0.8,1.1.2,success,
FWU-711386833,DEV-9032573130,11/21/2024 04:02,1.1.0,2.0.0,success,
FWU-656550043,DEV-2376758616,09/04/2024 21:22,1.0.3,1.1.0,success,
FWU-991695213,DEV-4657953422,2025-12-20 20:23:32,2.0.0,2.0.1,success,
FWU-836249836,DEV-2537152456,2025-11-11 08:46:38,1.0.8,1.1.2,success,
FWU-548665420,DEV-8246744776,2025-02-12 06:22:22,,1.0.3,success,
FWU-903458917,DEV-8280037425,2024-08-13 03:32:13,1.0.3,1.1.0,success,
FWU-130500581,DEV-9591113465,2024-05-16 05:47:24,1.1.0,1.1.0,success,E_STORAGE
FWU-643291043,DEV-2828846847,2024-02-29 07:13:05,2.0.0,1.1.0,failed,E_TIMEOUT
FWU-839012259,DEV-4682713010,2025-12-26 08:55:32,1.1.0,1.0.3,success,
FWU-871214920,DEV-9045252906,2024-09-10 18:14:10,,1.1.0,success,
FWU-410642067,DEV-8874766449,2025-10-25 17:58:51,1.1.0,1.0.8,success,
FWU-608711423,DEV-1889344188,2025-03-31 11:26:53,1.1.2,2.0.1,success,
FWU-540358106,DEV-4889726996,2025-05-06 14:58:29,,1.1.2,success,
FWU-693963912,DEV-5339006392,2025-10-05 02:06:56,1.0.3,1.0.8,success,
FWU-556634776,DEV-8114535983,2024-10-09 00:31:46,1.0.3,2.0.0,success,
FWU-649722454,DEV-1865572377,2025-07-21 16:52:11,,2.0.1,success,
FWU-199138206,DEV-8114965163,2025-01-02 16:12:29,1.0.8,1.0.3,success,
FWU-404576767,DEV-6261061689,2025-04-25 17:49:42,,1.1.0,success,
FWU-802743081,DEV-7828734992,2024-01-14 14:44:00,2.0.0,1.1.0,success,
FWU-185279013,,2024-11-10 00:02:22,1.0.3,2.0.0,success,
FWU-896249822,DEV-1519737760,2025-01-06 11:27:09,1.1.2,2.0.1,success,
FWU-217529903,DEV-1199731779,2025-11-19 06:48:36,2.0.0,2.0.0,success,
FWU-190853697,DEV-1084645542,2024-09-13 14:35:27,1.1.2,1.0.8,success,
FWU-148807026,DEV-4111771399,2024-05-10 20:52:01,1.1.0,2.0.1,success,
FWU-580982107,DEV-2545396767,2025-09-11 08:53:04,1.1.0,1.1.2,success,
FWU-574011509,,2024-01-15 07:03:18,1.0.8,1.0.3,success,
FWU-953669468,DEV-1735791929,2024-08-17 10:08:59,1.0.8,2.0.0,success,
FWU-156175639,DEV-4849328874,2024-11-28 04:47:47,,2.0.1,success,
FWU-422518992,DEV-3976987174,2024-07-16 15:07:11,1.1.2,1.0.3,success,
FWU-617193497,,12/21/2025 21:36,1.0.8,1.0.8,success,
FWU-376877863,DEV-8939399474,2025-12-07 16:57:30,1.0.8,2.0.1,success,
FWU-412207731,DEV-3391599484,2024-12-07 03:24:26,1.0.3,1.0.8,success,
FWU-291267652,DEV-9048023980,2025-06-22 19:49:38,1.1.2,1.0.8,success,
FWU-979745026,DEV-1571692538,2025-07-26 08:26:46,1.1.0,2.0.1,success,
FWU-691072537,DEV-4047136313,2025-11-12 10:17:03,2.0.0,2.0.0,success,
FWU-100469544,DEV-7915713382,2025-12-16 15:04:50,2.0.0,1.0.8,success,
FWU-887189781,DEV-9903201136,2024-08-20 13:18:43,1.1.0,1.1.2,success,
FWU-381494736,DEV-1865572377,2025-02-04 05:12:25,,2.0.0,success,
FWU-237544531,DEV-8565671078,2024-09-24 08:39:35,1.1.2,1.0.3,success,
FWU-167500948,DEV-8893245468,2024-11-21 20:55:36,1.0.3,1.1.0,success,
FWU-954261161,DEV-5598630149,2024-07-31 08:59:04,,1.0.8,success,
FWU-223029131,DEV-7936109089,2024-02-23 05:50:55,1.1.2,2.0.0,success,
FWU-771351418,DEV-7624017564,2024-09-26 07:40:55,1.1.0,2.0.0,failed,E_STORAGE
FWU-314874728,DEV-8928060173,2025-10-05 04:59:30,1.1.0,2.0.1,,
FWU-742027484,DEV-6278151781,2025-07-01 01:53:46,1.0.3,1.0.8,failed,
FWU-739713587,DEV-4112578304,09/01/2024 00:02,2.0.0,1.1.2,partial,E_STORAGE
FWU-944972212,DEV-8753964973,2024-07-17 12:21:58,1.1.2,1.1.0,success,
FWU-766449118,DEV-3517811445,2025-07-24 10:41:17,2.0.0,1.1.0,success,
FWU-780309898,DEV-2468416237,2024-02-19 08:14:03,1.1.0,2.0.0,failed,
FWU-434402234,DEV-3407096630,2024-07-30 03:16:37,1.0.8,1.0.8,success,
FWU-245309773,DEV-5090882170,2024-10-14 02:48:38,2.0.0,1.1.2,success,
FWU-737964666,DEV-4955326477,2024-07-26 23:45:21,1.1.2,1.1.0,failed,E_STORAGE
FWU-469263448,DEV-9124242720,2024-06-29 21:35:38,2.0.0,2.0.1,success,
FWU-740971531,DEV-8211408444,2024-09-25 14:34:38,,1.1.2,success,
FWU-976891781,DEV-7624475354,2025-06-10 15:42:22,1.1.2,1.0.3,success,
FWU-189190613,DEV-2870942080,2025-10-17 14:48:14,,1.1.0,success,
FWU-839935864,DEV-9629259539,2024-06-29 15:00:02,1.1.2,1.0.3,success,
FWU-262792658,DEV-3412836818,2024-04-14 18:54:55,1.1.2,1.0.3,success,
FWU-946397655,DEV-5159638019,2025-05-01 16:26:21,,1.1.0,success,
FWU-236279711,DEV-4408813691,2024-08-31 01:11:52,1.1.0,1.0.3,success,
FWU-671912671,DEV-8209619632,10/16/2024 14:42,1.1.0,2.0.0,success,
FWU-607546175,DEV-9358480505,2024-05-09 04:30:22,1.1.2,1.1.0,success,
FWU-453509841,DEV-5626383982,2024-09-06 23:20:19,2.0.0,1.0.3,success,
FWU-166131348,DEV-5459910441,2024-03-03 03:59:47,1.1.0,2.0.1,success,
FWU-659127201,DEV-2869048835,2024-02-12 10:43:00,1.1.0,1.1.2,success,
FWU-763139397,DEV-7365598878,2024-02-22 08:55:20,2.0.0,2.0.1,success,E_STORAGE
FWU-341106708,DEV-4620945950,2025-02-14 02:28:31,1.0.8,1.1.2,success,
FWU-137342916,DEV-7693519702,2025-08-27 04:41:40,1.0.8,1.1.0,success,
FWU-431453055,DEV-9062578894,2025-04-20 23:42:10,,1.0.8,success,
FWU-634623487,DEV-5220141649,2024-01-12 01:15:19,1.0.3,2.0.1,success,
FWU-196662774,DEV-8486511580,2024-12-27 14:38:19,1.0.3,1.0.3,success,
FWU-932052097,DEV-7802866009,2024-05-13 06:10:39,,1.0.3,success,
FWU-720152513,DEV-8211882236,2024-06-03 00:50:36,1.1.0,1.0.8,failed,E_STORAGE
FWU-792177740,DEV-2982037780,2024-10-05 06:31:57,2.0.0,1.0.8,success,
FWU-638146279,DEV-5312409986,2024-09-07 03:10:08,1.1.0,2.0.0,,
FWU-271522025,DEV-8076772770,2025-06-18 05:32:16,,2.0.1,success,
FWU-443987157,DEV-1349037673,2025-07-29 12:55:45,,2.0.1,success,
FWU-256770481,DEV-8428794253,2024-02-04 09:15:44,1.0.8,2.0.1,success,
FWU-476217385,DEV-4529634344,2025-08-27 13:36:53,2.0.0,2.0.0,success,
FWU-848974858,DEV-6044305807,2024-12-03 05:36:50,1.0.3,1.1.2,success,
FWU-767654384,DEV-7868170070,2025-01-12 08:21:18,2.0.0,1.0.3,success,
FWU-950466198,DEV-3094381758,2025-05-14 23:20:35,1.1.0,1.1.2,success,
FWU-694274758,DEV-6234250623,2025-03-11 10:20:44,1.1.2,1.0.8,success,
FWU-173441092,DEV-5352026782,2025-08-27 20:21:52,1.1.2,2.0.0,success,
FWU-427416465,DEV-8714804210,2025-09-17 17:49:12,,1.1.2,failed,E_STORAGE
FWU-169468232,,2024-06-26 04:51:11,2.0.0,2.0.1,success,
FWU-934920020,DEV-9281205808,2025-10-26 03:56:28,1.1.0,1.0.3,success,
FWU-919710198,DEV-8440524487,2025-12-15 07:00:50,1.1.0,1.1.0,success,
FWU-249136150,DEV-3884603338,2025-10-11 22:38:27,1.0.3,2.0.1,success,
FWU-500899123,DEV-1496510785,2025-01-09 16:51:26,2.0.0,1.0.3,success,
FWU-451437478,DEV-3681957405,2025-05-08 08:44:13,2.0.0,2.0.0,success,
FWU-134215960,DEV-3820946503,2025-01-26 07:12:40,1.0.8,2.0.1,success,
FWU-614244430,DEV-8524035112,2025-04-01 21:24:16,1.0.8,2.0.1,failed,E_BT
FWU-880845145,DEV-5738967614,2025-05-09 22:36:32,2.0.0,2.0.0,success,
FWU-274739621,DEV-3274746649,2024-08-19 12:08:11,,1.1.0,success,
FWU-424966015,DEV-4293334422,2024-06-22 04:23:30,1.0.8,1.0.3,success,
FWU-942533026,DEV-9725371159,2024-09-03 16:16:44,1.0.3,1.1.0,success,
FWU-118797673,DEV-1637894077,2025-12-11 19:58:40,1.0.3,1.0.8,success,
FWU-322303940,DEV-5003909385,2025-10-29 10:46:39,1.0.3,1.0.8,success,
FWU-870548972,DEV-7719333478,2024-06-05 02:24:53,2.0.0,1.0.3,success,
FWU-238815265,DEV-5175255343,01/28/2025 13:08,1.1.0,1.1.2,success,
FWU-910357304,DEV-4548412839,2024-01-13 20:42:17,,1.0.8,success,
FWU-278547092,DEV-9220036728,2025-10-02 03:37:55,1.0.3,2.0.0,success,
FWU-672931199,DEV-6940226850,2025-08-21 00:54:58,1.1.2,1.0.3,success,
FWU-980837788,DEV-6947376016,03/27/2024 20:07,1.1.0,2.0.1,success,
FWU-454942082,DEV-8796020741,2025-04-23 01:00:08,1.0.8,1.1.0,failed,E_TIMEOUT
FWU-190193704,DEV-4995004351,2024-10-17 14:21:14,1.0.8,1.1.0,failed,
FWU-406458331,DEV-6078059649,2025-09-17 05:37:22,1.1.0,2.0.1,success,
FWU-818414871,DEV-1602791074,2025-11-13 20:43:47,1.1.0,2.0.0,success,
FWU-608437266,DEV-1131837089,2024-10-05 14:28:50,2.0.0,1.0.8,success,
FWU-336526820,DEV-4436424675,2025-11-01 14:00:31,1.1.0,2.0.1,success,
FWU-322588738,DEV-1012689744,2025-02-28 05:00:35,1.1.0,1.1.2,failed,
FWU-299255059,DEV-3217628967,2024-08-15 11:19:39,2.0.0,1.1.2,success,
FWU-473960657,DEV-1866365710,2024-12-25 06:30:04,1.0.3,1.1.0,success,
FWU-786372045,DEV-7038056729,2024-07-31 16:54:13,2.0.0,1.0.8,success,
FWU-680360888,DEV-2673143473,2025-05-03 09:13:49,,1.1.2,success,
FWU-350423496,DEV-5553832319,2025-04-26 12:35:57,1.1.2,1.1.0,success,
FWU-530097473,DEV-6694979284,2024-09-20 08:38:30,1.0.8,2.0.1,success,
FWU-460079893,DEV-7618444313,2025-11-02 20:22:47,1.0.8,1.1.2,success,
FWU-592754686,DEV-4640655106,2025-10-28 10:33:10,1.0.3,1.0.8,,
FWU-186124021,DEV-5681954288,2025-12-19 18:09:25,1.0.8,2.0.1,partial,E_PWR
FWU-114644880,DEV-9355830578,2024-01-03 03:18:37,2.0.0,1.1.0,success,
FWU-173063314,DEV-7075558807,2025-07-23 13:07:00,1.0.8,1.0.3,success,
FWU-101036168,DEV-4141796081,2025-05-02 17:57:24,1.0.8,1.0.8,success,
FWU-625840442,DEV-3565381205,2025-07-30 00:42:39,,2.0.0,success,
FWU-296637018,DEV-7214714896,2025-09-15 16:32:59,2.0.0,1.1.2,success,
FWU-336753372,,2025-09-30 11:27:57,1.1.0,1.0.8,success,
FWU-311566651,DEV-1280643955,2025-10-11 02:12:40,1.1.2,2.0.1,success,
FWU-589602834,DEV-6199945130,2024-03-24 21:35:35,1.1.0,1.0.8,success,
FWU-867592086,,2024-04-28 07:09:57,,1.1.0,success,
FWU-360212839,DEV-5736318153,2024-01-16 08:55:00,1.0.3,1.1.0,success,
FWU-205119401,,2025-11-09 04:47:58,2.0.0,1.0.8,success,
FWU-472360643,DEV-5076766763,2025-08-30 00:51:36,,1.1.2,success,
FWU-883186532,DEV-6512873698,2025-01-12 06:07:23,,1.1.0,success,
FWU-308082061,DEV-4755200762,06/21/2024 21:45,2.0.0,1.1.0,partial,E_BT
FWU-242108051,DEV-7409600629,2025-06-19 07:45:42,2.0.0,1.0.3,success,
FWU-393738723,DEV-2751248685,2025-02-01 07:36:20,,1.1.2,partial,E_BT
FWU-155282487,DEV-1489894050,2025-04-18 10:30:24,1.1.2,1.0.3,success,
FWU-955003339,DEV-9957936587,2024-09-26 18:59:28,1.1.0,1.1.0,failed,E_TIMEOUT
FWU-371711299,DEV-3491250409,2025-06-03 16:12:49,2.0.0,2.0.1,,
FWU-274695587,DEV-9365097434,2024-03-02 00:28:39,1.0.8,1.1.2,success,
FWU-693845774,DEV-8828963791,2025-03-14 13:41:27,1.1.0,1.1.0,success,
FWU-888402441,DEV-9856139720,2025-08-13 21:05:55,1.0.8,1.0.8,success,
FWU-124048708,DEV-9738035271,2025-08-16 22:31:06,1.0.3,1.0.3,success,
FWU-103848574,DEV-1044284456,2025-01-10 22:38:45,1.1.0,1.0.8,success,
FWU-990189517,DEV-6276215470,2024-12-04 03:33:11,1.0.8,1.0.8,success,
FWU-309544149,DEV-6958524697,2024-10-12 21:14:01,1.0.8,1.1.0,success,
FWU-787099928,DEV-8967117616,2025-06-09 06:58:06,2.0.0,1.0.3,success,
FWU-727117773,DEV-8927528598,2024-03-28 18:05:32,1.0.8,1.0.3,success,
FWU-155090555,DEV-4425150807,2025-08-27 09:42:05,1.1.2,2.0.0,failed,
FWU-392073498,DEV-8428129738,10/23/2025 20:16,2.0.0,2.0.1,success,
FWU-253198021,DEV-8692015091,2025-06-11 05:40:25,1.1.2,1.0.3,success,
FWU-695125797,DEV-5260977715,2024-12-27 08:57:57,,1.0.8,success,
FWU-859119213,DEV-8449075755,2025-08-22 07:33:00,,1.0.3,partial,E_BT
FWU-794691776,,2025-11-25 21:54:45,1.0.8,2.0.1,success,
FWU-471041727,DEV-7412441262,2024-11-02 19:33:12,1.0.8,1.0.3,success,
FWU-409556578,DEV-5005835472,2025-10-14 17:07:54,1.0.3,1.1.2,success,
FWU-759859971,DEV-8582205949,2024-02-27 22:38:57,1.1.2,2.0.0,success,
FWU-729912821,DEV-6265795062,2024-06-28 21:46:07,1.1.0,1.0.3,success,
FWU-239319948,DEV-3988251428,2025-12-20 16:15:45,2.0.0,1.1.0,success,
FWU-618126244,DEV-9099990631,2025-01-20 16:27:55,,1.0.8,success,
FWU-802071417,DEV-1067004521,2024-10-03 14:08:22,,1.1.0,success,
FWU-925609185,DEV-4920288161,2024-09-20 17:12:38,1.0.3,1.1.0,success,
FWU-213454658,DEV-1084645542,2024-07-20 19:54:28,1.0.3,1.0.8,success,
FWU-858965650,DEV-6128034999,2025-10-19 01:07:55,1.0.3,1.1.2,failed,E_STORAGE
FWU-519966655,DEV-3286531513,2024-11-30 07:34:49,,2.0.1,success,
FWU-330371611,DEV-3161561966,2025-01-21 09:54:04,1.0.3,1.0.8,success,
FWU-934692025,DEV-7494905885,2025-01-03 09:19:09,1.1.0,2.0.1,success,
FWU-760634092,DEV-2026653930,2025-05-13 05:59:25,1.1.2,1.1.0,success,
FWU-514210314,DEV-3789176761,2024-10-08 12:18:04,,1.0.3,success,
FWU-155042779,DEV-3477391220,2024-05-16 22:11:31,,2.0.1,success,
FWU-864239521,DEV-5877125790,2024-04-18 00:38:59,1.0.3,1.1.0,success,
FWU-317709270,DEV-7733093392,2024-02-24 04:31:18,1.1.0,1.1.0,success,
FWU-569855015,DEV-1357932716,2025-12-27 12:42:11,1.0.3,1.0.3,success,
FWU-393044576,DEV-9900834623,2025-07-15 07:23:02,1.0.3,1.0.3,success,
FWU-218254087,DEV-8531385585,2024-06-11 17:13:07,1.0.3,2.0.0,success,
FWU-287537623,DEV-8682365561,2025-04-03 05:35:05,1.1.0,2.0.1,success,
FWU-916964699,DEV-9210660829,2025-05-27 15:17:44,1.1.2,1.1.2,success,
FWU-985903975,DEV-7602101390,2025-05-09 03:32:57,1.0.8,2.0.1,success,
FWU-252654592,DEV-8488673295,2024-05-15 23:27:58,,1.1.2,success,
FWU-943942736,DEV-9635112443,2025-05-27 02:27:50,1.1.0,2.0.0,success,
FWU-198509629,DEV-5757812131,2024-11-28 04:11:49,2.0.0,1.0.8,success,
FWU-719966821,DEV-8756691494,2025-01-30 05:36:05,,2.0.1,success,
FWU-125836000,DEV-2940497840,2025-09-28 01:12:45,2.0.0,2.0.1,success,
FWU-528067408,DEV-3308457510,2024-05-03 21:34:34,,1.0.3,success,
FWU-226065399,DEV-1292536047,2025-07-20 16:30:32,1.0.8,1.0.8,success,
FWU-419417826,DEV-7109184272,2024-02-27 01:09:20,1.0.8,2.0.0,success,
FWU-123995320,DEV-6207207820,05/13/2024 22:45,1.0.8,2.0.1,success,
FWU-987493000,DEV-4296568048,05/23/2025 07:51,1.1.0,1.1.2,success,
FWU-810050434,DEV-3575119409,2025-06-08 04:59:41,2.0.0,2.0.0,partial,E_STORAGE
FWU-473734803,DEV-3355435988,2025-05-19 09:18:23,1.1.0,1.1.0,success,
FWU-184717855,DEV-3918660006,2025-05-02 00:09:40,1.1.0,1.1.0,success,
FWU-162556629,DEV-7304085815,2024-03-19 11:04:35,2.0.0,2.0.1,success,
FWU-706259313,,07/19/2025 17:51,1.1.0,1.1.2,success,
FWU-143983821,DEV-9313827288,2024-10-18 23:41:17,1.0.3,2.0.1,success,
FWU-268514754,DEV-9751924729,2024-09-14 07:17:47,2.0.0,2.0.1,,
FWU-484089960,DEV-7048207695,2024-05-21 13:07:33,1.0.8,1.0.8,success,
FWU-975822299,DEV-2934753202,07/21/2024 05:36,1.0.3,1.0.3,success,
FWU-249809754,DEV-4936853542,2024-03-15 19:06:30,1.0.3,1.1.0,success,
FWU-504853533,DEV-2667656096,2024-12-05 08:37:20,1.1.0,2.0.1,success,
FWU-489954353,DEV-1026461130,2024-03-11 12:00:40,,2.0.0,failed,E_STORAGE
FWU-173461977,DEV-2429769359,2025-07-19 04:39:53,1.1.2,1.1.0,success,
FWU-402555498,DEV-4389728820,2024-12-13 23:45:09,1.1.2,1.0.3,success,E_TIMEOUT
FWU-107782999,DEV-6812514083,2025-08-11 19:56:43,1.0.3,1.0.3,success,
FWU-890623962,DEV-1449733614,2024-04-21 23:06:39,1.0.3,1.0.3,success,
FWU-498438223,DEV-6124720437,12/14/2025 01:08,1.1.0,1.1.2,success,
FWU-195685060,DEV-2940497840,2024-07-19 12:01:06,1.1.2,2.0.1,success,
FWU-533312527,,2024-11-29 12:52:54,1.0.3,2.0.1,success,
FWU-244162216,DEV-7616854389,2025-07-21 06:12:43,1.0.3,1.1.0,success,
FWU-156930071,DEV-7265912868,2024-09-12 07:31:46,,1.1.2,success,E_STORAGE
FWU-288141477,DEV-4981041768,2025-06-01 14:58:31,,1.1.0,success,
FWU-602413221,DEV-9762875042,2025-12-02 01:34:50,1.0.8,1.0.3,success,
FWU-481426845,DEV-2895713954,2024-11-17 02:45:29,1.0.3,1.1.0,success,
FWU-415265908,DEV-2636257705,2025-12-15 21:36:08,1.1.2,1.1.0,success,
FWU-267995373,DEV-3604827192,2024-01-05 13:09:40,,2.0.0,success,
FWU-670149421,DEV-2755013712,2025-06-08 01:22:18,1.1.2,1.0.3,success,
FWU-810161011,DEV-7158510019,2024-12-23 08:21:23,1.0.8,1.0.8,success,
FWU-324822645,DEV-4636950037,2025-07-03 20:24:01,1.1.2,2.0.1,failed,E_PWR
FWU-206939404,DEV-1354839798,2024-10-12 02:50:14,1.1.0,2.0.1,success,
FWU-542631987,DEV-8434622940,2025-09-30 16:25:03,1.0.3,2.0.0,success,
FWU-192202617,DEV-6075384190,2025-02-05 01:45:09,2.0.0,1.1.2,success,
FWU-573560059,DEV-3658182576,2024-11-09 03:53:15,1.0.3,1.1.0,success,
FWU-934478262,DEV-8116348674,2025-10-08 13:30:18,,2.0.1,success,
FWU-271450932,DEV-3053910626,2024-03-31 23:48:41,1.0.8,1.1.0,success,
FWU-457247214,DEV-4507578664,2024-10-18 08:23:22,1.1.2,2.0.0,success,
FWU-461578968,DEV-9341579935,10/18/2024 10:46,1.0.8,2.0.1,success,
FWU-615666699,DEV-1905193382,2024-10-22 16:35:31,1.1.0,1.1.2,success,
FWU-293031809,DEV-2961956579,2024-09-07 02:05:25,1.1.0,2.0.1,success,
FWU-470100577,DEV-1203048629,2024-11-11 14:42:54,,1.0.3,success,
FWU-934518212,DEV-2401321791,2024-11-07 20:40:10,2.0.0,1.0.8,partial,E_TIMEOUT
FWU-997786704,DEV-9462596807,2025-08-06 12:10:21,,1.1.0,success,
FWU-985406883,DEV-6732808871,2025-01-30 07:08:13,1.1.0,1.0.3,success,
FWU-693176139,DEV-7384595237,2024-07-03 21:37:56,1.1.2,1.0.3,success,
FWU-190622604,DEV-4092311215,2025-10-16 06:51:05,1.0.8,1.1.2,success,
FWU-331241952,DEV-5393036949,2025-08-02 17:00:03,2.0.0,1.1.2,success,
FWU-772650634,DEV-6823336672,2024-04-05 12:42:37,1.0.8,1.0.3,success,
FWU-973494374,DEV-7667720127,2025-04-25 00:19:15,1.0.8,1.1.0,success,
FWU-236989160,DEV-7623921861,2024-05-04 17:33:17,1.1.0,1.0.3,success,
FWU-580743085,DEV-2197380053,2025-07-17 04:27:04,1.1.2,1.0.8,failed,E_BT
FWU-693422228,DEV-1024872588,2025-07-08 04:14:35,2.0.0,1.1.0,success,
FWU-610156059,DEV-3880901979,2025-10-20 23:45:50,1.1.2,1.0.3,success,
FWU-373330383,DEV-8235784019,2024-07-09 11:55:35,,2.0.0,success,
FWU-156257401,DEV-3638670490,2025-04-21 15:18:39,,1.0.3,failed,E_STORAGE
FWU-539472933,DEV-1352609182,2025-08-29 11:13:48,1.0.8,1.0.3,success,
FWU-249984622,DEV-9926600235,2024-02-11 04:01:13,1.0.3,1.1.2,success,
FWU-903831649,DEV-2638454852,2024-08-15 19:44:37,1.0.8,1.1.2,success,
FWU-528118018,DEV-7956619498,2024-02-18 19:37:10,1.0.8,2.0.1,partial,E_STORAGE
FWU-756332194,DEV-9049866186,2024-04-24 13:31:56,,1.1.2,success,
FWU-204096673,DEV-3438768221,2024-08-27 01:41:16,1.0.3,1.1.0,success,
FWU-996268601,DEV-5253940027,2025-11-13 21:08:49,1.0.8,2.0.0,success,
FWU-187175727,DEV-2719752456,2025-07-07 04:37:35,,2.0.0,success,
FWU-357197938,DEV-6624524045,2024-05-28 22:35:53,1.0.3,1.0.8,success,
FWU-568113681,DEV-4008972382,2024-05-14 21:26:28,1.1.0,1.1.2,success,
FWU-448544785,DEV-4820638986,2024-12-13 19:59:34,1.1.2,1.0.8,success,
FWU-202281736,DEV-8521125699,2025-09-29 02:43:22,1.0.3,2.0.1,success,
FWU-895039905,DEV-4039672520,2024-10-15 18:27:52,1.1.2,1.1.0,success,
FWU-971834452,DEV-1173417196,2024-01-13 15:21:37,1.0.8,2.0.0,success,
FWU-316919748,DEV-9441206219,2024-07-10 13:32:05,,2.0.0,success,
FWU-125496982,DEV-4678366905,2025-08-06 02:41:57,,1.0.8,success,
FWU-289435633,DEV-9059268380,2024-08-03 12:07:19,,2.0.1,success,
FWU-133852904,DEV-5852450204,2024-05-21 11:24:47,,1.1.2,success,
