device_id,product_id,model_name,hw_revision,manufacture_lot,activated_date
DEV-1349410984,PRD-66155,QC45,B,LOT-795474,2025-04-25
DEV-2184451947,PRD-66155,QC45,C,LOT-711053,2024-11-05
DEV-4560282045,PRD-23104,Wave Plus,A,LOT-564018,2025-12-15
DEV-2834265521,PRD-40784,Portable PA X,B,LOT-142879,10/04/2025
DEV-1609973670,PRD-66155,QC45,B,LOT-532026,2024-01-02
DEV-3457197399,PRD-66155,Studio Pro,D,LOT-752641,2024-09-14
DEV-3873749131,PRD-66155,QC45,A,LOT-371015,2024-04-19
DEV-1303784825,PRD-66155,Studio Pro,C,LOT-313836,2025-08-13
DEV-4657459738,PRD-66155,QC45,D,LOT-818931,2024-07-17
DEV-2271512506,PRD-99353,QC45,A,LOT-565579,2024-09-08
DEV-5344261241,PRD-66155,Studio Pro,C,LOT-981534,08/13/2025
DEV-2973744900,PRD-63354,Quiet Buds,C,LOT-594229,2025-05-14
DEV-6133543820,PRD-99353,QC Ultra,C,LOT-320677,2024-03-17
DEV-1201060627,PRD-10425,Studio Pro,B,LOT-241125,2025-03-11
DEV-7321681216,PRD-99353,QC45,B,LOT-639093,2025-10-31
DEV-1856084210,PRD-66155,QC45,A,LOT-647246,2024-02-28
DEV-9487334414,PRD-71348,QC45,B,LOT-161269,09/16/2024
DEV-5259653772,PRD-66155,QC Ultra,A,,
DEV-2367769614,PRD-17100,Quiet Buds,B,LOT-739937,2025-05-20
DEV-2795918472,PRD-41385,QC Ultra,A,LOT-884791,2024-03-19
DEV-9984877779,PRD-24371,QC Ultra,A,LOT-399440,2024-06-01
DEV-5621099666,PRD-66155,QC Ultra,C,LOT-274777,2024-10-25
DEV-5578564855,PRD-71348,QC45,C,LOT-892094,2024-11-09
DEV-5575540948,PRD-71348,QC45,,LOT-705297,2025-11-12
DEV-6086292414,PRD-74799,Aviation A20,C,LOT-203773,2024-09-04
DEV-4597933111,PRD-41385,QC45,D,LOT-952462,2025-07-06
DEV-4448781108,PRD-17100,Sport Buds,B,LOT-216970,2025-12-27
DEV-9160257036,PRD-10425,QC45,A,LOT-770346,2025-11-03
DEV-6169242767,PRD-66155,Studio Pro,B,LOT-268329,2025-09-10
DEV-5852419879,PRD-81511,Soundbar 600,D,LOT-763758,2024-08-27
DEV-5514050134,PRD-63354,Air Mini,B,,
DEV-2457584657,PRD-99353,Studio Pro,A,LOT-116048,2025-07-04
DEV-1048782226,PRD-65518,Theater Kit X,B,,2024-09-09
DEV-1524295007,PRD-66155,Studio Pro,C,LOT-748433,2025-02-04
DEV-5967841391,PRD-24371,QC45,C,LOT-964707,2024-12-18
DEV-7789078252,PRD-99353,QC45,A,LOT-216897,2024-11-08
DEV-9182107398,PRD-66155,QC45,B,LOT-829879,
DEV-5165310015,PRD-66155,QC Ultra,B,LOT-350573,2025-12-10
DEV-4064993553,PRD-10074,QC45,D,LOT-381514,2024-06-24
DEV-6514461953,PRD-12757,QC Ultra,D,LOT-542880,2024-11-28
DEV-6455342125,PRD-71348,QC Ultra,C,LOT-992659,2025-01-18
DEV-1535635514,PRD-66155,Studio Pro,C,LOT-948946,07/20/2024
DEV-6358287612,PRD-66155,QC45,D,LOT-943233,2025-09-02
DEV-8193962252,PRD-24371,Studio Pro,D,LOT-966246,2024-06-11
DEV-9089817310,PRD-66155,QC Ultra,B,LOT-570566,2025-10-23
DEV-4314879951,PRD-66155,QC Ultra,A,LOT-816607,
DEV-4584771588,PRD-10425,Studio Pro,A,LOT-275604,2025-01-10
DEV-7798296536,PRD-71348,QC45,D,LOT-123598,2025-09-30
DEV-7664138655,PRD-66155,QC Ultra,B,LOT-275341,2024-09-29
DEV-5015458111,PRD-64040,Soundbar 900,B,LOT-378647,2024-03-05
DEV-3209109233,PRD-71348,Studio Pro,,LOT-507163,2025-04-07
DEV-5211943197,PRD-10074,QC Ultra,A,LOT-325478,2024-05-10
DEV-3568700310,PRD-66155,QC45,C,LOT-266413,2025-08-26
DEV-3367826063,PRD-10074,QC Ultra,D,LOT-527540,2024-10-30
DEV-8399917820,PRD-65461,Studio Pro,A,LOT-443001,2024-09-15
DEV-9680385424,PRD-38080,Studio Pro,C,LOT-342954,2025-11-03
DEV-7842986651,PRD-66155,Studio Pro,D,LOT-479573,2024-02-04
DEV-9735261623,PRD-10425,Studio Pro,A,LOT-676879,2024-04-23
DEV-7338624480,PRD-66155,QC45,B,LOT-693875,2024-02-09
DEV-3523095218,PRD-66155,QC Ultra,A,,2024-12-02
DEV-7345071221,PRD-12757,Studio Pro,B,LOT-569470,2025-01-11
DEV-5613318907,PRD-66155,QC45,A,LOT-337975,2024-11-25
DEV-2444920194,PRD-10074,QC45,B,LOT-418438,2025-11-24
DEV-5087322663,PRD-12757,QC45,B,LOT-138965,2025-05-14
DEV-8440524487,PRD-65461,QC Ultra,D,LOT-835710,2025-11-21
DEV-5705890850,PRD-66155,Studio Pro,B,LOT-504363,2024-11-16
DEV-7077573951,PRD-24371,Studio Pro,B,LOT-428916,
DEV-1916215371,PRD-68008,Aviation Pro X,A,LOT-412039,2024-04-24
DEV-7935537533,PRD-12757,QC Ultra,C,LOT-419340,2024-07-27
DEV-8528971551,PRD-66155,Studio Pro,B,LOT-168258,2024-01-11
DEV-6243124294,PRD-66155,Studio Pro,B,,2024-04-10
DEV-8789640689,PRD-71348,Studio Pro,D,LOT-227516,2024-03-24
DEV-8845842942,PRD-74799,Aviation Pro X,A,LOT-545820,2024-11-21
DEV-4948369099,PRD-79329,Pulse S,C,LOT-260829,2024-07-24
DEV-6556823939,PRD-66155,QC45,C,LOT-871093,2024-07-31
DEV-3849423879,PRD-49117,QC45,C,LOT-386517,2024-07-05
DEV-5211407954,PRD-71348,Studio Pro,B,LOT-456777,2025-12-29
DEV-1875137111,PRD-24371,Studio Pro,C,LOT-578733,2024-03-11
DEV-6165181869,PRD-41385,QC45,C,LOT-457191,2025-04-01
DEV-3284394289,PRD-66155,Studio Pro,D,LOT-514247,2024-05-21
DEV-2073157683,PRD-66155,Studio Pro,A,LOT-295004,2024-03-04
DEV-9383763073,PRD-63354,Sport Buds,C,LOT-768497,2025-07-09
DEV-4977500692,PRD-66155,QC45,D,LOT-438700,2024-10-23
DEV-1774588144,PRD-24371,QC Ultra,B,LOT-168240,
DEV-9315257203,PRD-23104,Wave Plus,D,LOT-386928,2025-02-23
DEV-8798941782,PRD-39154,Theater Kit X,A,LOT-679837,2025-05-05
DEV-8894042893,PRD-24371,Studio Pro,A,LOT-808017,07/05/2025
DEV-7238229277,PRD-66155,Studio Pro,C,LOT-232017,2025-09-04
DEV-2216390638,PRD-66155,QC Ultra,B,LOT-410488,2024-06-27
DEV-1332428313,PRD-66155,QC Ultra,C,LOT-441123,06/11/2025
DEV-6218194119,PRD-66155,QC Ultra,A,LOT-460884,2024-03-11
DEV-3691496868,PRD-49117,Studio Pro,B,LOT-621644,2024-06-05
DEV-2296782175,PRD-49117,QC Ultra,B,LOT-245404,2025-07-12
DEV-2405438434,PRD-71348,QC Ultra,A,LOT-507147,2024-02-09
DEV-1743029946,PRD-66155,QC45,C,,2024-07-08
DEV-1845340786,PRD-10074,QC Ultra,B,LOT-482726,2024-10-04
DEV-2893229307,PRD-71348,QC45,A,LOT-942720,2024-11-23
DEV-3940466763,PRD-71348,QC Ultra,D,LOT-718514,
DEV-9555146959,PRD-63354,Sport Buds,,LOT-948551,2024-02-29
DEV-2527021635,PRD-24371,QC Ultra,C,,2025-11-03
DEV-6242192474,PRD-66155,Studio Pro,C,LOT-773514,2025-09-16
DEV-1043181316,PRD-64040,Soundbar 600,C,LOT-970996,05/28/2024
DEV-6672437774,PRD-10074,QC45,D,LOT-504364,2024-04-24
DEV-6492204301,PRD-41385,QC Ultra,C,LOT-147986,2025-09-11
DEV-8913981411,PRD-66155,QC Ultra,D,LOT-717864,2025-12-02
DEV-9962638955,PRD-49117,QC45,C,LOT-622664,2025-02-20
DEV-1187167217,PRD-71348,QC45,B,LOT-928025,2024-06-21
DEV-5973170754,PRD-10074,QC Ultra,,LOT-752498,2024-04-23
DEV-3449531986,PRD-66155,QC Ultra,A,LOT-116300,2024-07-19
DEV-1893206946,PRD-24371,Studio Pro,C,LOT-301472,
DEV-5468751869,PRD-71348,Studio Pro,B,LOT-677647,2024-07-25
DEV-9797835871,PRD-59672,Quiet Buds,B,LOT-917555,05/22/2025
DEV-1672747016,PRD-24371,QC45,B,LOT-986094,2025-08-28
DEV-3263184451,PRD-10425,QC Ultra,,LOT-354660,2024-12-18
DEV-6422325035,PRD-71348,QC45,A,LOT-121481,2025-02-22
DEV-8679854692,PRD-66155,Studio Pro,C,,
DEV-9549078637,PRD-59672,Air Mini,A,LOT-145314,2025-12-03
DEV-6105472315,PRD-66155,Studio Pro,B,LOT-960304,10/15/2025
DEV-8682365561,PRD-71348,QC Ultra,A,LOT-319108,2024-09-30
DEV-9432179171,PRD-66155,Studio Pro,B,LOT-924636,2024-12-11
DEV-8635460953,PRD-66155,Studio Pro,A,LOT-272772,
DEV-4608010195,PRD-17100,Air Mini,A,LOT-979144,2025-11-25
DEV-7260879715,PRD-99353,QC Ultra,A,LOT-278493,2024-10-31
DEV-9896542195,PRD-49117,Studio Pro,A,LOT-929319,2024-08-23
DEV-7216348425,PRD-19171,Portable PA Mini,C,LOT-213828,2024-09-21
DEV-9620288613,PRD-41385,QC45,C,LOT-631697,
DEV-6019346885,PRD-35112,Sport Buds,A,LOT-528291,2025-11-22
DEV-1142395139,PRD-71348,QC45,B,LOT-283686,2024-10-05
DEV-6489159269,PRD-21114,Portable PA Mini,C,LOT-504832,2025-05-11
DEV-3132810068,PRD-71348,QC45,D,LOT-467087,2025-04-27
DEV-6597296597,PRD-66155,QC45,D,LOT-244438,2024-06-10
DEV-9120851232,PRD-66155,QC45,C,LOT-712756,
DEV-7646223892,PRD-41385,Studio Pro,B,LOT-801517,2025-09-08
DEV-2247048874,PRD-66155,Studio Pro,B,LOT-617655,
DEV-1139381257,PRD-66155,QC Ultra,B,LOT-801243,2025-09-24
DEV-2093120059,PRD-42527,Soundbar 900,B,LOT-639677,2025-10-16
DEV-4916180385,PRD-84085,Air Mini,C,LOT-671056,2024-01-30
DEV-6960771220,PRD-25129,Pulse S,D,LOT-490769,
DEV-1967859201,PRD-74799,Aviation A20,B,LOT-500927,
DEV-3126406474,PRD-71348,QC Ultra,B,LOT-302010,2025-12-20
DEV-2818663310,PRD-10425,Studio Pro,C,LOT-473505,2024-04-06
DEV-7385317866,PRD-94080,Soundbar 600,A,LOT-362345,2025-01-12
DEV-4201956605,PRD-68082,Quiet Buds,,LOT-898862,2025-04-17
DEV-6255274171,PRD-99353,Studio Pro,B,LOT-583964,
DEV-5613380321,PRD-65461,QC45,B,LOT-316477,2024-07-31
DEV-3015630755,PRD-10074,QC45,C,LOT-150313,2025-07-30
DEV-2097935988,PRD-66155,QC45,A,LOT-983765,2024-03-31
DEV-4476112503,PRD-49117,QC45,A,LOT-436676,
DEV-1985119547,PRD-24371,Studio Pro,C,LOT-408354,2024-09-25
DEV-8426925517,PRD-66155,QC Ultra,B,LOT-602407,2025-07-13
DEV-8549580222,PRD-99353,QC Ultra,C,LOT-566171,2024-08-02
DEV-4289822166,PRD-64040,Soundbar 600,B,LOT-673232,
DEV-5431357398,PRD-41385,QC45,A,LOT-243335,01/07/2025
DEV-6162985896,PRD-24371,QC Ultra,B,LOT-121908,2025-01-17
DEV-6403427650,PRD-64040,Soundbar 900,A,LOT-316904,2025-06-27
DEV-7913644020,PRD-42527,Soundbar 600,,LOT-882595,2025-10-19
DEV-6342107111,PRD-82845,Sport Buds,B,LOT-423540,2025-09-19
DEV-3378025069,PRD-40007,QC Ultra,C,LOT-541978,2025-05-28
DEV-4818042892,PRD-10074,QC45,B,LOT-780569,2025-05-12
DEV-1275065938,PRD-17100,Sport Buds,A,LOT-575949,2025-09-19
DEV-3881808668,PRD-24371,QC Ultra,C,LOT-697752,2024-05-18
DEV-5230437016,PRD-81066,Quiet Buds,C,LOT-120023,
DEV-5812057849,PRD-66155,QC45,D,LOT-916723,
DEV-4220552580,PRD-30635,Sport Buds,C,LOT-423121,2025-01-09
DEV-5759956191,PRD-66155,QC Ultra,C,LOT-774956,2025-11-09
DEV-8108014396,PRD-66155,Studio Pro,B,LOT-565651,2025-04-20
DEV-3190061037,PRD-66155,QC Ultra,D,LOT-340156,2025-06-26
DEV-6606797194,PRD-47606,Portable PA Mini,,LOT-817276,2025-06-18
DEV-6779449964,PRD-30635,Sport Buds,B,LOT-325621,
DEV-8369971067,PRD-93130,Theater Kit X,B,LOT-969610,2024-11-16
DEV-4383088808,PRD-99353,QC Ultra,A,LOT-534342,2024-10-26
DEV-6417781943,PRD-24371,QC45,B,LOT-353627,2024-08-22
DEV-2392321999,PRD-19171,Portable PA X,A,LOT-417533,2024-01-11
DEV-9230533493,PRD-24371,QC45,C,LOT-288641,2025-05-24
DEV-2971900699,PRD-30635,Sport Buds,B,LOT-800304,
DEV-3918541326,PRD-71348,QC Ultra,C,LOT-129078,2024-04-12
DEV-9642524900,PRD-99353,QC Ultra,D,LOT-427956,2024-12-30
DEV-5641205630,PRD-10074,QC45,B,LOT-289013,2025-11-04
DEV-2943123317,PRD-10425,QC Ultra,A,LOT-679162,2025-12-27
DEV-5855133344,PRD-49117,QC Ultra,C,LOT-447293,2025-08-02
DEV-3482706937,PRD-66155,QC Ultra,D,LOT-391795,
DEV-6141599840,PRD-10425,QC Ultra,C,LOT-876321,2024-10-21
DEV-6547221504,PRD-71348,QC45,A,,2024-08-06
DEV-5966382352,PRD-30635,Sport Buds,B,LOT-775892,2024-03-13
DEV-3459792381,PRD-95180,Studio Pro,C,LOT-502070,2025-07-01
DEV-2612848849,PRD-49117,QC45,,LOT-582326,2024-11-11
DEV-8841566673,PRD-66155,Studio Pro,D,LOT-644298,2025-06-12
DEV-7461039056,PRD-10074,Studio Pro,A,LOT-259819,2025-07-17
DEV-5111744503,PRD-66155,QC Ultra,C,LOT-300191,2025-04-07
DEV-5249200648,PRD-65461,QC Ultra,C,LOT-652058,2025-03-31
DEV-8315596396,PRD-66155,Studio Pro,B,LOT-846788,2025-07-10
DEV-3681957405,PRD-71348,Studio Pro,D,LOT-915565,2025-09-21
DEV-4338620695,PRD-99353,QC45,B,LOT-373072,2025-08-22
DEV-4711504025,PRD-99353,QC45,,LOT-392082,2024-03-28
DEV-3261033169,PRD-66155,Studio Pro,D,LOT-295980,2025-04-03
DEV-7895107662,PRD-10074,QC Ultra,A,LOT-617243,2024-08-21
DEV-1993556970,PRD-95180,Studio Pro,C,LOT-991497,2024-11-19
DEV-1510611031,PRD-10425,QC45,B,LOT-727510,2025-03-07
DEV-7963096294,PRD-41385,Studio Pro,A,LOT-788263,2024-05-02
DEV-9312126835,PRD-71348,Studio Pro,C,LOT-517053,2025-03-19
DEV-9875078351,PRD-99353,QC Ultra,B,LOT-838768,2025-09-05
DEV-2250518532,PRD-68082,Air Mini,D,LOT-717884,04/21/2024
DEV-3252043192,PRD-79822,Studio Pro,C,LOT-435517,2024-01-27
DEV-4573041624,PRD-10425,Studio Pro,C,LOT-632835,2025-05-21
DEV-1813762555,PRD-79329,Wave Plus,A,LOT-502075,2025-10-26
DEV-8145047229,PRD-93130,Theater Kit X,D,LOT-317473,2025-01-07
DEV-4160901288,PRD-71348,QC Ultra,C,LOT-538642,2025-04-19
DEV-6092086841,PRD-66155,QC45,B,LOT-827081,2025-12-26
DEV-9857560262,PRD-24371,Studio Pro,D,LOT-763167,05/18/2024
DEV-1755023629,PRD-71348,QC Ultra,C,LOT-248604,02/01/2024
DEV-4576142030,PRD-66155,Studio Pro,B,LOT-728147,2024-12-21
DEV-7613502196,PRD-99353,Studio Pro,C,LOT-547506,2024-12-22
DEV-8417036685,PRD-84085,Sport Buds,B,LOT-754616,2025-08-23
DEV-9435208170,PRD-12757,QC45,B,LOT-404750,2024-03-11
DEV-8424543183,PRD-41385,Studio Pro,B,LOT-581941,2025-03-26
DEV-6450034351,PRD-71348,QC45,C,LOT-121909,2025-01-16
DEV-7733848445,PRD-66155,QC Ultra,B,LOT-527711,2025-02-23
DEV-4575318040,PRD-91351,Theater Kit X,B,LOT-173651,2024-12-23
DEV-6983145639,PRD-79329,Wave Plus,B,LOT-444407,2025-05-02
DEV-8884056086,PRD-42527,Soundbar 600,C,LOT-644937,2025-09-17
DEV-1811953356,PRD-66155,QC45,B,LOT-417037,2024-12-31
DEV-3587588933,PRD-95180,Studio Pro,B,LOT-292478,2025-09-26
DEV-3115816313,PRD-41385,Studio Pro,B,LOT-406374,2024-03-15
DEV-3304234932,PRD-66155,QC Ultra,A,LOT-187188,2025-09-25
DEV-6622886294,PRD-40982,Air Mini,D,LOT-224327,2025-11-10
DEV-1145925536,PRD-23104,Pulse S,A,LOT-761578,2024-04-10
DEV-9159742931,PRD-24371,QC Ultra,A,LOT-872151,2024-04-07
DEV-4947695668,PRD-71348,QC Ultra,B,LOT-968187,2025-02-27
DEV-3617568755,PRD-71348,QC45,C,LOT-275481,2024-10-04
DEV-5394031434,PRD-10425,QC Ultra,B,LOT-139299,2025-11-26
DEV-3454290686,PRD-24371,Studio Pro,D,LOT-948120,2025-07-22
DEV-1690933638,PRD-82845,Quiet Buds,A,LOT-549512,2025-05-19
DEV-3701242183,PRD-66155,QC45,B,LOT-827387,2024-02-28
DEV-9513293258,PRD-66155,QC45,A,LOT-613756,2025-04-24
DEV-5499366144,PRD-66155,QC45,C,LOT-776809,2024-10-17
DEV-1564691782,PRD-24371,QC45,D,LOT-497984,2024-01-09
DEV-7997592855,PRD-66155,QC Ultra,A,LOT-940501,
DEV-1230851165,PRD-24371,QC45,C,LOT-506575,2025-02-23
DEV-7416501258,PRD-66155,QC Ultra,B,LOT-998426,2025-02-10
DEV-2615774755,PRD-12757,QC45,D,LOT-657986,2025-03-12
DEV-1512310302,PRD-79329,SoundLink Flex,A,LOT-785761,2025-11-20
DEV-3819403436,PRD-71348,QC45,B,LOT-863702,05/30/2024
DEV-7132507927,PRD-66155,Studio Pro,C,LOT-620369,2024-04-08
DEV-6915177571,PRD-81066,Sport Buds,B,LOT-515544,2025-12-22
DEV-8592068727,PRD-79329,SoundLink Flex,D,LOT-567879,2025-03-16
DEV-3525700244,PRD-66155,Studio Pro,C,LOT-839862,2025-02-19
DEV-5553832319,PRD-66155,QC Ultra,D,LOT-700200,2025-09-11
DEV-3881542349,PRD-71348,QC45,A,LOT-381867,2024-02-28
DEV-6135915753,PRD-24371,QC Ultra,C,LOT-806285,2025-06-17
DEV-9799988651,PRD-30635,Sport Buds,B,LOT-177660,
DEV-3018408338,PRD-66155,QC45,B,LOT-136218,2025-08-10
DEV-5876748556,PRD-49117,Studio Pro,,LOT-586443,2025-04-30
DEV-6873153591,PRD-66155,QC Ultra,D,,2025-12-18
DEV-1549761147,PRD-66155,Studio Pro,A,LOT-659164,2025-02-25
DEV-6747047502,PRD-66155,QC Ultra,A,LOT-586826,2025-11-20
DEV-6965987038,PRD-24371,Studio Pro,B,LOT-177969,2025-10-26
DEV-9235584562,PRD-63354,Quiet Buds,B,LOT-580376,2025-07-18
DEV-8376964715,PRD-17100,Quiet Buds,B,LOT-738610,2025-06-01
DEV-9673597840,PRD-63354,Quiet Buds,B,LOT-614511,2024-01-23
DEV-5972595944,PRD-66155,QC45,C,LOT-936596,2024-10-11
DEV-4947440152,PRD-66155,QC45,A,LOT-515456,2025-06-17
DEV-6563348992,PRD-71348,QC Ultra,B,,2025-03-29
DEV-9089447266,PRD-66155,QC Ultra,,LOT-966938,2024-01-20
DEV-5949060973,PRD-99353,QC45,B,LOT-186935,2024-04-07
DEV-1792753453,PRD-41385,Studio Pro,C,LOT-945118,2024-02-25
DEV-3512204252,PRD-66155,QC45,C,LOT-462534,2025-09-04
DEV-6074553311,PRD-71348,Studio Pro,B,LOT-269325,
DEV-7827792101,PRD-68082,Sport Buds,A,LOT-153206,
DEV-1529236269,PRD-66155,QC45,B,LOT-251147,2024-03-14
DEV-1934770845,PRD-35112,Air Mini,A,LOT-363392,2025-07-14
DEV-2311336763,PRD-99353,QC45,B,LOT-312685,2025-09-15
DEV-3238855638,PRD-66155,QC45,B,LOT-422519,2024-12-05
DEV-6976412026,PRD-82845,Air Mini,B,LOT-311684,2025-07-24
DEV-1407405666,PRD-65461,QC45,B,LOT-204356,2025-07-18
DEV-9675594848,PRD-66155,Studio Pro,B,LOT-160919,2025-07-08
DEV-8887315041,PRD-24371,QC Ultra,,LOT-104776,2024-12-11
DEV-2331652741,PRD-10074,Studio Pro,A,LOT-233726,2025-09-30
DEV-8226314901,PRD-99353,QC Ultra,C,LOT-329822,2025-07-01
DEV-5650143811,PRD-66155,QC45,B,LOT-819885,2024-03-14
DEV-9869897516,PRD-24371,QC Ultra,B,LOT-643212,2024-06-20
DEV-8569375446,PRD-10074,QC Ultra,A,LOT-617311,2024-05-01
DEV-2871359011,PRD-79329,Pulse S,C,LOT-602067,2025-07-31
DEV-1569920070,PRD-99353,QC Ultra,A,LOT-693372,2024-08-27
DEV-8370712436,PRD-24371,QC Ultra,A,LOT-578586,2024-09-24
DEV-1444874176,PRD-66155,Studio Pro,B,LOT-783505,2024-05-14
DEV-4223579811,PRD-30635,Quiet Buds,D,LOT-730221,
DEV-8938502740,PRD-66155,QC Ultra,D,LOT-762012,2024-10-22
DEV-7992025409,PRD-66155,QC45,C,LOT-523928,2024-02-03
DEV-3735191215,PRD-71348,QC Ultra,B,LOT-279850,2024-07-20
DEV-7956521957,PRD-99353,Studio Pro,B,LOT-778004,2025-06-02
DEV-2284490613,PRD-99353,QC Ultra,A,LOT-279713,2024-04-15
DEV-9807079276,PRD-71348,QC Ultra,D,LOT-194193,
DEV-3393318843,PRD-10221,Portable PA Mini,C,LOT-310407,2025-03-23
DEV-9080630727,PRD-62923,Quiet Buds,D,LOT-931240,2024-11-15
DEV-7873710089,PRD-66155,QC45,B,LOT-689270,2025-12-28
DEV-5389265755,PRD-21114,Portable PA X,B,LOT-517208,2025-12-12
DEV-3394064194,PRD-66155,Studio Pro,B,LOT-719066,2024-09-13
DEV-3683876709,PRD-40007,Studio Pro,C,LOT-654572,
DEV-4541856256,PRD-66155,Studio Pro,D,LOT-747677,2024-03-27
DEV-4636654747,PRD-89457,Portable PA Mini,B,LOT-977147,2025-09-22
DEV-2820302726,PRD-71348,QC Ultra,B,LOT-471039,
DEV-8289854957,PRD-71348,QC Ultra,B,LOT-284465,2024-08-20
DEV-7748639008,PRD-66155,QC45,A,LOT-331334,2025-01-22
DEV-2146845217,PRD-24371,QC45,C,LOT-194112,
DEV-3475856746,PRD-65461,QC45,A,LOT-707297,2024-10-18
DEV-3308550933,PRD-10425,Studio Pro,C,LOT-773846,2025-12-23
DEV-8648587947,PRD-71348,QC Ultra,C,LOT-889498,2025-01-25
DEV-1417615389,PRD-66155,QC45,A,LOT-261410,07/19/2024
DEV-1447743691,PRD-10074,QC45,B,LOT-132936,2024-04-19
DEV-4371379441,PRD-66155,QC45,D,LOT-370818,2025-07-26
DEV-9957936587,PRD-79822,QC Ultra,C,LOT-837258,2025-08-25
DEV-9492136364,PRD-66155,Studio Pro,B,LOT-630463,2025-08-22
DEV-1562376364,PRD-95180,QC45,D,LOT-127918,2025-02-08
DEV-2182923895,PRD-25129,Wave Plus,D,,2025-02-22
DEV-4117899163,PRD-66155,QC Ultra,A,LOT-431659,2024-08-28
DEV-6525147960,PRD-24371,QC Ultra,A,,2024-11-20
DEV-7872986936,PRD-89457,Portable PA Mini,D,LOT-812219,2025-11-03
DEV-4236143378,PRD-24371,QC45,C,LOT-930705,2025-01-15
DEV-5270501992,PRD-66155,QC45,A,LOT-820347,2025-09-01
DEV-8463437329,PRD-24371,QC Ultra,B,LOT-190070,2025-06-19
DEV-6827951246,PRD-66155,QC Ultra,C,,2025-04-14
DEV-7838433999,PRD-81066,Air Mini,C,LOT-818726,2025-10-01
DEV-8032510115,PRD-66155,QC Ultra,B,,
DEV-8753975331,PRD-40007,Studio Pro,C,LOT-921020,08/13/2024
DEV-8473860383,PRD-40982,Sport Buds,A,LOT-451354,2025-08-27
DEV-5238599950,PRD-10074,QC Ultra,B,LOT-666089,2025-04-03
DEV-2190613174,PRD-66155,QC Ultra,B,LOT-539648,2025-06-30
DEV-1462902335,PRD-24371,Studio Pro,A,LOT-471444,2024-08-25
DEV-3842519964,PRD-40982,Sport Buds,,LOT-827396,2025-10-04
DEV-6661778795,PRD-24371,QC45,B,LOT-144690,2025-04-12
DEV-2160681898,PRD-68082,Air Mini,C,LOT-867129,2024-03-03
DEV-9070256241,PRD-71348,Studio Pro,B,LOT-814395,2025-10-08
DEV-4687760516,PRD-95180,QC45,A,,2025-10-04
DEV-5586698674,PRD-65461,QC45,B,LOT-739762,2025-04-27
DEV-3603287382,PRD-66155,Studio Pro,B,LOT-344337,2025-12-17
DEV-8090963766,PRD-24371,QC Ultra,,LOT-466811,2024-11-14
DEV-5403259877,PRD-49117,Studio Pro,D,LOT-793935,2025-08-02
DEV-2883559881,PRD-24371,QC45,C,LOT-853687,2025-12-12
DEV-1334654991,PRD-10425,QC Ultra,A,LOT-907858,2024-10-22
DEV-6687178842,PRD-66155,Studio Pro,A,LOT-463387,
DEV-3069005271,PRD-66155,QC Ultra,A,LOT-755516,2025-04-06
DEV-6443625783,PRD-71348,QC45,C,LOT-427286,
DEV-7037118998,PRD-67912,Soundbar 600,A,LOT-752978,2024-03-11
DEV-7540589728,PRD-66155,QC Ultra,A,LOT-818224,2024-03-20
DEV-4625661795,PRD-66155,QC45,C,,2024-06-28
DEV-3897866663,PRD-66155,QC Ultra,B,LOT-798422,2025-06-05
DEV-3016508799,PRD-66155,QC Ultra,A,LOT-940994,2025-04-26
DEV-6768971591,PRD-67912,Soundbar 900,B,LOT-618990,2024-11-15
DEV-8874766449,PRD-66155,QC45,B,LOT-166057,2025-12-18
DEV-1991088186,PRD-66155,QC Ultra,C,LOT-791956,2025-09-27
DEV-4034300723,PRD-99353,Studio Pro,A,LOT-208795,2025-02-04
DEV-5706499300,PRD-24371,QC Ultra,B,LOT-442147,
DEV-6039495253,PRD-66155,QC Ultra,B,LOT-328660,04/18/2025
DEV-4180320044,PRD-49117,QC Ultra,D,LOT-401255,2025-01-03
DEV-7899841853,PRD-71348,QC45,B,LOT-546006,2025-05-03
DEV-3468997612,PRD-71348,QC Ultra,C,LOT-219518,2025-06-05
DEV-9961113270,PRD-66155,QC Ultra,A,LOT-749118,2024-07-17
DEV-2224691643,PRD-41385,QC45,D,LOT-189605,2025-06-20
DEV-8306412534,PRD-42018,SoundLink Flex,B,,2024-01-19
DEV-5705015825,PRD-71348,Studio Pro,B,LOT-565480,2025-03-19
DEV-5133098452,PRD-71348,QC Ultra,C,LOT-752700,06/13/2025
DEV-9664602501,PRD-99353,Studio Pro,D,LOT-100729,2025-09-16
DEV-8746378118,PRD-40982,Quiet Buds,C,LOT-495743,
DEV-1124797214,PRD-24371,Studio Pro,A,LOT-141124,
DEV-7069691494,PRD-24371,Studio Pro,B,LOT-530031,2024-09-07
DEV-5978415556,PRD-10425,QC Ultra,C,LOT-619513,2025-09-19
DEV-8886718527,PRD-66155,QC45,A,LOT-899482,2025-05-27
DEV-1254348587,PRD-62923,Quiet Buds,C,LOT-919012,2024-01-22
DEV-6879778495,PRD-25906,Aviation A20,C,LOT-605117,2024-06-15
DEV-6312893452,PRD-24371,Studio Pro,D,LOT-306638,2024-02-03
DEV-7486452666,PRD-10074,QC45,A,,2025-11-22
DEV-8874803396,PRD-71348,Studio Pro,C,LOT-886686,2025-03-18
DEV-9807900921,PRD-24371,Studio Pro,C,LOT-783131,2024-06-01
DEV-1532082080,PRD-79822,QC45,C,LOT-110741,2024-01-25
