shipment_id,order_id,warehouse_id,carrier,ship_date,promised_delivery_date,actual_delivery_date,shipping_cost,status
SHP-824297003,ORD-4093565,WH-002,Maersk,2024-09-24,2024-09-27,2024-09-27,36.42,delivered
SHP-235755568,ORD-8253421,WH-008,DHL,2025-10-19,2025-10-29,2025-10-30,17.35,in_transit
SHP-924766103,ORD-7391984,WH-004,FedEx,2024-11-30,2024-12-10,2024-12-09,28.78,exception
SHP-383331001,ORD-6686424,WH-004,DHL,2024-04-16,2024-04-23,2024-04-23,47.67,delivered
SHP-507885181,ORD-7275546,,DHL,2025-02-26,08/03/2025,2025-03-08,41.96,delivered
SHP-394574610,ORD-7818449,WH-015,Maersk,2025-07-15,2025-07-17,2025-07-17,18.78,delivered
SHP-721708120,ORD-3112881,WH-015,CEVA,2025-10-14,16/10/2025,2025-10-17,18.64,in_transit
SHP-975093881,ORD-1851662,WH-011,DB Schenker,2024-08-26,2024-09-05,2024-09-05,26.31,delivered
SHP-751093649,ORD-6325141,WH-011,DHL,2024-05-21,2024-05-26,2024-05-26,22.99,delivered
SHP-354610291,ORD-2011926,WH-015,FedEx,2025-08-21,2025-08-26,2025-08-31,21.59,exception
SHP-168132216,ORD-2261196,WH-014,USPS,2025-03-07,2025-03-10,2025-03-11,32.33,delivered
SHP-510166804,ORD-6827345,WH-003,UPS,2025-09-04,2025-09-11,2025-09-11,6.48,delivered
SHP-619359972,ORD-3734098,WH-007,FedEx,2025-01-11,2025-01-13,2025-01-13,38.06,in_transit
SHP-556300161,ORD-9531491,WH-007,USPS,2024-06-19,2024-06-21,2024-06-21,37.08,delivered
SHP-111509533,ORD-1340341,WH-013,DB Schenker,2024-02-25,03/03/2024,2024-03-03,40.87,delivered
SHP-954385141,ORD-1132437,WH-007,DB Schenker,2024-04-01,2024-04-03,2024-04-03,41.34,delivered
SHP-706579229,ORD-7637283,WH-016,UPS,2025-03-23,2025-03-26,2025-03-26,29.79,delivered
SHP-850147738,ORD-3517062,WH-001,USPS,2025-03-08,2025-03-15,2025-03-14,38.76,delivered
SHP-878696776,ORD-6185711,WH-010,CEVA,2025-12-15,2025-12-17,2025-12-18,26.68,delivered
SHP-796641952,ORD-9718016,WH-003,CEVA,2025-08-09,2025-08-16,2025-08-17,45.96,label_created
SHP-164328813,ORD-3639812,WH-008,DHL,2025-03-09,2025-03-16,2025-03-16,14.01,delivered
SHP-382817438,ORD-2430954,,UPS,2024-11-21,2024-11-26,2024-11-26,44.46,delivered
SHP-877436636,ORD6270566,WH-009,UPS,2024-03-03,2024-03-10,2024-03-10,16.86,delivered
SHP-851864419,ORD-3803045,WH-003,DB Schenker,2025-04-15,2025-04-18,2025-04-19,10.31,delivered
SHP-514510991,ORD-8619376,WH-008,DB Schenker,2025-04-08,2025-04-15,2025-04-15,24.44,delivered
SHP-226520376,ORD-4330637,WH-015,Maersk,2025-08-11,2025-08-18,2025-08-18,31.83,returned
SHP-179552774,ORD-6375231,WH-016,Maersk,2025-02-15,2025-02-22,2025-02-22,15.7,in_transit
SHP-904379882,ORD-5875656,WH-011,Maersk,2025-01-06,2025-01-09,2025-01-16,29.34,delivered
SHP-741002394,ORD-6092171,WH-010,Maersk,2024-07-12,2024-07-17,2024-07-22,39.93,exception
SHP-350019242,ORD-8911953,WH-002,DB Schenker,2024-01-26,2024-01-31,2024-01-31,16.8,exception
SHP-247717472,ORD-1925433,WH-001,Maersk,2024-07-17,2024-07-24,2024-07-24,30.37,delivered
SHP-506225594,ORD-3212087,WH-016,Maersk,2024-01-16,2024-01-23,2024-01-28,20.25,in_transit
SHP-982911382,ORD-2120355,WH-009,CEVA,2025-01-07,2025-01-09,2025-01-09,28.25,delivered
SHP-725974341,ORD-8625236,WH-015,CEVA,2025-08-27,2025-08-29,2025-08-31,34.01,delivered
SHP-562638134,ORD-4463813,WH-011,DB Schenker,2024-03-08,2024-03-11,2024-03-12,20.72,exception
SHP-769745426,ORD-4024328,WH-006,DB Schenker,2025-04-04,2025-04-07,2025-04-09,47.77,label_created
SHP-612540973,ORD-2410328,WH-011,CEVA,2024-12-04,2024-12-06,2024-12-07,29.68,delivered
SHP-233438077,ORD-2357741,,CEVA,2025-12-12,2025-12-15,2025-12-16,40.63,delivered
SHP-359292624,ORD-6388439,WH-004,Maersk,2024-07-12,2024-07-14,2024-07-21,36.46,label_created
SHP-204757748,ORD-5988752,WH-007,CEVA,2025-11-01,2025-11-03,2025-11-02,41.82,delivered
SHP-546544408,ORD-4892036,WH-004,Maersk,2025-08-29,2025-09-05,2025-09-05,13.3,delivered
SHP-402717438,ORD-8045800,WH-014,FedEx,2025-03-01,2025-03-08,2025-03-08,15.35,delivered
SHP-999601105,ORD-9337279,WH-008,Maersk,2025-07-01,2025-07-06,2025-07-07,26.47,delivered
SHP-847572561,ORD-8611225,WH-011,CEVA,2025-03-10,15/03/2025,2025-03-15,41.8,in_transit
SHP-178743250,ORD-8675818,WH-007,CEVA,2024-11-21,2024-11-23,2024-11-23,14.3,delivered
SHP-828376211,ORD-5529735,WH-007,CEVA,2024-06-16,2024-06-21,2024-06-21,46.78,in_transit
SHP-877385441,ORD-6468494,WH-014,UPS,2025-02-01,2025-02-03,2025-02-02,11.36,in_transit
SHP-887184975,ORD-4713735,WH-002,CEVA,2024-09-10,2024-09-17,2024-09-22,13.35,delivered
SHP-592528937,ORD-5197707,,FedEx,2024-07-03,2024-07-10,2024-07-10,13.02,exception
SHP-637050179,ORD-6396187,WH-013,CEVA,2024-01-26,2024-01-28,2024-01-31,30.61,delivered
SHP-364330003,ORD-5521293,WH-009,Maersk,2024-08-29,2024-09-05,2024-09-08,44.54,label_created
SHP-798447412,ORD-5380793,WH-010,USPS,2024-06-05,15/06/2024,,16.71,
SHP-274164099,ORD-7136823,WH-009,USPS,2024-11-05,2024-11-07,2024-11-07,29.23,label_created
SHP-901171216,ORD-6142729,WH-013,CEVA,2025-07-26,2025-07-31,2025-08-05,13.38,exception
SHP-110493738,ORD-1668030,WH-009,CEVA,2025-05-07,2025-05-14,2025-05-14,32.51,returned
SHP-103573450,ORD-9271763,WH-008,USPS,2025-01-30,2025-02-04,2025-02-04,11.18,delivered
SHP-655801633,ORD-1788041,WH-015,DHL,2025-03-02,12/03/2025,2025-03-12,26.64,delivered
SHP-274488724,ORD-1244201,WH-014,FedEx,2025-12-01,2025-12-08,2025-12-08,33.52,delivered
SHP-755485885,ORD-9335141,WH-008,CEVA,2024-08-13,2024-08-20,,30.32,delivered
SHP-513250000,ORD-7463544,WH-007,DB Schenker,2024-10-19,2024-10-22,2024-10-23,11.88,delivered
SHP-782638638,ORD-9171427,WH-012,DB Schenker,2024-08-03,2024-08-06,2024-08-06,12.78,delivered
SHP-580157224,ORD-1142938,,USPS,2024-08-25,2024-09-01,2024-09-01,34.2,in_transit
SHP-461631113,ORD2174877,WH-011,CEVA,2025-06-13,2025-06-20,2025-06-19,39.97,in_transit
SHP-534631426,ORD-5911105,WH-006,DHL,2024-10-03,2024-10-06,2024-10-07,44.14,in_transit
SHP-405041241,ORD-9391495,WH-010,FedEx,2024-07-17,2024-07-19,2024-07-19,40.17,delivered
SHP-819608389,ORD-8831423,,FedEx,2025-12-06,2025-12-09,2025-12-10,46.9,delivered
SHP-863506568,ORD-5366935,WH-004,DB Schenker,2025-01-11,2025-01-14,2025-01-14,23.15,delivered
SHP-274828352,ORD-5360998,,DHL,2024-01-25,2024-01-28,2024-02-04,19.91,delivered
SHP-967264002,ORD-7164153,,CEVA,2024-08-16,2024-08-23,2024-08-25,7.18,delivered
SHP-100880629,ORD-1051019,WH-014,Maersk,2025-08-26,2025-08-29,2025-08-29,24.9,label_created
SHP-687529482,ORD-4071180,WH-009,CEVA,2025-11-05,2025-11-07,2025-11-08,33.36,delivered
SHP-502140812,ORD-4223939,,Maersk,2024-04-07,2024-04-12,2024-04-11,40.25,exception
SHP-959655205,ORD-7634223,WH-008,CEVA,2025-10-14,2025-10-24,2025-10-25,17.23,delivered
SHP-729906875,ORD-2446860,,DHL,2025-03-03,2025-03-06,2025-03-05,27.57,delivered
SHP-287357969,ORD-5160932,WH-004,DB Schenker,2024-07-04,2024-07-06,2024-07-06,33.8,delivered
SHP-894140250,ORD-4713735,,UPS,2025-03-08,2025-03-18,2025-03-18,29.17,delivered
SHP-214619804,ORD-9765619,WH-006,Maersk,2024-10-31,2024-11-07,2024-11-07,17.51,in_transit
SHP-273539307,ORD-3399256,WH-005,USPS,2025-01-27,2025-02-06,2025-02-06,39.44,delivered
SHP-199275081,ORD-8758742,WH-012,DB Schenker,2025-11-15,2025-11-25,2025-11-25,13.28,label_created
SHP-524961271,ORD-1403705,WH-011,DHL,2025-10-22,2025-10-27,2025-11-01,44.01,delivered
SHP-946001191,ORD-9625845,WH-016,DHL,2025-09-09,2025-09-19,2025-09-19,46.01,delivered
SHP-786620177,ORD-3397580,WH-011,UPS,2025-01-29,2025-02-08,2025-02-09,21.35,in_transit
SHP-544852822,ORD-3262487,,DHL,2024-09-16,2024-09-18,2024-09-17,21.8,delivered
SHP-395818610,ORD-3654238,WH-003,DHL,2024-11-16,2024-11-23,2024-11-23,37.22,
SHP-366192725,ORD-2456097,WH-004,UPS,2024-11-18,2024-11-21,2024-11-21,25.16,delivered
SHP-800816379,ORD-7164153,WH-003,UPS,2024-10-22,2024-11-01,2024-11-01,7.2,delivered
SHP-428179134,ORD-3218809,WH-006,UPS,2024-10-18,2024-10-25,2024-10-26,44.63,in_transit
SHP-617594302,ORD-5498571,WH-011,FedEx,2025-01-15,2025-01-25,,24.09,label_created
SHP-630453807,ORD-2641387,WH-007,DB Schenker,2024-09-09,2024-09-11,2024-09-10,14.55,delivered
SHP-398366981,ORD-4295115,WH-002,DB Schenker,2025-12-28,2025-12-31,2025-12-30,29.34,delivered
SHP-145888424,ORD-9201886,WH-006,DB Schenker,2025-08-03,2025-08-13,2025-08-13,15.19,delivered
SHP-934711997,ORD-4014304,WH-010,CEVA,2025-03-04,2025-03-11,2025-03-11,14.65,delivered
SHP-657989583,ORD-4450842,WH-006,CEVA,2025-12-27,2026-01-06,2026-01-05,28.92,delivered
SHP-300996914,ORD-8113725,WH-010,DB Schenker,2025-11-17,2025-11-27,2025-11-27,22.42,delivered
SHP-715402292,ORD-3118097,WH-014,DB Schenker,2024-05-16,2024-05-19,2024-05-19,30.07,delivered
SHP-315556547,ORD-3540311,WH-008,CEVA,2024-12-14,2024-12-24,2024-12-24,47.87,returned
SHP-299895629,ORD-2735133,,Maersk,2025-03-16,2025-03-19,2025-03-20,42.08,label_created
SHP-191527610,ORD-5686553,,Maersk,2024-05-06,16/05/2024,2024-05-16,6.32,delivered
SHP-948675557,ORD-1060721,WH-012,DB Schenker,2024-01-12,2024-01-15,2024-01-15,8.12,in_transit
SHP-268789057,ORD-3539274,WH-008,CEVA,2024-02-09,2024-02-14,2024-02-16,31.62,delivered
SHP-467262419,ORD-7253987,WH-001,FedEx,2025-04-03,2025-04-06,2025-04-07,32.3,delivered
SHP-494218296,ORD-9965997,WH-015,Maersk,2024-09-17,2024-09-24,2024-09-24,42.88,exception
SHP-791520478,ORD-5217075,WH-012,CEVA,2024-08-17,2024-08-19,2024-08-18,32.42,in_transit
SHP-784798860,ORD-3151427,WH-004,Maersk,2024-03-05,2024-03-15,2024-03-16,15.56,delivered
SHP-491993686,ORD-3371404,WH-004,Maersk,2024-09-01,2024-09-06,2024-09-05,25.68,in_transit
SHP-820125195,ORD-2225424,WH-010,DB Schenker,2024-01-01,2024-01-03,2024-01-03,39.98,
SHP-501876198,ORD-7964946,WH-014,FedEx,2025-12-16,2025-12-23,2025-12-23,44.76,delivered
SHP-859352460,ORD9862388,WH-009,DB Schenker,2024-08-28,2024-09-07,2024-09-07,15.95,exception
SHP-430432767,ORD-8502834,WH-006,DHL,2024-10-07,2024-10-17,2024-10-16,28.66,delivered
SHP-194703975,ORD-1345517,WH-015,DB Schenker,2024-03-08,2024-03-18,2024-03-18,12.67,delivered
SHP-510070425,ORD-6408249,WH-007,CEVA,2024-03-29,2024-04-03,2024-04-03,26.87,exception
SHP-427332817,ORD-1397007,WH-016,Maersk,2024-03-14,2024-03-16,2024-03-23,9.78,in_transit
SHP-830668087,ORD-1540537,WH-006,Maersk,2024-09-22,02/10/2024,2024-10-01,45.55,in_transit
SHP-486450185,ORD-7177459,WH-007,DHL,2025-05-07,2025-05-17,2025-05-17,32.8,delivered
SHP-183193399,ORD-3345462,WH-010,USPS,2025-04-16,2025-04-26,2025-04-26,41.88,label_created
SHP-589200972,ORD-3888972,WH-015,DHL,2025-02-15,2025-02-20,2025-02-20,47.93,returned
SHP-529594221,ORD-7305351,WH-010,DHL,2024-06-03,2024-06-08,2024-06-07,13.67,delivered
SHP-497996701,ORD-7820249,WH-009,DHL,2024-05-01,2024-05-06,2024-05-06,35.15,delivered
SHP-271623634,ORD-7019334,WH-010,UPS,2024-11-01,2024-11-06,2024-11-06,43.25,delivered
SHP-703586666,ORD-8756109,WH-002,DHL,2024-08-29,2024-09-08,2024-09-09,30.19,delivered
SHP-605539339,ORD-4924494,WH-006,UPS,2024-09-07,2024-09-14,2024-09-21,32.87,delivered
SHP-502868668,ORD-8720930,WH-010,Maersk,2024-12-30,2025-01-01,2025-01-02,23.12,exception
SHP-662013953,ORD-8470976,,FedEx,2025-12-25,2025-12-27,2025-12-27,34.34,delivered
SHP-502572021,ORD-1170407,WH-015,Maersk,2025-03-05,2025-03-12,2025-03-11,22.61,in_transit
SHP-793874303,ORD-6689378,WH-002,USPS,2024-01-19,2024-01-26,2024-01-27,26.02,in_transit
SHP-351015343,ORD-9797123,WH-003,DHL,2024-08-18,2024-08-20,2024-08-20,10.32,returned
SHP-804870904,ORD-6127334,WH-003,UPS,2025-09-23,2025-09-30,2025-10-07,6.33,delivered
SHP-722692150,ORD-1051019,WH-016,DHL,2025-07-27,2025-07-30,2025-07-31,8.32,delivered
SHP-159421119,ORD-3172126,WH-014,FedEx,2024-05-26,2024-06-05,,14.09,in_transit
SHP-243619375,ORD-6197540,WH-008,FedEx,2025-07-24,2025-08-03,2025-08-02,25.18,delivered
SHP-632026210,ORD-1624377,WH-001,DB Schenker,2025-02-26,2025-03-03,2025-03-08,6.88,delivered
SHP-899891663,ORD-1137769,WH-015,DB Schenker,2025-04-26,2025-05-06,2025-05-06,12.55,delivered
SHP-790425942,ORD-7438361,,UPS,2024-11-21,2024-11-26,2024-11-25,38.82,delivered
SHP-561123435,ORD-2678176,WH-011,USPS,2024-11-18,2024-11-25,2024-11-26,38.01,delivered
SHP-234495577,ORD-4694229,WH-004,FedEx,2025-03-01,2025-03-08,2025-03-08,39.17,label_created
SHP-300259274,ORD-9412110,,Maersk,2024-01-27,2024-01-30,2024-01-31,44.7,in_transit
SHP-649782097,ORD-4695109,WH-010,CEVA,2024-05-26,2024-05-31,,11.0,in_transit
SHP-321377312,ORD-8117366,,DB Schenker,2025-03-09,2025-03-11,2025-03-11,12.85,delivered
SHP-305108786,ORD-2654714,,USPS,2025-01-20,2025-01-23,2025-01-22,20.01,delivered
SHP-650025244,ORD-2677514,,DHL,2025-09-14,21/09/2025,2025-09-21,44.44,in_transit
SHP-202524203,ORD-7071355,WH-013,UPS,2024-07-16,2024-07-19,2024-07-19,38.57,delivered
SHP-422202599,ORD-3666416,WH-012,Maersk,2025-07-06,2025-07-08,2025-07-08,19.61,exception
SHP-354538791,ORD-1583393,,CEVA,2025-06-17,2025-06-20,2025-06-20,9.68,exception
SHP-353360507,ORD-1833977,,USPS,2025-02-07,2025-02-10,2025-02-15,31.89,in_transit
SHP-856148344,ORD-5215520,WH-009,DB Schenker,2024-03-25,2024-04-01,2024-04-02,16.79,delivered
SHP-710935739,ORD-9030049,,CEVA,2025-02-14,2025-02-24,2025-02-24,28.31,delivered
SHP-358705085,ORD-5920109,WH-009,USPS,2024-04-29,2024-05-04,2024-05-04,45.56,in_transit
SHP-654936818,ORD-6046300,WH-006,DHL,2025-06-25,2025-06-28,2025-06-28,30.05,in_transit
SHP-912273651,ORD-9516227,,DB Schenker,2025-11-15,2025-11-17,2025-11-16,44.8,delivered
SHP-779956407,ORD-3920468,WH-002,FedEx,2025-10-25,2025-10-27,2025-10-27,22.51,delivered
SHP-255191834,ORD-8415787,WH-009,CEVA,2024-04-19,2024-04-21,2024-04-21,32.6,delivered
SHP-539697966,ORD-3610639,WH-008,FedEx,2025-11-01,2025-11-03,2025-11-03,43.54,delivered
SHP-175611240,ORD-3873937,WH-006,FedEx,2025-10-02,2025-10-04,2025-10-04,30.7,delivered
SHP-460360717,ORD-4695041,WH-006,UPS,2024-02-07,2024-02-09,2024-02-09,31.83,delivered
SHP-192244806,ORD-4434734,WH-002,USPS,2024-10-17,2024-10-20,2024-10-19,36.08,delivered
SHP-767177492,ORD-4209638,WH-010,DHL,2025-07-12,2025-07-22,2025-07-22,43.05,exception
SHP-550928992,ORD-7085903,WH-007,CEVA,2024-10-04,2024-10-06,2024-10-06,9.7,delivered
SHP-186079189,ORD-1351930,WH-002,Maersk,2024-05-14,2024-05-19,2024-05-19,20.15,delivered
SHP-775038902,ORD-4791374,WH-014,FedEx,2025-03-25,2025-03-30,2025-03-29,22.7,label_created
SHP-181363786,ORD-2694365,WH-001,DHL,2025-10-06,2025-10-16,2025-10-21,44.21,in_transit
SHP-448570824,ORD-7931838,WH-016,Maersk,2024-10-18,2024-10-21,2024-10-21,46.15,in_transit
SHP-216330584,ORD-6194418,,USPS,2025-09-06,2025-09-13,2025-09-14,11.06,exception
SHP-959319627,ORD-3058776,WH-002,Maersk,2024-04-01,2024-04-11,2024-04-11,11.0,delivered
SHP-122099995,ORD-5805652,WH-010,UPS,2025-02-19,2025-02-24,2025-02-23,45.26,exception
SHP-426961606,ORD-8487099,WH-009,FedEx,2025-12-01,2025-12-03,2025-12-03,18.42,delivered
SHP-294696173,ORD-6606945,WH-002,Maersk,2024-11-03,2024-11-08,2024-11-08,16.16,delivered
SHP-969271958,ORD-9296907,WH-003,Maersk,2025-01-30,2025-02-04,2025-02-04,7.5,delivered
SHP-983636777,ORD-9638928,WH-007,CEVA,2024-10-16,2024-10-18,2024-10-18,17.58,delivered
SHP-529366282,ORD-5510633,WH-015,DB Schenker,2025-04-13,2025-04-23,,35.13,
SHP-592791226,ORD-6245834,,DHL,2025-01-28,2025-02-02,2025-02-02,23.89,returned
SHP-119613284,ORD-9086076,,Maersk,2024-07-12,2024-07-17,2024-07-17,27.71,delivered
SHP-988733184,ORD-9348449,,USPS,2025-12-17,2025-12-24,2025-12-25,44.53,
SHP-236509244,ORD-9013119,WH-014,UPS,2025-01-12,2025-01-17,2025-01-17,10.82,delivered
SHP-713631975,ORD-2596416,WH-002,DB Schenker,2024-04-21,2024-04-24,2024-04-23,8.99,in_transit
SHP-139711955,ORD-4881284,WH-015,Maersk,2024-03-31,05/04/2024,2024-04-06,41.78,delivered
SHP-343054093,ORD-2994604,,DB Schenker,2025-05-22,2025-05-29,2025-06-05,38.54,in_transit
SHP-246516147,ORD-5913936,WH-003,UPS,2025-07-01,2025-07-11,2025-07-10,17.08,delivered
SHP-951315882,ORD-9391495,WH-005,Maersk,2024-07-24,2024-07-31,2024-07-31,19.62,delivered
SHP-254790516,ORD-1935121,WH-015,CEVA,2024-05-04,2024-05-09,2024-05-10,19.03,delivered
SHP-799685588,ORD-6685339,WH-014,DB Schenker,2025-12-13,2025-12-18,2025-12-18,33.21,exception
SHP-661373664,ORD-9309109,WH-002,USPS,2025-03-01,2025-03-04,2025-03-05,8.57,returned
SHP-872889298,ORD-1411258,WH-002,FedEx,2025-11-17,2025-11-20,2025-11-19,26.55,returned
SHP-345324085,ORD-4379077,WH-016,DHL,2024-06-13,2024-06-15,2024-06-15,11.62,delivered
SHP-904467672,ORD-3645451,WH-015,DB Schenker,2025-05-10,2025-05-17,2025-05-18,40.43,delivered
SHP-154019132,ORD-1458019,WH-013,CEVA,2025-02-01,2025-02-06,2025-02-05,21.99,delivered
SHP-503992509,ORD-4443669,WH-003,DHL,2024-04-20,2024-04-23,2024-04-23,28.16,delivered
SHP-239420019,ORD-3343567,,UPS,2024-05-28,2024-06-04,2024-06-04,7.23,returned
SHP-425811504,ORD-1058379,WH-004,CEVA,2025-05-19,2025-05-21,2025-05-21,8.45,in_transit
SHP-602851188,ORD-9853047,,FedEx,2025-12-04,2025-12-14,2025-12-14,34.35,in_transit
SHP-136602102,ORD-5658070,,USPS,2024-07-25,2024-07-28,2024-07-31,38.2,label_created
SHP-867616744,ORD-2857964,WH-012,CEVA,2025-03-03,2025-03-08,2025-03-07,35.82,delivered
SHP-110612694,ORD-5342695,WH-003,UPS,2024-02-17,2024-02-19,2024-02-19,36.95,returned
SHP-663535591,ORD-2256930,WH-016,CEVA,2024-08-10,2024-08-20,2024-08-20,10.39,delivered
SHP-545777683,ORD-7659514,WH-006,Maersk,2025-12-05,2025-12-10,2025-12-10,35.12,delivered
SHP-485298476,ORD7992589,WH-015,CEVA,2024-02-17,2024-02-27,2024-02-27,13.63,in_transit
SHP-278734671,ORD-5159897,WH-014,Maersk,2025-07-07,2025-07-14,2025-07-14,10.12,in_transit
SHP-230558895,ORD-5272790,WH-009,USPS,2024-04-04,2024-04-09,2024-04-09,37.8,label_created
SHP-311304966,ORD-2358114,WH-016,CEVA,2024-11-14,2024-11-19,2024-11-22,43.36,label_created
SHP-144407064,ORD-8749389,WH-004,DB Schenker,2025-03-09,2025-03-12,2025-03-13,36.1,in_transit
SHP-964177792,ORD-9557519,WH-002,DB Schenker,2025-04-24,2025-05-04,2025-05-03,39.83,delivered
SHP-293765257,ORD-8750432,WH-002,DHL,2024-07-20,2024-07-23,2024-07-24,47.63,exception
SHP-436524013,ORD-9828788,WH-011,DB Schenker,2025-05-10,2025-05-13,2025-05-13,11.66,delivered
SHP-549410226,ORD-1173258,WH-006,USPS,2025-08-17,2025-08-19,2025-08-19,46.54,delivered
SHP-970580257,ORD-6108927,,DB Schenker,2024-12-19,2024-12-22,2024-12-21,31.25,delivered
SHP-228318118,ORD-3539483,,DHL,2025-11-04,2025-11-11,2025-11-11,40.16,
SHP-227146355,ORD-6896019,WH-014,DB Schenker,2025-02-01,2025-02-03,2025-02-03,33.31,exception
SHP-259346522,ORD-2035891,WH-015,CEVA,2024-07-28,2024-07-30,2024-07-30,29.94,
SHP-932545208,ORD-5667947,WH-012,FedEx,2024-10-02,2024-10-05,2024-10-06,35.55,delivered
SHP-746588210,ORD-3543116,,DHL,2025-07-06,2025-07-11,2025-07-10,19.45,delivered
SHP-945540377,ORD-2678176,WH-005,CEVA,2025-09-04,2025-09-14,2025-09-13,44.82,delivered
SHP-647046128,ORD-4193142,WH-015,DB Schenker,2025-11-10,2025-11-15,2025-11-20,10.84,delivered
SHP-779249101,ORD-2929834,WH-006,DHL,2025-04-02,2025-04-05,2025-04-04,19.36,delivered
SHP-435871190,ORD-5755463,WH-013,DHL,2024-05-08,2024-05-13,2024-05-20,7.31,delivered
SHP-456655156,ORD-6538428,WH-013,Maersk,2025-12-16,2025-12-21,2025-12-21,17.4,delivered
SHP-673303582,ORD-6553692,WH-006,Maersk,2025-05-10,2025-05-12,2025-05-13,15.16,delivered
SHP-235674603,ORD-7232576,WH-001,DB Schenker,2025-07-24,2025-07-27,2025-07-27,8.08,in_transit
SHP-627478942,ORD-3304609,WH-002,Maersk,2025-02-22,04/03/2025,2025-03-04,26.65,in_transit
SHP-436988622,ORD-9677378,WH-010,DHL,2025-05-08,2025-05-15,2025-05-15,25.68,delivered
SHP-341312484,ORD-1211087,WH-003,FedEx,2025-04-22,2025-04-29,2025-04-29,9.27,in_transit
SHP-368609186,ORD-2179810,WH-002,DB Schenker,2025-03-25,2025-03-27,2025-03-27,17.0,delivered
SHP-721510364,ORD-7461258,WH-015,DB Schenker,2025-08-04,2025-08-06,2025-08-06,46.04,delivered
SHP-234432946,ORD-7407332,WH-014,DB Schenker,2024-03-21,2024-03-28,2024-04-02,10.65,delivered
SHP-312510271,ORD-7169214,WH-010,CEVA,2024-01-07,2024-01-09,2024-01-08,18.81,
SHP-837886528,ORD-8404073,WH-004,DB Schenker,2025-03-07,2025-03-09,2025-03-08,7.51,delivered
SHP-228084600,ORD-5873082,WH-013,Maersk,2025-05-09,2025-05-11,2025-05-11,12.25,delivered
SHP-164726944,ORD-8315811,WH-005,DB Schenker,2025-07-06,2025-07-13,2025-07-13,35.37,in_transit
SHP-357573554,ORD-8782623,,CEVA,2025-09-26,2025-09-28,2025-09-28,21.4,delivered
SHP-706740507,ORD-3260607,WH-010,UPS,2025-07-26,2025-08-05,2025-08-06,24.99,delivered
SHP-232102643,ORD-2777550,WH-016,Maersk,2024-06-16,2024-06-21,2024-06-21,12.59,in_transit
SHP-721466184,ORD-8782623,WH-011,Maersk,2024-01-05,2024-01-07,2024-01-06,34.65,delivered
SHP-909050819,ORD-5471508,WH-004,DB Schenker,2024-11-10,12/11/2024,2024-11-13,37.56,in_transit
SHP-650563459,ORD-2078702,WH-006,DHL,2025-07-08,2025-07-15,2025-07-14,13.61,returned
SHP-378972824,ORD-2552007,WH-002,Maersk,2025-09-17,2025-09-19,2025-09-19,7.89,in_transit
SHP-313037489,ORD-9428268,WH-001,USPS,2025-04-03,2025-04-05,2025-04-04,9.4,
SHP-670241225,ORD-8229724,,FedEx,2024-07-07,17/07/2024,2024-07-17,33.6,in_transit
SHP-974834727,ORD-5517311,WH-014,FedEx,2025-07-02,2025-07-12,2025-07-12,11.69,in_transit
SHP-110300535,ORD-3118461,WH-003,Maersk,2024-03-10,2024-03-20,2024-03-20,26.74,exception
SHP-838856988,ORD-2148043,WH-013,FedEx,2024-06-27,2024-06-30,2024-06-30,12.41,delivered
SHP-915494077,ORD-4175803,WH-003,DB Schenker,2024-04-21,2024-05-01,2024-05-02,13.15,delivered
SHP-530679599,ORD-3343567,WH-016,USPS,2024-05-23,2024-05-25,2024-05-26,6.18,delivered
SHP-851881511,ORD-8897109,,USPS,2025-04-02,2025-04-05,2025-04-06,19.47,delivered
SHP-285977343,ORD-8344806,WH-012,USPS,2025-08-28,2025-08-31,2025-08-31,9.77,delivered
SHP-574080493,ORD-6811247,WH-011,Maersk,2024-03-15,2024-03-22,2024-03-23,22.55,delivered
SHP-793100017,ORD-3577620,WH-004,DHL,2024-07-12,2024-07-14,2024-07-15,31.11,delivered
SHP-133180571,ORD-2301448,WH-010,Maersk,2025-07-27,2025-07-29,2025-07-28,21.44,delivered
SHP-496394393,ORD-9996694,WH-006,UPS,2025-07-08,2025-07-11,2025-07-12,35.61,in_transit
SHP-201747743,ORD-3896662,WH-013,USPS,2025-03-27,2025-04-06,2025-04-06,37.14,delivered
SHP-183886774,ORD-9179253,,DB Schenker,2024-05-28,07/06/2024,2024-06-06,35.26,delivered
SHP-647214195,ORD-6801894,,DHL,2025-02-10,2025-02-13,2025-02-13,45.34,in_transit
SHP-779076952,ORD-1462172,WH-013,FedEx,2024-06-26,2024-07-03,,15.97,delivered
SHP-295887809,ORD-5237912,WH-013,FedEx,2024-11-25,2024-11-27,,13.96,in_transit
SHP-412354328,ORD7894819,WH-003,UPS,2025-10-12,2025-10-15,2025-10-15,31.61,delivered
SHP-374576643,ORD-7090590,,UPS,2024-04-24,04/05/2024,2024-05-04,30.98,label_created
SHP-621893564,ORD-4578396,WH-013,DB Schenker,2025-03-02,2025-03-05,2025-03-05,27.42,exception
SHP-842145441,ORD-9964602,WH-011,Maersk,2024-03-23,2024-03-25,2024-03-26,6.18,delivered
SHP-772914624,ORD-4851202,WH-006,DHL,2025-10-18,2025-10-28,2025-10-28,29.32,delivered
SHP-167591058,ORD-1744443,WH-001,DHL,2025-05-18,2025-05-23,2025-05-22,45.18,delivered
