"date","product_type","telemetry_rows","avg_disconnects","crash_rate","avg_temp_c","claims","approved_claims","claim_rate_per_1k_orders"
2025-11-25,Portable PA,11,0.091,0.0000,31.17,66,56,203.70
2024-12-18,Aviation Headsets,3,0.000,0.0000,34.13,60,45,333.33
2024-12-22,Portable PA,5,0.000,0.0000,32.46,66,56,203.70
2025-04-05,Speakers,6,0.167,0.0000,38.40,230,182,257.85
2025-02-22,Home Theater,14,0.333,0.0714,36.36,146,111,253.47
2024-02-22,Headphones,163,0.414,0.0000,31.35,380,302,241.73
2024-09-24,Earbuds,22,0.455,0.0000,32.34,358,282,246.05
2025-05-01,Aviation Headsets,1,0.000,0.0000,19.60,60,45,333.33
2025-05-23,Speakers,5,0.000,0.0000,27.74,230,182,257.85
2024-05-13,Aviation Headsets,3,0.000,0.0000,30.40,60,45,333.33
2024-01-23,Speakers,1,0.000,0.0000,37.90,230,182,257.85
2025-09-21,Headphones,146,0.361,0.0282,31.47,380,302,241.73
2025-05-13,Earbuds,24,0.286,0.0000,29.53,358,282,246.05
2025-05-15,Headphones,159,0.521,0.0253,32.26,380,302,241.73
2025-01-10,Portable PA,6,0.200,0.1667,33.23,66,56,203.70
2025-12-19,Aviation Headsets,2,0.000,0.0000,38.50,60,45,333.33
2025-02-17,Earbuds,19,0.133,0.0000,31.82,358,282,246.05
2025-07-11,Portable PA,4,0.000,0.0000,30.73,66,56,203.70
2024-04-16,Aviation Headsets,1,0.000,0.0000,24.50,60,45,333.33
2024-07-24,Headphones,160,0.387,0.0191,31.33,380,302,241.73
2025-02-27,Earbuds,17,0.333,0.0000,32.96,358,282,246.05
2024-10-18,Aviation Headsets,1,0.000,0.0000,27.00,60,45,333.33
2024-02-05,Home Theater,12,0.000,0.0000,32.83,146,111,253.47
2025-07-29,Portable PA,5,0.000,0.0000,33.22,66,56,203.70
2024-05-08,Earbuds,23,0.250,0.0000,28.14,358,282,246.05
2025-01-02,Home Theater,12,0.000,0.0000,31.10,146,111,253.47
2024-05-26,Home Theater,7,0.000,0.0000,33.09,146,111,253.47
2024-07-01,Headphones,165,0.393,0.0183,32.42,380,302,241.73
2024-03-13,Portable PA,6,0.400,0.0000,35.40,66,56,203.70
2025-07-11,Home Theater,7,0.286,0.1429,29.84,146,111,253.47
2025-04-21,Aviation Headsets,3,0.500,0.0000,28.67,60,45,333.33
2024-04-22,Aviation Headsets,1,0.000,0.0000,35.50,60,45,333.33
2024-07-09,Earbuds,20,0.211,0.0000,32.04,358,282,246.05
2024-08-11,Headphones,174,0.440,0.0058,32.21,380,302,241.73
2024-09-03,Earbuds,15,0.385,0.0667,31.37,358,282,246.05
2025-04-08,Headphones,128,0.407,0.0236,31.78,380,302,241.73
2024-07-20,Speakers,3,1.000,0.0000,40.40,230,182,257.85
2025-11-09,Earbuds,26,0.440,0.0000,31.45,358,282,246.05
2025-10-23,Aviation Headsets,1,,0.0000,17.60,60,45,333.33
2025-01-04,Home Theater,8,0.143,0.0000,34.23,146,111,253.47
2024-10-27,Speakers,3,0.000,0.0000,31.27,230,182,257.85
2025-06-07,Speakers,3,0.333,0.0000,33.13,230,182,257.85
2025-11-19,Aviation Headsets,1,,0.0000,24.80,60,45,333.33
2025-12-03,Portable PA,4,0.250,0.0000,37.13,66,56,203.70
2025-01-15,Aviation Headsets,4,0.000,0.0000,34.08,60,45,333.33
2024-02-12,Headphones,152,0.446,0.0000,32.26,380,302,241.73
2024-05-01,Home Theater,9,0.000,0.0000,37.28,146,111,253.47
2025-09-10,Earbuds,12,0.600,0.0000,35.38,358,282,246.05
2025-04-09,Earbuds,21,0.250,0.0000,34.61,358,282,246.05
2025-06-21,Headphones,185,0.469,0.0164,32.66,380,302,241.73
2025-09-10,Home Theater,10,0.111,0.0000,34.93,146,111,253.47
2025-02-07,Earbuds,31,0.481,0.0645,30.55,358,282,246.05
2024-03-17,Earbuds,29,0.615,0.0000,33.84,358,282,246.05
2024-01-03,Home Theater,7,0.167,0.0000,31.23,146,111,253.47
2024-09-09,Speakers,5,0.250,0.0000,33.66,230,182,257.85
2024-06-29,Headphones,173,0.346,0.0000,32.12,380,302,241.73
2024-04-06,Home Theater,9,0.333,0.0000,32.02,146,111,253.47
2025-04-07,Speakers,7,0.800,0.0000,28.90,230,182,257.85
2024-04-19,Portable PA,7,0.200,0.0000,31.60,66,56,203.70
2024-07-20,Headphones,176,0.503,0.0116,31.39,380,302,241.73
2024-05-15,Headphones,156,0.404,0.0260,31.61,380,302,241.73
2024-04-25,Home Theater,7,0.286,0.0000,34.13,146,111,253.47
2024-01-24,Headphones,174,0.415,0.0058,31.71,380,302,241.73
2025-06-26,Speakers,3,0.000,0.0000,31.50,230,182,257.85
2025-05-02,Aviation Headsets,3,0.500,0.0000,30.63,60,45,333.33
2024-03-14,Headphones,147,0.473,0.0138,31.62,380,302,241.73
2025-04-13,Aviation Headsets,1,0.000,0.0000,28.40,60,45,333.33
2024-08-04,Home Theater,6,0.000,0.0000,34.47,146,111,253.47
2025-06-20,Headphones,178,0.484,0.0172,31.88,380,302,241.73
2024-04-01,Speakers,3,0.000,0.0000,36.47,230,182,257.85
2024-02-04,Home Theater,12,0.000,0.0000,33.05,146,111,253.47
2025-09-03,Headphones,173,0.377,0.0059,30.19,380,302,241.73
2024-06-22,Portable PA,5,0.000,0.0000,30.12,66,56,203.70
2024-12-03,Portable PA,9,0.444,0.0000,36.90,66,56,203.70
2024-10-17,Earbuds,21,0.150,0.0952,34.45,358,282,246.05
2024-03-24,Headphones,157,0.478,0.0195,30.89,380,302,241.73
2024-09-06,Speakers,4,0.500,0.0000,31.93,230,182,257.85
2025-05-25,Headphones,157,0.442,0.0128,32.06,380,302,241.73
2024-01-28,Portable PA,5,0.000,0.0000,27.84,66,56,203.70
2025-12-03,Earbuds,16,0.571,0.0000,27.99,358,282,246.05
2024-12-27,Speakers,6,0.167,0.0000,37.45,230,182,257.85
2025-01-19,Speakers,4,0.667,0.0000,37.23,230,182,257.85
2025-12-13,Aviation Headsets,3,0.000,0.0000,32.53,60,45,333.33
2024-06-27,Earbuds,16,0.400,0.0000,30.50,358,282,246.05
2024-06-06,Headphones,150,0.507,0.0067,32.16,380,302,241.73
2024-06-14,Speakers,3,0.333,0.0000,35.80,230,182,257.85
2025-07-19,Earbuds,14,0.545,0.0000,32.22,358,282,246.05
2025-02-21,Headphones,157,0.461,0.0065,32.93,380,302,241.73
2024-09-21,Home Theater,13,0.154,0.0000,35.13,146,111,253.47
2024-08-28,Headphones,169,0.497,0.0180,31.33,380,302,241.73
2025-02-11,Earbuds,19,0.714,0.0000,32.16,358,282,246.05
2024-12-17,Home Theater,13,0.000,0.0000,28.45,146,111,253.47
2025-06-06,Speakers,2,,0.0000,35.75,230,182,257.85
2025-03-20,Home Theater,5,0.000,0.0000,32.36,146,111,253.47
2024-01-13,Headphones,180,0.417,0.0170,32.35,380,302,241.73
2024-10-02,Portable PA,6,0.500,0.0000,32.42,66,56,203.70
2024-01-08,Headphones,171,0.333,0.0120,31.84,380,302,241.73
2024-06-18,Home Theater,15,0.154,0.0667,29.77,146,111,253.47
2025-05-06,Headphones,190,0.431,0.0161,31.28,380,302,241.73
2024-01-22,Headphones,175,0.565,0.0058,31.98,380,302,241.73
2025-05-16,Earbuds,19,0.412,0.0000,28.33,358,282,246.05
2024-10-24,Portable PA,5,0.250,0.0000,33.76,66,56,203.70
2024-06-15,Speakers,5,0.500,0.0000,36.70,230,182,257.85
2024-07-19,Home Theater,6,0.200,0.0000,32.90,146,111,253.47
2024-07-14,Speakers,5,0.400,0.0000,29.16,230,182,257.85
2025-12-24,Portable PA,8,0.143,0.0000,33.78,66,56,203.70
2024-06-07,Headphones,176,0.516,0.0116,31.71,380,302,241.73
2024-06-28,Home Theater,9,0.000,0.0000,34.99,146,111,253.47
2024-09-06,Headphones,170,0.436,0.0299,31.48,380,302,241.73
2025-12-26,Portable PA,4,0.500,0.0000,31.35,66,56,203.70
2025-06-24,Home Theater,13,0.167,0.0000,34.42,146,111,253.47
2024-12-03,Earbuds,20,0.556,0.0000,32.46,358,282,246.05
2024-04-16,Headphones,156,0.400,0.0132,32.26,380,302,241.73
2024-07-16,Speakers,12,0.500,0.0000,33.24,230,182,257.85
2024-01-21,Portable PA,9,0.143,0.0000,29.19,66,56,203.70
2024-12-13,Headphones,138,0.387,0.0507,31.56,380,302,241.73
2024-07-24,Home Theater,9,0.125,0.0000,34.68,146,111,253.47
2024-10-05,Portable PA,4,0.000,0.0000,30.85,66,56,203.70
2024-07-27,Aviation Headsets,3,0.500,0.0000,28.67,60,45,333.33
2024-10-29,Headphones,196,0.474,0.0053,31.94,380,302,241.73
2025-09-04,Aviation Headsets,2,0.000,0.0000,41.80,60,45,333.33
2025-01-09,Headphones,184,0.411,0.0110,33.05,380,302,241.73
2025-04-27,Headphones,158,0.535,0.0063,32.09,380,302,241.73
2025-02-03,Aviation Headsets,5,0.750,0.0000,35.80,60,45,333.33
2025-01-26,Earbuds,25,0.478,0.0400,35.32,358,282,246.05
2024-02-10,Home Theater,14,0.231,0.0000,31.74,146,111,253.47
2024-06-06,Earbuds,24,0.409,0.0000,31.71,358,282,246.05
2025-01-04,Earbuds,23,0.167,0.0000,33.31,358,282,246.05
2025-04-27,Earbuds,21,0.421,0.0000,31.13,358,282,246.05
2025-01-17,Portable PA,8,0.000,0.0000,30.23,66,56,203.70
2025-07-02,Speakers,7,0.143,0.0000,32.17,230,182,257.85
2025-11-01,Headphones,164,0.436,0.0370,32.44,380,302,241.73
2024-05-05,Headphones,154,0.444,0.0066,31.29,380,302,241.73
2025-10-13,Speakers,6,0.200,0.0000,32.55,230,182,257.85
2024-11-14,Aviation Headsets,1,1.000,0.0000,41.10,60,45,333.33
2024-10-05,Headphones,178,0.399,0.0113,31.88,380,302,241.73
2024-02-12,Earbuds,19,0.556,0.0000,33.36,358,282,246.05
2024-08-10,Headphones,148,0.500,0.0138,32.03,380,302,241.73
2024-10-07,Home Theater,11,0.200,0.0000,29.43,146,111,253.47
2024-08-12,Portable PA,3,0.000,0.0000,27.87,66,56,203.70
2024-09-20,Headphones,148,0.515,0.0140,31.97,380,302,241.73
2024-05-21,Headphones,148,0.356,0.0414,31.57,380,302,241.73
2025-02-13,Portable PA,10,0.200,0.0000,34.03,66,56,203.70
2024-05-09,Portable PA,4,0.000,0.2500,33.23,66,56,203.70
2024-11-26,Speakers,7,0.500,0.0000,31.84,230,182,257.85
2025-03-13,Aviation Headsets,3,0.333,0.0000,30.40,60,45,333.33
2024-02-29,Aviation Headsets,2,0.000,0.0000,37.80,60,45,333.33
2025-05-15,Earbuds,20,0.588,0.0500,32.60,358,282,246.05
2024-04-13,Headphones,172,0.401,0.0117,31.94,380,302,241.73
2025-09-06,Portable PA,2,0.000,0.0000,36.15,66,56,203.70
2025-02-07,Home Theater,7,0.333,0.0000,34.21,146,111,253.47
2024-03-21,Home Theater,13,0.091,0.0000,33.17,146,111,253.47
2025-11-11,Aviation Headsets,2,0.500,0.0000,32.05,60,45,333.33
2025-08-10,Earbuds,17,0.357,0.0000,36.22,358,282,246.05
2024-09-10,Home Theater,10,0.000,0.0000,27.36,146,111,253.47
2025-12-14,Home Theater,7,0.143,0.0000,29.94,146,111,253.47
2024-10-17,Speakers,7,0.429,0.0000,36.31,230,182,257.85
2024-06-27,Home Theater,13,0.500,0.0833,30.96,146,111,253.47
2025-02-23,Aviation Headsets,2,1.000,0.0000,33.05,60,45,333.33
2025-09-12,Speakers,5,1.667,0.0000,30.54,230,182,257.85
2024-06-10,Headphones,158,0.455,0.0000,31.63,380,302,241.73
2024-05-17,Headphones,151,0.350,0.0201,32.53,380,302,241.73
2025-07-07,Aviation Headsets,2,0.000,0.5000,34.95,60,45,333.33
2024-09-25,Speakers,4,1.000,0.0000,36.13,230,182,257.85
2024-08-08,Home Theater,9,0.143,0.1111,29.61,146,111,253.47
2025-05-05,Aviation Headsets,1,0.000,0.0000,40.70,60,45,333.33
2025-07-19,Headphones,148,0.434,0.0136,31.16,380,302,241.73
2024-03-09,Home Theater,12,0.167,0.0000,34.18,146,111,253.47
2024-03-02,Earbuds,23,0.364,0.0000,31.72,358,282,246.05
2025-07-09,Headphones,160,0.444,0.0314,32.98,380,302,241.73
2024-01-16,Speakers,7,0.143,0.0000,29.16,230,182,257.85
2024-05-14,Headphones,176,0.392,0.0115,32.15,380,302,241.73
2025-06-11,Speakers,6,0.400,0.0000,27.93,230,182,257.85
2025-03-24,Home Theater,9,0.000,0.0000,32.19,146,111,253.47
2024-08-28,Home Theater,8,0.000,0.0000,31.03,146,111,253.47
2025-08-30,Portable PA,4,0.333,0.0000,28.95,66,56,203.70
2024-06-04,Headphones,154,0.434,0.0333,32.02,380,302,241.73
2024-10-04,Aviation Headsets,4,0.250,0.0000,33.48,60,45,333.33
2024-02-08,Portable PA,2,0.000,0.0000,33.55,66,56,203.70
2024-04-03,Home Theater,9,0.250,0.0000,30.87,146,111,253.47
2025-06-23,Speakers,2,1.500,0.0000,37.20,230,182,257.85
2024-09-25,Aviation Headsets,1,0.000,0.0000,34.60,60,45,333.33
2025-10-18,Aviation Headsets,4,0.000,0.0000,31.10,60,45,333.33
2025-04-16,Earbuds,25,0.542,0.0400,34.87,358,282,246.05
2024-11-08,Earbuds,14,0.385,0.0000,30.42,358,282,246.05
2024-08-14,Headphones,178,0.401,0.0114,32.95,380,302,241.73
2024-06-11,Headphones,169,0.456,0.0060,32.36,380,302,241.73
2025-07-02,Aviation Headsets,2,0.000,0.0000,35.35,60,45,333.33
2024-09-10,Earbuds,17,0.375,0.0000,34.06,358,282,246.05
2024-05-16,Aviation Headsets,1,0.000,0.0000,36.40,60,45,333.33
2024-04-13,Earbuds,20,0.333,0.0000,34.04,358,282,246.05
2025-12-15,Earbuds,21,0.400,0.0000,32.69,358,282,246.05
2024-08-04,Headphones,160,0.463,0.0063,32.59,380,302,241.73
2025-03-13,Portable PA,7,0.000,0.0000,29.99,66,56,203.70
2025-05-02,Home Theater,9,0.250,0.0000,26.79,146,111,253.47
2025-07-23,Portable PA,4,0.000,0.0000,32.05,66,56,203.70
2025-12-17,Speakers,7,0.500,0.0000,33.81,230,182,257.85
2025-04-29,Earbuds,19,0.529,0.0000,32.68,358,282,246.05
2025-04-03,Aviation Headsets,2,0.500,0.0000,36.85,60,45,333.33
2024-09-03,Speakers,6,0.200,0.0000,35.68,230,182,257.85
2025-09-28,Earbuds,22,0.500,0.0000,32.94,358,282,246.05
2025-06-28,Speakers,5,0.200,0.0000,30.32,230,182,257.85
2025-07-16,Earbuds,14,0.154,0.0000,32.81,358,282,246.05
2025-09-29,Aviation Headsets,4,0.500,0.0000,32.48,60,45,333.33
2025-11-17,Home Theater,10,0.200,0.0000,29.00,146,111,253.47
2025-11-13,Home Theater,15,0.133,0.0000,33.49,146,111,253.47
2025-06-09,Home Theater,8,0.250,0.0000,32.09,146,111,253.47
2025-12-18,Aviation Headsets,5,0.200,0.0000,31.24,60,45,333.33
2025-01-07,Portable PA,4,0.000,0.0000,35.38,66,56,203.70
2024-03-10,Portable PA,10,0.286,0.1000,30.73,66,56,203.70
2025-04-25,Aviation Headsets,2,0.000,0.0000,21.95,60,45,333.33
2024-04-03,Speakers,7,0.667,0.0000,31.90,230,182,257.85
2025-06-23,Headphones,152,0.472,0.0068,32.32,380,302,241.73
2025-08-15,Speakers,7,0.714,0.0000,31.30,230,182,257.85
2025-05-18,Portable PA,3,0.000,0.0000,30.50,66,56,203.70
2024-03-13,Home Theater,11,0.000,0.0000,29.78,146,111,253.47
2024-02-04,Speakers,3,1.000,0.0000,28.70,230,182,257.85
2025-10-08,Home Theater,6,0.500,0.0000,35.77,146,111,253.47
2025-05-20,Aviation Headsets,5,0.000,0.0000,25.24,60,45,333.33
2025-01-09,Portable PA,9,0.200,0.0000,31.31,66,56,203.70
2025-10-30,Speakers,6,0.000,0.0000,32.35,230,182,257.85
2024-05-09,Headphones,140,0.472,0.0222,33.13,380,302,241.73
2025-09-30,Aviation Headsets,4,0.250,0.0000,33.80,60,45,333.33
2024-10-25,Home Theater,8,0.000,0.0000,30.36,146,111,253.47
2025-08-27,Portable PA,6,0.000,0.0000,33.47,66,56,203.70
2025-09-28,Aviation Headsets,3,0.000,0.0000,33.20,60,45,333.33
2024-10-06,Headphones,137,0.388,0.0149,31.75,380,302,241.73
2024-09-08,Aviation Headsets,2,0.000,0.0000,27.30,60,45,333.33
2024-07-12,Portable PA,7,0.000,0.0000,29.47,66,56,203.70
2024-08-26,Home Theater,11,0.273,0.0000,28.01,146,111,253.47
2025-08-01,Portable PA,8,0.000,0.0000,36.71,66,56,203.70
2025-05-21,Headphones,197,0.486,0.0153,33.04,380,302,241.73
2024-09-22,Portable PA,5,0.200,0.0000,33.02,66,56,203.70
2025-04-05,Aviation Headsets,3,0.000,0.0000,34.33,60,45,333.33
2024-01-05,Aviation Headsets,1,0.000,0.0000,26.50,60,45,333.33
2024-10-13,Earbuds,25,0.286,0.0000,29.25,358,282,246.05
2025-06-24,Portable PA,7,0.500,0.0000,32.13,66,56,203.70
2024-12-18,Earbuds,28,0.333,0.0385,30.19,358,282,246.05
2024-08-29,Aviation Headsets,3,0.000,0.0000,30.03,60,45,333.33
2024-11-18,Home Theater,12,0.250,0.0000,33.93,146,111,253.47
2025-01-31,Portable PA,6,0.000,0.0000,28.15,66,56,203.70
2024-02-12,Speakers,3,0.000,0.0000,34.63,230,182,257.85
2024-07-12,Aviation Headsets,4,0.333,0.0000,31.65,60,45,333.33
2024-10-10,Earbuds,16,0.400,0.0625,31.95,358,282,246.05
2024-02-21,Home Theater,16,0.267,0.0000,30.73,146,111,253.47
2025-08-05,Aviation Headsets,1,0.000,0.0000,43.20,60,45,333.33
2025-06-30,Earbuds,26,0.300,0.0400,34.63,358,282,246.05
2025-12-19,Earbuds,19,0.421,0.0000,34.43,358,282,246.05
2024-03-28,Earbuds,21,0.238,0.0000,30.61,358,282,246.05
2024-06-06,Home Theater,12,0.167,0.0000,30.31,146,111,253.47
2024-03-19,Earbuds,21,0.316,0.0000,32.18,358,282,246.05
2024-01-24,Speakers,7,0.167,0.1667,29.66,230,182,257.85
2025-04-14,Speakers,4,0.500,0.0000,29.25,230,182,257.85
2024-11-04,Earbuds,22,0.263,0.0000,33.71,358,282,246.05
2024-05-22,Home Theater,12,0.000,0.0909,33.15,146,111,253.47
2024-01-31,Speakers,6,0.667,0.0000,27.47,230,182,257.85
2024-05-08,Portable PA,3,0.333,0.0000,26.73,66,56,203.70
2024-04-07,Home Theater,10,0.100,0.0000,31.02,146,111,253.47
2025-05-23,Portable PA,5,0.400,0.0000,34.44,66,56,203.70
2025-06-01,Earbuds,20,0.421,0.0000,33.39,358,282,246.05
2024-10-31,Portable PA,2,1.000,0.0000,24.15,66,56,203.70
2025-09-09,Portable PA,6,0.400,0.0000,32.47,66,56,203.70
2025-01-21,Speakers,4,0.000,0.0000,27.10,230,182,257.85
2024-03-05,Earbuds,33,0.517,0.0000,31.56,358,282,246.05
2025-10-18,Earbuds,22,0.389,0.0455,29.45,358,282,246.05
2024-11-06,Aviation Headsets,3,0.500,0.0000,35.17,60,45,333.33
2025-07-08,Home Theater,10,0.111,0.0000,32.27,146,111,253.47
2024-09-06,Aviation Headsets,3,0.000,0.0000,25.47,60,45,333.33
2025-08-03,Portable PA,11,0.111,0.0000,28.72,66,56,203.70
2024-08-25,Portable PA,3,0.667,0.0000,36.13,66,56,203.70
2025-07-01,Headphones,159,0.378,0.0126,30.90,380,302,241.73
2025-02-19,Speakers,5,0.800,0.0000,31.96,230,182,257.85
2025-05-08,Home Theater,5,0.400,0.0000,32.44,146,111,253.47
2024-03-06,Portable PA,2,0.000,0.0000,30.60,66,56,203.70
2024-08-06,Speakers,3,0.000,0.0000,35.67,230,182,257.85
2025-12-06,Speakers,4,0.750,0.0000,28.68,230,182,257.85
2025-12-14,Earbuds,22,0.350,0.0000,33.55,358,282,246.05
2025-09-08,Portable PA,7,0.286,0.0000,30.11,66,56,203.70
2024-02-05,Portable PA,3,0.500,0.0000,35.00,66,56,203.70
2025-08-22,Earbuds,17,0.429,0.0000,34.29,358,282,246.05
2024-10-03,Portable PA,1,1.000,0.0000,30.20,66,56,203.70
2025-04-01,Speakers,4,0.333,0.2500,35.73,230,182,257.85
2025-12-07,Portable PA,6,0.000,0.0000,37.65,66,56,203.70
2025-06-25,Portable PA,8,0.571,0.1250,31.70,66,56,203.70
2025-01-15,Home Theater,5,0.600,0.0000,28.70,146,111,253.47
2024-11-28,Speakers,2,2.000,0.0000,34.95,230,182,257.85
2024-07-11,Speakers,4,0.500,0.0000,33.68,230,182,257.85
2025-07-03,Speakers,6,0.500,0.0000,34.18,230,182,257.85
2025-01-31,Speakers,1,0.000,0.0000,48.60,230,182,257.85
2024-10-28,Earbuds,19,0.368,0.0000,29.65,358,282,246.05
2024-09-12,Speakers,4,0.750,0.0000,32.33,230,182,257.85
2025-05-03,Portable PA,9,0.125,0.0000,31.34,66,56,203.70
2025-02-06,Aviation Headsets,2,0.000,0.0000,36.80,60,45,333.33
2024-07-29,Speakers,5,0.250,0.0000,35.00,230,182,257.85
2025-12-07,Speakers,3,0.000,0.0000,31.67,230,182,257.85
2024-01-30,Headphones,155,0.411,0.0197,32.65,380,302,241.73
2024-01-18,Aviation Headsets,2,0.000,0.0000,25.95,60,45,333.33
2025-05-08,Portable PA,4,0.000,0.0000,37.73,66,56,203.70
2024-11-01,Home Theater,15,0.143,0.0000,30.83,146,111,253.47
2025-03-25,Earbuds,18,0.611,0.1667,29.56,358,282,246.05
2025-07-31,Aviation Headsets,1,,0.0000,30.20,60,45,333.33
2024-10-22,Portable PA,2,0.500,0.5000,31.20,66,56,203.70
2025-02-16,Headphones,173,0.500,0.0174,32.17,380,302,241.73
2024-11-10,Speakers,3,0.333,0.0000,32.67,230,182,257.85
2024-11-06,Portable PA,8,0.375,0.1250,31.88,66,56,203.70
2025-01-16,Home Theater,15,0.133,0.0000,34.01,146,111,253.47
2025-01-08,Home Theater,9,0.222,0.0000,35.00,146,111,253.47
2024-05-13,Headphones,174,0.469,0.0301,32.15,380,302,241.73
2025-09-07,Aviation Headsets,1,0.000,0.0000,29.00,60,45,333.33
2025-08-25,Earbuds,23,0.476,0.0000,32.23,358,282,246.05
2025-08-13,Speakers,1,1.000,0.0000,32.30,230,182,257.85
2025-11-16,Earbuds,23,0.600,0.0455,34.49,358,282,246.05
2024-11-02,Headphones,191,0.457,0.0053,31.85,380,302,241.73
2024-08-04,Aviation Headsets,4,0.250,0.0000,32.33,60,45,333.33
2024-10-23,Earbuds,23,0.429,0.0000,32.03,358,282,246.05
2025-01-30,Aviation Headsets,6,0.000,0.0000,32.20,60,45,333.33
2024-03-05,Aviation Headsets,1,0.000,0.0000,27.00,60,45,333.33
2025-09-17,Speakers,4,0.000,0.0000,29.25,230,182,257.85
2024-07-06,Home Theater,8,0.000,0.0000,26.85,146,111,253.47
2024-09-27,Earbuds,13,0.400,0.0000,30.82,358,282,246.05
2025-06-04,Aviation Headsets,6,0.000,0.0000,30.93,60,45,333.33
2024-03-16,Speakers,4,0.500,0.2500,31.93,230,182,257.85
2025-06-12,Speakers,2,1.000,0.0000,27.10,230,182,257.85
2024-11-29,Home Theater,13,0.200,0.0000,30.97,146,111,253.47
2025-09-23,Portable PA,6,0.000,0.0000,37.68,66,56,203.70
2025-12-02,Earbuds,22,0.474,0.0000,33.40,358,282,246.05
2025-01-17,Speakers,5,0.500,0.0000,31.66,230,182,257.85
2025-09-30,Speakers,3,0.500,0.0000,31.70,230,182,257.85
2025-03-18,Earbuds,17,0.333,0.0588,33.39,358,282,246.05
2024-08-31,Home Theater,8,0.125,0.0000,32.13,146,111,253.47
2025-08-20,Earbuds,19,0.167,0.0000,33.56,358,282,246.05
2025-05-25,Aviation Headsets,4,0.333,0.2500,33.50,60,45,333.33
2024-07-01,Aviation Headsets,5,0.250,0.0000,32.42,60,45,333.33
2025-07-13,Home Theater,2,0.000,0.0000,33.80,146,111,253.47
2024-04-29,Headphones,174,0.425,0.0117,31.14,380,302,241.73
2024-03-10,Earbuds,22,0.227,0.0000,34.85,358,282,246.05
2025-04-18,Headphones,170,0.350,0.0120,32.53,380,302,241.73
2025-11-04,Speakers,4,0.667,0.0000,32.85,230,182,257.85
2024-12-27,Home Theater,12,0.000,0.0000,32.77,146,111,253.47
2025-04-20,Home Theater,12,0.000,0.0833,33.21,146,111,253.47
2025-08-01,Speakers,8,0.143,0.0000,31.96,230,182,257.85
2024-03-24,Aviation Headsets,3,0.333,0.0000,31.20,60,45,333.33
2025-07-27,Portable PA,2,0.500,0.0000,24.45,66,56,203.70
2024-01-05,Headphones,153,0.364,0.0000,31.88,380,302,241.73
2024-05-25,Portable PA,7,0.333,0.0000,32.19,66,56,203.70
2024-02-09,Speakers,9,0.222,0.0000,35.27,230,182,257.85
2025-05-11,Home Theater,6,0.000,0.0000,29.55,146,111,253.47
2024-01-08,Speakers,5,0.000,0.0000,33.20,230,182,257.85
2025-07-29,Aviation Headsets,1,0.000,0.0000,33.20,60,45,333.33
2025-08-20,Portable PA,8,0.000,0.0000,30.93,66,56,203.70
2025-12-01,Portable PA,2,0.000,0.0000,32.70,66,56,203.70
2024-03-06,Earbuds,26,0.292,0.0000,30.62,358,282,246.05
2024-03-16,Portable PA,11,0.091,0.0000,33.34,66,56,203.70
2025-04-25,Headphones,145,0.511,0.0144,31.74,380,302,241.73
2025-10-23,Speakers,2,0.000,0.0000,39.15,230,182,257.85
2024-04-15,Speakers,5,0.500,0.0000,33.50,230,182,257.85
2024-10-09,Earbuds,22,0.182,0.0455,33.00,358,282,246.05
2024-07-11,Aviation Headsets,2,0.000,0.0000,30.45,60,45,333.33
2024-01-23,Headphones,152,0.368,0.0133,31.29,380,302,241.73
2024-12-28,Speakers,6,0.500,0.0000,32.08,230,182,257.85
2024-09-23,Portable PA,8,0.000,0.1250,35.01,66,56,203.70
2024-07-22,Earbuds,24,0.261,0.0417,33.06,358,282,246.05
2024-12-27,Earbuds,19,0.235,0.0000,32.85,358,282,246.05
2024-07-24,Speakers,3,0.333,0.0000,27.23,230,182,257.85
2025-12-10,Portable PA,6,0.250,0.0000,33.02,66,56,203.70
2024-08-08,Earbuds,19,0.400,0.0526,33.86,358,282,246.05
2024-11-25,Portable PA,5,0.200,0.0000,34.94,66,56,203.70
2025-01-03,Aviation Headsets,3,0.000,0.0000,33.57,60,45,333.33
2025-04-01,Headphones,179,0.442,0.0057,32.07,380,302,241.73
2024-02-04,Portable PA,4,0.500,0.0000,34.28,66,56,203.70
2025-07-01,Earbuds,20,0.294,0.0500,30.71,358,282,246.05
2024-07-10,Home Theater,10,0.100,0.0000,32.17,146,111,253.47
2025-03-07,Aviation Headsets,4,0.000,0.0000,34.15,60,45,333.33
2025-01-22,Headphones,157,0.474,0.0192,31.95,380,302,241.73
2024-06-17,Speakers,3,0.000,0.0000,38.90,230,182,257.85
2024-11-10,Earbuds,22,0.550,0.0000,30.04,358,282,246.05
2024-09-22,Speakers,3,1.333,0.0000,28.43,230,182,257.85
2024-09-09,Earbuds,15,0.286,0.0000,27.80,358,282,246.05
2024-03-19,Headphones,170,0.480,0.0178,31.78,380,302,241.73
2025-07-09,Home Theater,9,0.000,0.0000,29.87,146,111,253.47
2025-04-30,Aviation Headsets,2,0.000,0.0000,41.00,60,45,333.33
2024-09-14,Portable PA,6,0.250,0.0000,31.62,66,56,203.70
2025-08-27,Earbuds,21,0.421,0.0500,31.99,358,282,246.05
2024-06-28,Headphones,144,0.344,0.0000,33.47,380,302,241.73
2024-02-22,Home Theater,7,0.286,0.0000,33.06,146,111,253.47
2025-11-16,Headphones,168,0.382,0.0299,32.76,380,302,241.73
